Iteration,Method,Prune_Ratio,Baseline_Candidate_Acc,Accuracy_After_Finetuning,Training_Time_sec,Compression_Rate,Params,Baseline_Accuracy,Baseline_FLOPs,Pruned_FLOPs
218,Random,0.2,83.8,89.51,39.783528089523315,1.2548862445280227,162190.0,89.18,203264.0,
352,Random,0.2,83.8,89.43,39.798794746398926,1.2548862445280227,162190.0,89.18,203264.0,
903,Random,0.2,83.8,88.83,40.137073040008545,1.2548862445280227,162190.0,89.18,203264.0,
942,Random,0.2,83.8,89.17,39.852189779281616,1.2548862445280227,162190.0,89.18,203264.0,
717,Random,0.2,83.8,89.32,39.89566516876221,1.2548862445280227,162190.0,89.18,203264.0,
796,Random,0.2,83.8,89.5,39.89924693107605,1.2548862445280227,162190.0,89.18,203264.0,
9,Random,0.2,83.75,89.56,39.82781386375427,1.2548862445280227,162190.0,89.18,203264.0,
96,Random,0.2,83.75,89.8,40.15003967285156,1.2548862445280227,162190.0,89.18,203264.0,
125,Random,0.2,83.75,89.37,40.14950776100159,1.2548862445280227,162190.0,89.18,203264.0,
159,Random,0.2,83.75,89.58,39.86693811416626,1.2548862445280227,162190.0,89.18,203264.0,
413,Random,0.2,83.75,89.34,39.87219524383545,1.2548862445280227,162190.0,89.18,203264.0,
467,Random,0.2,83.75,88.48,39.832289934158325,1.2548862445280227,162190.0,89.18,203264.0,
477,Random,0.2,83.75,89.44,40.08024215698242,1.2548862445280227,162190.0,89.18,203264.0,
296,Random,0.2,83.75,89.68,40.09165668487549,1.2548862445280227,162190.0,89.18,203264.0,
329,Random,0.2,83.75,88.86,39.44024705886841,1.2548862445280227,162190.0,89.18,203264.0,
866,Random,0.2,83.75,89.99,39.44822549819946,1.2548862445280227,162190.0,89.18,203264.0,
896,Random,0.2,83.75,89.93,39.904393911361694,1.2548862445280227,162190.0,89.18,203264.0,
955,Random,0.2,83.75,89.0,39.994391441345215,1.2548862445280227,162190.0,89.18,203264.0,
957,Random,0.2,83.75,89.03,40.16188025474548,1.2548862445280227,162190.0,89.18,203264.0,
645,Random,0.2,83.75,88.98,39.86298751831055,1.2548862445280227,162190.0,89.18,203264.0,
713,Random,0.2,83.75,89.61,39.54833936691284,1.2548862445280227,162190.0,89.18,203264.0,
10,Random,0.2,83.7,89.47,39.576958894729614,1.2548862445280227,162190.0,89.18,203264.0,
55,Random,0.2,83.7,88.74,40.054508447647095,1.2548862445280227,162190.0,89.18,203264.0,
117,Random,0.2,83.7,89.94,40.03707957267761,1.2548862445280227,162190.0,89.18,203264.0,
184,Random,0.2,83.7,89.56,39.86326551437378,1.2548862445280227,162190.0,89.18,203264.0,
188,Random,0.2,83.7,89.75,39.86833047866821,1.2548862445280227,162190.0,89.18,203264.0,
194,Random,0.2,83.7,88.65,39.8914258480072,1.2548862445280227,162190.0,89.18,203264.0,
199,Random,0.2,83.7,89.41,40.0926148891449,1.2548862445280227,162190.0,89.18,203264.0,
516,Random,0.2,83.7,89.67,39.93969511985779,1.2548862445280227,162190.0,89.18,203264.0,
532,Random,0.2,83.7,89.32,39.82687759399414,1.2548862445280227,162190.0,89.18,203264.0,
595,Random,0.2,83.7,88.85,39.83115887641907,1.2548862445280227,162190.0,89.18,203264.0,
205,Random,0.2,83.7,89.81,39.88483214378357,1.2548862445280227,162190.0,89.18,203264.0,
319,Random,0.2,83.7,89.45,40.07363271713257,1.2548862445280227,162190.0,89.18,203264.0,
823,Random,0.2,83.7,89.27,40.270180225372314,1.2548862445280227,162190.0,89.18,203264.0,
877,Random,0.2,83.7,89.57,39.92223763465881,1.2548862445280227,162190.0,89.18,203264.0,
894,Random,0.2,83.7,89.57,39.87446570396423,1.2548862445280227,162190.0,89.18,203264.0,
902,Random,0.2,83.7,88.59,39.4983127117157,1.2548862445280227,162190.0,89.18,203264.0,
925,Random,0.2,83.7,89.58,40.19834303855896,1.2548862445280227,162190.0,89.18,203264.0,
741,Random,0.2,83.7,89.42,39.934346199035645,1.2548862445280227,162190.0,89.18,203264.0,
787,Random,0.2,83.7,89.4,39.88374447822571,1.2548862445280227,162190.0,89.18,203264.0,
111,Random,0.2,83.65,88.61,39.840961933135986,1.2548862445280227,162190.0,89.18,203264.0,
132,Random,0.2,83.65,88.98,40.00833582878113,1.2548862445280227,162190.0,89.18,203264.0,
571,Random,0.2,83.65,89.75,39.76568388938904,1.2548862445280227,162190.0,89.18,203264.0,
644,Random,0.2,83.65,89.15,43.562562704086304,1.2548862445280227,162190.0,89.18,203264.0,
408,Random,0.2,83.6,89.39,44.35642457008362,1.2548862445280227,162190.0,89.18,203264.0,
445,Random,0.2,83.6,89.11,44.46491003036499,1.2548862445280227,162190.0,89.18,203264.0,
591,Random,0.2,83.6,89.03,45.10070991516113,1.2548862445280227,162190.0,89.18,203264.0,
324,Random,0.2,83.6,88.99,46.716243267059326,1.2548862445280227,162190.0,89.18,203264.0,
335,Random,0.2,83.6,88.75,45.708298206329346,1.2548862445280227,162190.0,89.18,203264.0,
365,Random,0.2,83.6,89.4,44.03694701194763,1.2548862445280227,162190.0,89.18,203264.0,
806,Random,0.2,83.6,89.03,43.014567375183105,1.2548862445280227,162190.0,89.18,203264.0,
817,Random,0.2,83.6,88.79,41.75144124031067,1.2548862445280227,162190.0,89.18,203264.0,
853,Random,0.2,83.6,89.25,45.825326919555664,1.2548862445280227,162190.0,89.18,203264.0,
881,Random,0.2,83.6,89.51,40.328770875930786,1.2548862445280227,162190.0,89.18,203264.0,
948,Random,0.2,83.6,89.48,40.29541850090027,1.2548862445280227,162190.0,89.18,203264.0,
966,Random,0.2,83.6,88.99,40.05209302902222,1.2548862445280227,162190.0,89.18,203264.0,
970,Random,0.2,83.6,89.4,40.07916855812073,1.2548862445280227,162190.0,89.18,203264.0,
648,Random,0.2,83.6,90.06,39.92715835571289,1.2548862445280227,162190.0,89.18,203264.0,
711,Random,0.2,83.6,89.24,40.26166224479675,1.2548862445280227,162190.0,89.18,203264.0,
740,Random,0.2,83.6,88.55,39.86336302757263,1.2548862445280227,162190.0,89.18,203264.0,
128,Random,0.2,83.55,89.17,39.859169721603394,1.2548862445280227,162190.0,89.18,203264.0,
148,Random,0.2,83.55,89.13,39.94038677215576,1.2548862445280227,162190.0,89.18,203264.0,
152,Random,0.2,83.55,89.55,39.98488163948059,1.2548862445280227,162190.0,89.18,203264.0,
195,Random,0.2,83.55,89.94,40.178807497024536,1.2548862445280227,162190.0,89.18,203264.0,
870,Random,0.2,83.55,89.73,39.846840143203735,1.2548862445280227,162190.0,89.18,203264.0,
908,Random,0.2,83.55,89.76,39.918158531188965,1.2548862445280227,162190.0,89.18,203264.0,
616,Random,0.2,83.55,89.85,39.958975315093994,1.2548862445280227,162190.0,89.18,203264.0,
792,Random,0.2,83.55,88.3,39.83070635795593,1.2548862445280227,162190.0,89.18,203264.0,
52,Random,0.2,83.5,89.28,40.11341404914856,1.2548862445280227,162190.0,89.18,203264.0,
157,Random,0.2,83.5,89.31,39.889251708984375,1.2548862445280227,162190.0,89.18,203264.0,
443,Random,0.2,83.5,89.75,39.90031337738037,1.2548862445280227,162190.0,89.18,203264.0,
457,Random,0.2,83.5,89.27,39.86633372306824,1.2548862445280227,162190.0,89.18,203264.0,
550,Random,0.2,83.5,89.73,39.73308229446411,1.2548862445280227,162190.0,89.18,203264.0,
574,Random,0.2,83.5,89.55,40.0444860458374,1.2548862445280227,162190.0,89.18,203264.0,
579,Random,0.2,83.5,89.53,39.852335691452026,1.2548862445280227,162190.0,89.18,203264.0,
290,Random,0.2,83.5,88.84,39.79107856750488,1.2548862445280227,162190.0,89.18,203264.0,
879,Random,0.2,83.5,89.54,39.79198503494263,1.2548862445280227,162190.0,89.18,203264.0,
62,Random,0.2,83.45,89.37,39.952871322631836,1.2548862445280227,162190.0,89.18,203264.0,
87,Random,0.2,83.45,89.63,39.94932246208191,1.2548862445280227,162190.0,89.18,203264.0,
162,Random,0.2,83.45,89.0,39.7726263999939,1.2548862445280227,162190.0,89.18,203264.0,
500,Random,0.2,83.45,89.39,39.86836767196655,1.2548862445280227,162190.0,89.18,203264.0,
291,Random,0.2,83.45,89.41,39.75282835960388,1.2548862445280227,162190.0,89.18,203264.0,
382,Random,0.2,83.45,90.04,39.73289203643799,1.2548862445280227,162190.0,89.18,203264.0,
388,Random,0.2,83.45,89.47,40.027848958969116,1.2548862445280227,162190.0,89.18,203264.0,
969,Random,0.2,83.45,89.57,41.12505221366882,1.2548862445280227,162190.0,89.18,203264.0,
994,Random,0.2,83.45,89.61,39.9103262424469,1.2548862445280227,162190.0,89.18,203264.0,
773,Random,0.2,83.45,88.45,39.85547423362732,1.2548862445280227,162190.0,89.18,203264.0,
783,Random,0.2,83.45,89.19,39.78638243675232,1.2548862445280227,162190.0,89.18,203264.0,
57,Random,0.2,83.4,89.44,39.84403467178345,1.2548862445280227,162190.0,89.18,203264.0,
442,Random,0.2,83.4,89.72,41.28004431724548,1.2548862445280227,162190.0,89.18,203264.0,
586,Random,0.2,83.4,89.11,39.793458700180054,1.2548862445280227,162190.0,89.18,203264.0,
589,Random,0.2,83.4,89.5,39.80164813995361,1.2548862445280227,162190.0,89.18,203264.0,
600,Random,0.2,83.4,89.31,39.81934928894043,1.2548862445280227,162190.0,89.18,203264.0,
231,Random,0.2,83.4,89.3,39.848349809646606,1.2548862445280227,162190.0,89.18,203264.0,
303,Random,0.2,83.4,89.47,39.883633852005005,1.2548862445280227,162190.0,89.18,203264.0,
331,Random,0.2,83.4,89.68,39.824697971343994,1.2548862445280227,162190.0,89.18,203264.0,
247,Random,0.2,83.4,89.59,41.07587814331055,1.2548862445280227,162190.0,89.18,203264.0,
804,Random,0.2,83.4,90.1,40.0426242351532,1.2548862445280227,162190.0,89.18,203264.0,
921,Random,0.2,83.4,89.56,39.8851535320282,1.2548862445280227,162190.0,89.18,203264.0,
690,Random,0.2,83.4,88.92,39.92068910598755,1.2548862445280227,162190.0,89.18,203264.0,
748,Random,0.2,83.4,88.59,39.853944301605225,1.2548862445280227,162190.0,89.18,203264.0,
146,Random,0.2,83.35,89.27,40.21777701377869,1.2548862445280227,162190.0,89.18,203264.0,
175,Random,0.2,83.35,89.26,40.20353031158447,1.2548862445280227,162190.0,89.18,203264.0,
486,Random,0.2,83.35,89.11,39.84356141090393,1.2548862445280227,162190.0,89.18,203264.0,
525,Random,0.2,83.35,88.91,39.93644309043884,1.2548862445280227,162190.0,89.18,203264.0,
264,Random,0.2,83.35,88.18,39.78145956993103,1.2548862445280227,162190.0,89.18,203264.0,
367,Random,0.2,83.35,88.25,40.04551887512207,1.2548862445280227,162190.0,89.18,203264.0,
391,Random,0.2,83.35,89.16,39.95067834854126,1.2548862445280227,162190.0,89.18,203264.0,
972,Random,0.2,83.35,89.56,39.9040949344635,1.2548862445280227,162190.0,89.18,203264.0,
635,Random,0.2,83.35,88.84,39.953864097595215,1.2548862445280227,162190.0,89.18,203264.0,
657,Random,0.2,83.35,89.61,39.873695373535156,1.2548862445280227,162190.0,89.18,203264.0,
122,Random,0.2,83.3,89.5,40.146782875061035,1.2548862445280227,162190.0,89.18,203264.0,
189,Random,0.2,83.3,89.56,39.922415256500244,1.2548862445280227,162190.0,89.18,203264.0,
471,Random,0.2,83.3,89.79,39.80325174331665,1.2548862445280227,162190.0,89.18,203264.0,
480,Random,0.2,83.3,89.02,39.898061752319336,1.2548862445280227,162190.0,89.18,203264.0,
562,Random,0.2,83.3,89.01,39.81686353683472,1.2548862445280227,162190.0,89.18,203264.0,
362,Random,0.2,83.3,89.35,39.89112591743469,1.2548862445280227,162190.0,89.18,203264.0,
854,Random,0.2,83.3,89.27,39.52066087722778,1.2548862445280227,162190.0,89.18,203264.0,
699,Random,0.2,83.3,89.07,39.8494987487793,1.2548862445280227,162190.0,89.18,203264.0,
7,Random,0.2,83.25,89.36,39.82553195953369,1.2548862445280227,162190.0,89.18,203264.0,
718,Random,0.2,83.3,89.83,39.9419903755188,1.2548862445280227,162190.0,89.18,203264.0,
72,Random,0.2,83.25,89.35,39.8137366771698,1.2548862445280227,162190.0,89.18,203264.0,
98,Random,0.2,83.25,89.19,40.2848756313324,1.2548862445280227,162190.0,89.18,203264.0,
186,Random,0.2,83.25,89.18,39.941856145858765,1.2548862445280227,162190.0,89.18,203264.0,
278,Random,0.2,83.25,89.15,39.889668464660645,1.2548862445280227,162190.0,89.18,203264.0,
465,Random,0.2,83.25,88.64,40.00059962272644,1.2548862445280227,162190.0,89.18,203264.0,
387,Random,0.2,83.25,90.02,40.02089285850525,1.2548862445280227,162190.0,89.18,203264.0,
813,Random,0.2,83.25,88.99,39.49215602874756,1.2548862445280227,162190.0,89.18,203264.0,
836,Random,0.2,83.25,88.99,39.92262315750122,1.2548862445280227,162190.0,89.18,203264.0,
934,Random,0.2,83.25,89.12,40.02062368392944,1.2548862445280227,162190.0,89.18,203264.0,
865,Random,0.2,83.25,89.55,40.05835509300232,1.2548862445280227,162190.0,89.18,203264.0,
953,Random,0.2,83.25,89.0,40.09482192993164,1.2548862445280227,162190.0,89.18,203264.0,
627,Random,0.2,83.25,88.87,39.566871643066406,1.2548862445280227,162190.0,89.18,203264.0,
669,Random,0.2,83.25,89.35,39.92248582839966,1.2548862445280227,162190.0,89.18,203264.0,
479,Random,0.2,83.2,89.32,39.8642680644989,1.2548862445280227,162190.0,89.18,203264.0,
77,Random,0.2,83.2,89.34,40.00064277648926,1.2548862445280227,162190.0,89.18,203264.0,
535,Random,0.2,83.2,89.39,40.19858741760254,1.2548862445280227,162190.0,89.18,203264.0,
240,Random,0.2,83.2,89.18,39.93005037307739,1.2548862445280227,162190.0,89.18,203264.0,
366,Random,0.2,83.2,89.13,40.02918243408203,1.2548862445280227,162190.0,89.18,203264.0,
394,Random,0.2,83.2,89.83,39.97061085700989,1.2548862445280227,162190.0,89.18,203264.0,
930,Random,0.2,83.2,88.49,39.93320965766907,1.2548862445280227,162190.0,89.18,203264.0,
135,Random,0.2,83.15,88.89,40.45283126831055,1.2548862445280227,162190.0,89.18,203264.0,
151,Random,0.2,83.15,89.71,39.834187030792236,1.2548862445280227,162190.0,89.18,203264.0,
197,Random,0.2,83.15,89.2,39.89677309989929,1.2548862445280227,162190.0,89.18,203264.0,
427,Random,0.2,83.15,89.18,39.913779973983765,1.2548862445280227,162190.0,89.18,203264.0,
520,Random,0.2,83.15,89.39,39.871604442596436,1.2548862445280227,162190.0,89.18,203264.0,
372,Random,0.2,83.15,89.38,40.05729126930237,1.2548862445280227,162190.0,89.18,203264.0,
926,Random,0.2,83.15,89.33,40.01763319969177,1.2548862445280227,162190.0,89.18,203264.0,
943,Random,0.2,83.15,88.95,39.94253706932068,1.2548862445280227,162190.0,89.18,203264.0,
944,Random,0.2,83.15,89.43,39.92397451400757,1.2548862445280227,162190.0,89.18,203264.0,
708,Random,0.2,83.15,89.39,39.99963402748108,1.2548862445280227,162190.0,89.18,203264.0,
776,Random,0.2,83.15,89.09,40.04734420776367,1.2548862445280227,162190.0,89.18,203264.0,
42,Random,0.2,83.1,87.78,39.94676494598389,1.2548862445280227,162190.0,89.18,203264.0,
58,Random,0.2,83.1,89.85,39.96449303627014,1.2548862445280227,162190.0,89.18,203264.0,
76,Random,0.2,83.1,89.6,39.9041690826416,1.2548862445280227,162190.0,89.18,203264.0,
91,Random,0.2,83.1,89.67,39.968066930770874,1.2548862445280227,162190.0,89.18,203264.0,
510,Random,0.2,83.1,89.01,40.089951515197754,1.2548862445280227,162190.0,89.18,203264.0,
280,Random,0.2,83.1,89.27,39.874101638793945,1.2548862445280227,162190.0,89.18,203264.0,
318,Random,0.2,83.1,88.24,39.894781827926636,1.2548862445280227,162190.0,89.18,203264.0,
959,Random,0.2,83.1,89.35,39.92122983932495,1.2548862445280227,162190.0,89.18,203264.0,
106,Random,0.2,83.05,88.65,39.941285133361816,1.2548862445280227,162190.0,89.18,203264.0,
209,Random,0.2,83.05,89.44,39.955331802368164,1.2548862445280227,162190.0,89.18,203264.0,
907,Random,0.2,83.05,89.21,39.976752519607544,1.2548862445280227,162190.0,89.18,203264.0,
993,Random,0.2,83.05,89.08,39.98047089576721,1.2548862445280227,162190.0,89.18,203264.0,
640,Random,0.2,83.05,90.03,39.95796489715576,1.2548862445280227,162190.0,89.18,203264.0,
649,Random,0.2,83.05,89.67,39.9532687664032,1.2548862445280227,162190.0,89.18,203264.0,
752,Random,0.2,83.05,89.76,40.3122615814209,1.2548862445280227,162190.0,89.18,203264.0,
192,Random,0.2,83.0,89.71,40.026729583740234,1.2548862445280227,162190.0,89.18,203264.0,
466,Random,0.2,83.0,89.3,39.88029742240906,1.2548862445280227,162190.0,89.18,203264.0,
503,Random,0.2,83.0,88.92,39.857420921325684,1.2548862445280227,162190.0,89.18,203264.0,
554,Random,0.2,83.0,89.39,39.89714312553406,1.2548862445280227,162190.0,89.18,203264.0,
275,Random,0.2,83.0,89.71,40.1865918636322,1.2548862445280227,162190.0,89.18,203264.0,
397,Random,0.2,83.0,89.57,39.83193922042847,1.2548862445280227,162190.0,89.18,203264.0,
686,Random,0.2,83.0,89.61,39.851200342178345,1.2548862445280227,162190.0,89.18,203264.0,
449,Random,0.2,82.95,89.45,39.88098454475403,1.2548862445280227,162190.0,89.18,203264.0,
202,Random,0.2,82.95,89.19,39.93388772010803,1.2548862445280227,162190.0,89.18,203264.0,
321,Random,0.2,82.95,89.47,40.05108594894409,1.2548862445280227,162190.0,89.18,203264.0,
368,Random,0.2,82.95,89.73,40.21380043029785,1.2548862445280227,162190.0,89.18,203264.0,
891,Random,0.2,82.95,88.79,39.92836117744446,1.2548862445280227,162190.0,89.18,203264.0,
988,Random,0.2,82.95,89.72,39.921581506729126,1.2548862445280227,162190.0,89.18,203264.0,
756,Random,0.2,82.95,89.75,39.94826149940491,1.2548862445280227,162190.0,89.18,203264.0,
45,Random,0.2,82.9,89.36,40.06083416938782,1.2548862445280227,162190.0,89.18,203264.0,
590,Random,0.2,82.9,88.02,40.53795599937439,1.2548862445280227,162190.0,89.18,203264.0,
383,Random,0.2,82.9,89.46,40.00032186508179,1.2548862445280227,162190.0,89.18,203264.0,
390,Random,0.2,82.9,89.83,40.01338076591492,1.2548862445280227,162190.0,89.18,203264.0,
816,Random,0.2,82.9,89.18,39.902289152145386,1.2548862445280227,162190.0,89.18,203264.0,
821,Random,0.2,82.9,88.72,40.08264684677124,1.2548862445280227,162190.0,89.18,203264.0,
826,Random,0.2,82.9,88.52,40.94063639640808,1.2548862445280227,162190.0,89.18,203264.0,
916,Random,0.2,82.9,89.3,40.0431752204895,1.2548862445280227,162190.0,89.18,203264.0,
701,Random,0.2,82.9,89.07,39.997639179229736,1.2548862445280227,162190.0,89.18,203264.0,
412,Random,0.2,82.85,89.1,39.98102807998657,1.2548862445280227,162190.0,89.18,203264.0,
417,Random,0.2,82.85,89.27,40.169219970703125,1.2548862445280227,162190.0,89.18,203264.0,
548,Random,0.2,82.85,89.48,41.303229570388794,1.2548862445280227,162190.0,89.18,203264.0,
832,Random,0.2,82.85,88.74,39.84480047225952,1.2548862445280227,162190.0,89.18,203264.0,
893,Random,0.2,82.85,89.66,39.84597587585449,1.2548862445280227,162190.0,89.18,203264.0,
698,Random,0.2,82.85,89.87,39.90188980102539,1.2548862445280227,162190.0,89.18,203264.0,
757,Random,0.2,82.85,89.37,39.89762902259827,1.2548862445280227,162190.0,89.18,203264.0,
56,Random,0.2,82.8,89.08,41.42256426811218,1.2548862445280227,162190.0,89.18,203264.0,
456,Random,0.2,82.8,89.25,39.90418601036072,1.2548862445280227,162190.0,89.18,203264.0,
238,Random,0.2,82.8,89.21,39.79111337661743,1.2548862445280227,162190.0,89.18,203264.0,
922,Random,0.2,82.8,89.2,39.811318159103394,1.2548862445280227,162190.0,89.18,203264.0,
705,Random,0.2,82.8,89.83,40.00852155685425,1.2548862445280227,162190.0,89.18,203264.0,
775,Random,0.2,82.8,89.15,41.3179612159729,1.2548862445280227,162190.0,89.18,203264.0,
140,Random,0.2,82.75,89.47,40.0571825504303,1.2548862445280227,162190.0,89.18,203264.0,
219,Random,0.2,82.75,89.21,40.001113414764404,1.2548862445280227,162190.0,89.18,203264.0,
229,Random,0.2,82.75,89.62,39.843504667282104,1.2548862445280227,162190.0,89.18,203264.0,
252,Random,0.2,82.75,89.81,40.077056646347046,1.2548862445280227,162190.0,89.18,203264.0,
310,Random,0.2,82.75,88.37,41.45026445388794,1.2548862445280227,162190.0,89.18,203264.0,
350,Random,0.2,82.75,88.62,39.91244053840637,1.2548862445280227,162190.0,89.18,203264.0,
625,Random,0.2,82.75,89.7,39.87577819824219,1.2548862445280227,162190.0,89.18,203264.0,
67,Random,0.2,82.7,88.93,39.796950578689575,1.2548862445280227,162190.0,89.18,203264.0,
430,Random,0.2,82.7,89.84,40.184969663619995,1.2548862445280227,162190.0,89.18,203264.0,
493,Random,0.2,82.7,89.61,41.36239266395569,1.2548862445280227,162190.0,89.18,203264.0,
537,Random,0.2,82.7,88.93,39.9477117061615,1.2548862445280227,162190.0,89.18,203264.0,
393,Random,0.2,82.7,89.1,39.80164623260498,1.2548862445280227,162190.0,89.18,203264.0,
288,Random,0.2,82.7,89.37,39.86084270477295,1.2548862445280227,162190.0,89.18,203264.0,
811,Random,0.2,82.7,89.33,39.97489309310913,1.2548862445280227,162190.0,89.18,203264.0,
606,Random,0.2,82.7,88.53,42.07074284553528,1.2548862445280227,162190.0,89.18,203264.0,
664,Random,0.2,82.7,89.39,39.96883416175842,1.2548862445280227,162190.0,89.18,203264.0,
753,Random,0.2,82.7,89.59,39.86142349243164,1.2548862445280227,162190.0,89.18,203264.0,
668,Random,0.2,82.7,88.72,39.91034412384033,1.2548862445280227,162190.0,89.18,203264.0,
121,Random,0.2,82.65,89.69,39.8387725353241,1.2548862445280227,162190.0,89.18,203264.0,
137,Random,0.2,82.65,88.85,41.296653270721436,1.2548862445280227,162190.0,89.18,203264.0,
506,Random,0.2,82.65,88.42,39.97570824623108,1.2548862445280227,162190.0,89.18,203264.0,
259,Random,0.2,82.65,89.62,39.862205266952515,1.2548862445280227,162190.0,89.18,203264.0,
522,Random,0.2,82.65,89.78,39.92753028869629,1.2548862445280227,162190.0,89.18,203264.0,
356,Random,0.2,82.65,89.08,39.821075677871704,1.2548862445280227,162190.0,89.18,203264.0,
851,Random,0.2,82.65,88.68,41.18435096740723,1.2548862445280227,162190.0,89.18,203264.0,
614,Random,0.2,82.65,88.25,39.91332674026489,1.2548862445280227,162190.0,89.18,203264.0,
677,Random,0.2,82.65,89.86,39.869563817977905,1.2548862445280227,162190.0,89.18,203264.0,
629,Random,0.2,82.65,88.92,40.00579595565796,1.2548862445280227,162190.0,89.18,203264.0,
23,Random,0.2,82.6,89.55,39.9740195274353,1.2548862445280227,162190.0,89.18,203264.0,
59,Random,0.2,82.6,89.08,41.722233295440674,1.2548862445280227,162190.0,89.18,203264.0,
227,Random,0.2,82.6,89.17,39.99684691429138,1.2548862445280227,162190.0,89.18,203264.0,
794,Random,0.2,82.6,89.58,39.87815618515015,1.2548862445280227,162190.0,89.18,203264.0,
795,Random,0.2,82.6,88.8,39.90050935745239,1.2548862445280227,162190.0,89.18,203264.0,
18,Random,0.2,82.55,88.48,39.969743728637695,1.2548862445280227,162190.0,89.18,203264.0,
46,Random,0.2,82.55,89.44,41.33684539794922,1.2548862445280227,162190.0,89.18,203264.0,
104,Random,0.2,82.55,89.08,39.9457049369812,1.2548862445280227,162190.0,89.18,203264.0,
809,Random,0.2,82.55,89.4,39.832032203674316,1.2548862445280227,162190.0,89.18,203264.0,
274,Random,0.2,82.55,89.74,39.938605070114136,1.2548862445280227,162190.0,89.18,203264.0,
935,Random,0.2,82.55,88.47,39.9765510559082,1.2548862445280227,162190.0,89.18,203264.0,
995,Random,0.2,82.55,88.81,41.11092519760132,1.2548862445280227,162190.0,89.18,203264.0,
716,Random,0.2,82.55,89.64,40.00081920623779,1.2548862445280227,162190.0,89.18,203264.0,
788,Random,0.2,82.55,89.35,39.93940329551697,1.2548862445280227,162190.0,89.18,203264.0,
48,Random,0.2,82.5,89.81,39.953843116760254,1.2548862445280227,162190.0,89.18,203264.0,
433,Random,0.2,82.5,88.95,40.01094317436218,1.2548862445280227,162190.0,89.18,203264.0,
687,Random,0.2,82.5,89.34,39.68387842178345,1.2548862445280227,162190.0,89.18,203264.0,
829,Random,0.2,82.5,89.13,41.96512746810913,1.2548862445280227,162190.0,89.18,203264.0,
785,Random,0.2,82.5,89.63,39.82033371925354,1.2548862445280227,162190.0,89.18,203264.0,
695,Random,0.2,82.5,89.28,39.8655846118927,1.2548862445280227,162190.0,89.18,203264.0,
110,Random,0.2,82.45,89.81,39.91435933113098,1.2548862445280227,162190.0,89.18,203264.0,
163,Random,0.2,82.45,89.36,39.81553840637207,1.2548862445280227,162190.0,89.18,203264.0,
174,Random,0.2,82.45,89.21,40.55193018913269,1.2548862445280227,162190.0,89.18,203264.0,
830,Random,0.2,82.45,89.15,39.906920194625854,1.2548862445280227,162190.0,89.18,203264.0,
359,Random,0.2,82.45,89.06,40.00914025306702,1.2548862445280227,162190.0,89.18,203264.0,
638,Random,0.2,82.45,87.65,39.90469789505005,1.2548862445280227,162190.0,89.18,203264.0,
736,Random,0.2,82.45,89.47,39.871824741363525,1.2548862445280227,162190.0,89.18,203264.0,
818,Random,0.2,82.4,89.13,40.127856731414795,1.2548862445280227,162190.0,89.18,203264.0,
33,Random,0.2,82.35,89.66,39.87788724899292,1.2548862445280227,162190.0,89.18,203264.0,
720,Random,0.2,82.4,88.71,39.98412537574768,1.2548862445280227,162190.0,89.18,203264.0,
85,Random,0.2,82.35,89.49,39.86017036437988,1.2548862445280227,162190.0,89.18,203264.0,
100,Random,0.2,82.35,89.78,39.80182957649231,1.2548862445280227,162190.0,89.18,203264.0,
454,Random,0.2,82.35,89.3,40.18269157409668,1.2548862445280227,162190.0,89.18,203264.0,
222,Random,0.2,82.35,89.38,39.90154194831848,1.2548862445280227,162190.0,89.18,203264.0,
556,Random,0.2,82.35,89.57,40.03469681739807,1.2548862445280227,162190.0,89.18,203264.0,
810,Random,0.2,82.35,89.61,39.903870820999146,1.2548862445280227,162190.0,89.18,203264.0,
968,Random,0.2,82.35,89.8,39.826122522354126,1.2548862445280227,162190.0,89.18,203264.0,
663,Random,0.2,82.35,89.34,40.131611824035645,1.2548862445280227,162190.0,89.18,203264.0,
149,Random,0.2,82.3,89.32,39.90572643280029,1.2548862445280227,162190.0,89.18,203264.0,
41,Random,0.2,82.3,88.84,40.06690549850464,1.2548862445280227,162190.0,89.18,203264.0,
183,Random,0.2,82.3,88.23,40.135637044906616,1.2548862445280227,162190.0,89.18,203264.0,
515,Random,0.2,82.3,89.2,39.41789245605469,1.2548862445280227,162190.0,89.18,203264.0,
213,Random,0.2,82.3,89.47,40.18825626373291,1.2548862445280227,162190.0,89.18,203264.0,
825,Random,0.2,82.3,89.45,39.89344763755798,1.2548862445280227,162190.0,89.18,203264.0,
249,Random,0.2,82.3,88.99,39.99956488609314,1.2548862445280227,162190.0,89.18,203264.0,
613,Random,0.2,82.3,89.43,40.01070547103882,1.2548862445280227,162190.0,89.18,203264.0,
749,Random,0.2,82.3,89.72,39.77278923988342,1.2548862445280227,162190.0,89.18,203264.0,
154,Random,0.2,82.25,90.05,39.62792491912842,1.2548862445280227,162190.0,89.18,203264.0,
242,Random,0.2,82.25,88.81,40.0439395904541,1.2548862445280227,162190.0,89.18,203264.0,
305,Random,0.2,82.25,89.71,40.05187177658081,1.2548862445280227,162190.0,89.18,203264.0,
765,Random,0.2,82.25,89.4,40.07499957084656,1.2548862445280227,162190.0,89.18,203264.0,
75,Random,0.2,82.2,89.34,39.80880284309387,1.2548862445280227,162190.0,89.18,203264.0,
