Iteration,Baseline_Accuracy,Method,Prune_Ratio,Accuracy_After_Pruning,Accuracy_After_Finetuning
251,97.96,Random,0.2,97.73,98.0
252,97.96,Random,0.2,97.63,98.07
253,97.96,Random,0.2,97.33,97.91
254,97.96,Random,0.2,97.52,98.02
255,97.96,Random,0.2,97.6,98.05
256,97.96,Random,0.2,97.36,98.05
257,97.96,Random,0.2,97.75,98.02
258,97.96,Random,0.2,97.65,98.0
259,97.96,Random,0.2,97.76,98.06
260,97.96,Random,0.2,97.66,98.13
261,97.96,Random,0.2,97.81,98.02
262,97.96,Random,0.2,97.74,98.08
263,97.96,Random,0.2,97.79,98.06
264,97.96,Random,0.2,97.73,97.93
265,97.96,Random,0.2,97.64,98.01
266,97.96,Random,0.2,97.51,98.02
267,97.96,Random,0.2,97.48,98.06
268,97.96,Random,0.2,97.53,97.96
269,97.96,Random,0.2,97.76,98.06
270,97.96,Random,0.2,97.63,98.1
271,97.96,Random,0.2,97.59,98.1
272,97.96,Random,0.2,97.74,98.06
273,97.96,Random,0.2,97.65,98.12
274,97.96,Random,0.2,97.62,97.97
275,97.96,Random,0.2,97.7,98.0
276,97.96,Random,0.2,97.54,97.96
277,97.96,Random,0.2,97.45,98.07
278,97.96,Random,0.2,97.84,98.05
279,97.96,Random,0.2,97.65,98.08
280,97.96,Random,0.2,97.7,98.0
281,97.96,Random,0.2,97.59,98.02
282,97.96,Random,0.2,97.74,98.13
283,97.96,Random,0.2,97.89,98.06
284,97.96,Random,0.2,97.58,97.94
285,97.96,Random,0.2,97.63,97.89
286,97.96,Random,0.2,97.71,98.02
287,97.96,Random,0.2,97.64,98.16
288,97.96,Random,0.2,97.63,97.89
289,97.96,Random,0.2,97.7,98.15
290,97.96,Random,0.2,97.62,97.96
291,97.96,Random,0.2,97.51,97.92
292,97.96,Random,0.2,97.89,97.96
293,97.96,Random,0.2,97.61,98.02
294,97.96,Random,0.2,97.63,98.02
295,97.96,Random,0.2,97.73,97.94
296,97.96,Random,0.2,97.8,98.01
297,97.96,Random,0.2,97.71,97.81
298,97.96,Random,0.2,97.6,98.15
299,97.96,Random,0.2,97.81,98.04
300,97.96,Random,0.2,97.78,98.03
301,97.96,Random,0.2,97.79,98.08
302,97.96,Random,0.2,97.68,98.08
303,97.96,Random,0.2,97.77,98.06
304,97.96,Random,0.2,97.59,98.16
305,97.96,Random,0.2,97.52,97.94
306,97.96,Random,0.2,97.62,97.95
307,97.96,Random,0.2,97.51,98.15
308,97.96,Random,0.2,97.7,98.09
309,97.96,Random,0.2,97.76,98.12
310,97.96,Random,0.2,97.59,97.96
311,97.96,Random,0.2,97.74,98.15
312,97.96,Random,0.2,97.57,98.01
313,97.96,Random,0.2,97.68,98.12
314,97.96,Random,0.2,97.68,97.99
315,97.96,Random,0.2,97.52,98.01
316,97.96,Random,0.2,97.93,98.08
317,97.96,Random,0.2,97.65,98.08
318,97.96,Random,0.2,97.54,98.0
319,97.96,Random,0.2,97.75,97.94
320,97.96,Random,0.2,97.67,97.93
321,97.96,Random,0.2,97.81,97.98
322,97.96,Random,0.2,97.63,97.97
323,97.96,Random,0.2,97.68,98.12
324,97.96,Random,0.2,97.64,98.0
325,97.96,Random,0.2,97.72,98.02
326,97.96,Random,0.2,97.64,98.15
327,97.96,Random,0.2,97.79,98.03
328,97.96,Random,0.2,97.59,98.03
329,97.96,Random,0.2,97.73,98.1
330,97.96,Random,0.2,97.6,97.99
331,97.96,Random,0.2,97.76,98.06
332,97.96,Random,0.2,97.49,98.03
333,97.96,Random,0.2,97.93,98.01
334,97.96,Random,0.2,97.65,97.97
335,97.96,Random,0.2,97.6,97.94
336,97.96,Random,0.2,97.69,98.07
337,97.96,Random,0.2,97.65,98.0
338,97.96,Random,0.2,97.73,97.98
339,97.96,Random,0.2,97.53,98.1
340,97.96,Random,0.2,97.5,97.86
341,97.96,Random,0.2,97.66,97.87
342,97.96,Random,0.2,97.57,98.21
343,97.96,Random,0.2,97.63,98.03
344,97.96,Random,0.2,97.57,98.04
345,97.96,Random,0.2,97.64,98.1
346,97.96,Random,0.2,97.66,97.95
347,97.96,Random,0.2,97.46,98.06
348,97.96,Random,0.2,97.72,98.13
349,97.96,Random,0.2,97.63,97.97
350,97.96,Random,0.2,97.71,98.06
351,97.96,Random,0.2,97.72,97.91
352,97.96,Random,0.2,97.41,98.09
353,97.96,Random,0.2,97.73,97.97
354,97.96,Random,0.2,97.75,98.01
355,97.96,Random,0.2,97.85,98.12
356,97.96,Random,0.2,97.8,98.03
357,97.96,Random,0.2,97.51,97.81
358,97.96,Random,0.2,97.7,97.91
359,97.96,Random,0.2,97.62,97.88
360,97.96,Random,0.2,97.72,98.03
361,97.96,Random,0.2,97.59,98.11
362,97.96,Random,0.2,97.94,97.95
363,97.96,Random,0.2,97.65,98.05
364,97.96,Random,0.2,97.71,97.95
365,97.96,Random,0.2,97.51,98.08
366,97.96,Random,0.2,97.61,98.05
367,97.96,Random,0.2,97.68,97.94
368,97.96,Random,0.2,97.8,97.78
369,97.96,Random,0.2,97.86,98.06
370,97.96,Random,0.2,97.75,98.03
371,97.96,Random,0.2,97.61,98.05
372,97.96,Random,0.2,97.64,97.98
373,97.96,Random,0.2,97.66,98.07
374,97.96,Random,0.2,97.61,97.96
375,97.96,Random,0.2,97.66,98.2
376,97.96,Random,0.2,97.68,98.01
377,97.96,Random,0.2,97.63,97.91
378,97.96,Random,0.2,97.61,97.98
379,97.96,Random,0.2,97.62,98.03
380,97.96,Random,0.2,97.64,97.94
381,97.96,Random,0.2,97.53,98.1
382,97.96,Random,0.2,97.71,98.05
383,97.96,Random,0.2,97.72,98.01
384,97.96,Random,0.2,97.54,97.84
385,97.96,Random,0.2,97.7,97.99
386,97.96,Random,0.2,97.7,98.19
387,97.96,Random,0.2,97.65,97.94
388,97.96,Random,0.2,97.65,98.05
389,97.96,Random,0.2,97.49,98.02
390,97.96,Random,0.2,97.5,98.05
391,97.96,Random,0.2,97.71,98.0
392,97.96,Random,0.2,97.7,97.98
393,97.96,Random,0.2,97.48,98.15
394,97.96,Random,0.2,97.79,97.98
395,97.96,Random,0.2,97.7,98.18
396,97.96,Random,0.2,97.72,98.1
397,97.96,Random,0.2,97.56,98.09
398,97.96,Random,0.2,97.53,97.97
399,97.96,Random,0.2,97.83,98.21
400,97.96,Random,0.2,97.62,97.98
401,97.96,Random,0.2,97.71,97.98
402,97.96,Random,0.2,97.52,97.98
403,97.96,Random,0.2,97.67,98.08
404,97.96,Random,0.2,97.43,98.04
405,97.96,Random,0.2,97.68,98.09
406,97.96,Random,0.2,97.74,98.1
407,97.96,Random,0.2,97.54,98.03
408,97.96,Random,0.2,97.85,98.07
409,97.96,Random,0.2,97.64,97.8
410,97.96,Random,0.2,97.79,98.06
411,97.96,Random,0.2,97.84,98.15
412,97.96,Random,0.2,97.7,98.08
413,97.96,Random,0.2,97.57,98.08
414,97.96,Random,0.2,97.55,97.98
415,97.96,Random,0.2,97.69,97.87
416,97.96,Random,0.2,97.66,98.12
417,97.96,Random,0.2,97.66,98.03
418,97.96,Random,0.2,97.73,98.08
419,97.96,Random,0.2,97.56,98.24
420,97.96,Random,0.2,97.48,98.02
421,97.96,Random,0.2,97.79,98.05
422,97.96,Random,0.2,97.68,97.95
423,97.96,Random,0.2,97.79,98.02
424,97.96,Random,0.2,97.59,98.13
425,97.96,Random,0.2,97.6,98.01
426,97.96,Random,0.2,97.69,98.08
427,97.96,Random,0.2,97.85,98.1
428,97.96,Random,0.2,97.79,98.03
429,97.96,Random,0.2,97.75,97.84
430,97.96,Random,0.2,97.92,97.94
431,97.96,Random,0.2,97.52,97.97
432,97.96,Random,0.2,97.89,98.0
433,97.96,Random,0.2,97.68,98.08
434,97.96,Random,0.2,97.58,98.05
435,97.96,Random,0.2,97.68,98.03
436,97.96,Random,0.2,97.68,98.08
437,97.96,Random,0.2,97.76,98.03
438,97.96,Random,0.2,97.77,97.91
439,97.96,Random,0.2,97.43,98.0
440,97.96,Random,0.2,97.76,97.96
441,97.96,Random,0.2,97.43,97.95
442,97.96,Random,0.2,97.49,97.99
443,97.96,Random,0.2,97.75,97.97
444,97.96,Random,0.2,97.67,98.06
445,97.96,Random,0.2,97.46,98.15
446,97.96,Random,0.2,97.54,98.03
447,97.96,Random,0.2,97.35,97.94
448,97.96,Random,0.2,97.85,97.96
449,97.96,Random,0.2,97.57,98.0
450,97.96,Random,0.2,97.64,98.03
451,97.96,Random,0.2,97.76,98.11
452,97.96,Random,0.2,97.52,98.02
453,97.96,Random,0.2,97.56,98.13
454,97.96,Random,0.2,97.65,97.98
455,97.96,Random,0.2,97.56,98.1
456,97.96,Random,0.2,97.64,98.08
457,97.96,Random,0.2,97.67,97.93
458,97.96,Random,0.2,97.63,97.95
459,97.96,Random,0.2,97.78,97.95
460,97.96,Random,0.2,97.71,98.03
461,97.96,Random,0.2,97.52,97.93
462,97.96,Random,0.2,97.51,98.0
463,97.96,Random,0.2,97.63,97.98
464,97.96,Random,0.2,97.61,98.1
465,97.96,Random,0.2,97.66,98.09
466,97.96,Random,0.2,97.68,97.99
467,97.96,Random,0.2,97.59,97.93
468,97.96,Random,0.2,97.42,98.1
469,97.96,Random,0.2,97.59,97.95
470,97.96,Random,0.2,97.63,97.97
471,97.96,Random,0.2,97.6,97.98
472,97.96,Random,0.2,97.49,97.91
473,97.96,Random,0.2,97.65,98.07
474,97.96,Random,0.2,97.48,98.08
475,97.96,Random,0.2,97.54,97.94
476,97.96,Random,0.2,97.43,98.02
477,97.96,Random,0.2,97.79,98.09
478,97.96,Random,0.2,97.59,97.86
479,97.96,Random,0.2,97.83,98.18
480,97.96,Random,0.2,97.71,98.16
481,97.96,Random,0.2,97.58,97.87
482,97.96,Random,0.2,97.41,97.9
483,97.96,Random,0.2,97.72,97.96
484,97.96,Random,0.2,97.73,97.96
485,97.96,Random,0.2,97.65,98.16
486,97.96,Random,0.2,97.69,98.01
487,97.96,Random,0.2,97.66,98.02
488,97.96,Random,0.2,97.78,97.85
489,97.96,Random,0.2,97.68,98.02
490,97.96,Random,0.2,97.84,98.16
491,97.96,Random,0.2,97.76,98.06
492,97.96,Random,0.2,97.57,98.05
493,97.96,Random,0.2,97.68,98.08
494,97.96,Random,0.2,97.76,97.92
495,97.96,Random,0.2,97.53,98.01
496,97.96,Random,0.2,97.74,98.05
497,97.96,Random,0.2,97.31,98.02
498,97.96,Random,0.2,97.74,98.05
499,97.96,Random,0.2,97.69,97.96
500,97.96,Random,0.2,97.49,98.16
501,97.96,Random,0.2,97.69,98.05
502,97.96,Random,0.2,97.6,97.96
503,97.96,Random,0.2,97.57,97.97
504,97.96,Random,0.2,97.68,98.08
505,97.96,Random,0.2,97.9,98.17
506,97.96,Random,0.2,97.87,98.07
507,97.96,Random,0.2,97.73,98.08
508,97.96,Random,0.2,97.78,98.08
509,97.96,Random,0.2,97.58,98.01
510,97.96,Random,0.2,97.67,97.9
511,97.96,Random,0.2,97.61,98.08
512,97.96,Random,0.2,97.63,98.03
513,97.96,Random,0.2,97.83,97.92
514,97.96,Random,0.2,97.77,98.11
515,97.96,Random,0.2,97.78,98.04
516,97.96,Random,0.2,97.61,98.07
517,97.96,Random,0.2,97.81,98.06
518,97.96,Random,0.2,97.56,98.13
519,97.96,Random,0.2,97.56,97.97
520,97.96,Random,0.2,97.37,98.04
521,97.96,Random,0.2,97.81,98.02
522,97.96,Random,0.2,97.57,98.06
523,97.96,Random,0.2,97.62,98.04
524,97.96,Random,0.2,97.44,97.89
525,97.96,Random,0.2,97.68,98.05
526,97.96,Random,0.2,97.63,97.92
527,97.96,Random,0.2,97.74,98.1
528,97.96,Random,0.2,97.59,97.93
529,97.96,Random,0.2,97.4,98.02
530,97.96,Random,0.2,97.72,97.98
531,97.96,Random,0.2,97.87,97.99
532,97.96,Random,0.2,97.62,97.96
533,97.96,Random,0.2,97.82,98.14
534,97.96,Random,0.2,97.61,98.05
535,97.96,Random,0.2,97.53,98.04
536,97.96,Random,0.2,97.66,98.01
537,97.96,Random,0.2,97.73,98.03
538,97.96,Random,0.2,97.72,98.06
539,97.96,Random,0.2,97.62,97.99
540,97.96,Random,0.2,97.58,98.02
541,97.96,Random,0.2,97.53,97.96
542,97.96,Random,0.2,97.78,98.07
543,97.96,Random,0.2,97.75,98.0
544,97.96,Random,0.2,97.45,97.98
545,97.96,Random,0.2,97.69,98.17
546,97.96,Random,0.2,97.8,98.25
547,97.96,Random,0.2,97.61,97.92
548,97.96,Random,0.2,97.79,98.2
549,97.96,Random,0.2,97.52,98.11
550,97.96,Random,0.2,97.66,98.04
551,97.96,Random,0.2,97.4,98.06
552,97.96,Random,0.2,97.6,97.81
553,97.96,Random,0.2,97.61,98.08
554,97.96,Random,0.2,97.59,98.09
555,97.96,Random,0.2,97.65,97.97
556,97.96,Random,0.2,97.49,98.02
557,97.96,Random,0.2,97.47,97.91
558,97.96,Random,0.2,97.74,98.05
559,97.96,Random,0.2,97.54,98.0
560,97.96,Random,0.2,97.61,98.21
561,97.96,Random,0.2,97.51,97.99
562,97.96,Random,0.2,97.62,97.98
563,97.96,Random,0.2,97.55,98.03
564,97.96,Random,0.2,97.78,98.11
565,97.96,Random,0.2,97.55,97.93
566,97.96,Random,0.2,97.62,97.91
567,97.96,Random,0.2,97.6,97.9
568,97.96,Random,0.2,97.54,97.99
569,97.96,Random,0.2,97.62,97.99
570,97.96,Random,0.2,97.7,98.13
571,97.96,Random,0.2,97.59,97.95
572,97.96,Random,0.2,97.53,97.99
573,97.96,Random,0.2,97.69,98.05
574,97.96,Random,0.2,97.54,97.95
575,97.96,Random,0.2,97.77,97.97
576,97.96,Random,0.2,97.7,98.02
577,97.96,Random,0.2,97.69,97.87
578,97.96,Random,0.2,97.47,97.9
579,97.96,Random,0.2,97.63,98.14
580,97.96,Random,0.2,97.69,98.01
581,97.96,Random,0.2,97.47,97.94
582,97.96,Random,0.2,97.59,97.95
583,97.96,Random,0.2,97.66,98.17
584,97.96,Random,0.2,97.51,97.93
585,97.96,Random,0.2,97.6,98.03
586,97.96,Random,0.2,97.69,98.08
587,97.96,Random,0.2,97.56,98.02
588,97.96,Random,0.2,97.66,98.12
589,97.96,Random,0.2,97.84,98.19
590,97.96,Random,0.2,97.38,98.05
591,97.96,Random,0.2,97.49,97.93
592,97.96,Random,0.2,97.64,97.9
593,97.96,Random,0.2,97.56,97.93
594,97.96,Random,0.2,97.81,97.9
595,97.96,Random,0.2,97.69,98.02
596,97.96,Random,0.2,97.83,98.12
597,97.96,Random,0.2,97.68,98.07
598,97.96,Random,0.2,97.73,98.11
599,97.96,Random,0.2,97.89,98.02
600,97.96,Random,0.2,97.61,98.14
601,97.96,Random,0.2,97.67,97.92
602,97.96,Random,0.2,97.64,97.91
603,97.96,Random,0.2,97.66,98.14
604,97.96,Random,0.2,97.6,98.08
605,97.96,Random,0.2,97.68,98.05
606,97.96,Random,0.2,97.58,98.01
607,97.96,Random,0.2,97.71,98.03
608,97.96,Random,0.2,97.63,98.09
609,97.96,Random,0.2,97.68,98.12
610,97.96,Random,0.2,97.8,97.96
611,97.96,Random,0.2,97.64,98.02
612,97.96,Random,0.2,97.59,98.11
613,97.96,Random,0.2,97.61,98.06
614,97.96,Random,0.2,97.64,97.98
615,97.96,Random,0.2,97.6,98.0
616,97.96,Random,0.2,97.5,98.09
617,97.96,Random,0.2,97.46,97.88
618,97.96,Random,0.2,97.66,97.98
619,97.96,Random,0.2,97.53,98.1
620,97.96,Random,0.2,97.7,98.03
621,97.96,Random,0.2,97.77,98.04
622,97.96,Random,0.2,97.7,98.01
623,97.96,Random,0.2,97.49,97.92
624,97.96,Random,0.2,97.74,98.09
625,97.96,Random,0.2,97.44,98.13
626,97.96,Random,0.2,97.51,98.06
627,97.96,Random,0.2,97.63,98.06
628,97.96,Random,0.2,97.49,97.93
629,97.96,Random,0.2,97.74,98.19
630,97.96,Random,0.2,97.52,97.73
631,97.96,Random,0.2,97.65,97.96
632,97.96,Random,0.2,97.53,97.97
633,97.96,Random,0.2,97.66,98.09
634,97.96,Random,0.2,97.64,98.01
635,97.96,Random,0.2,97.71,97.99
636,97.96,Random,0.2,97.68,98.15
637,97.96,Random,0.2,97.67,98.0
638,97.96,Random,0.2,97.64,97.84
639,97.96,Random,0.2,97.75,98.04
640,97.96,Random,0.2,97.63,97.98
641,97.96,Random,0.2,97.62,98.02
642,97.96,Random,0.2,97.81,97.98
643,97.96,Random,0.2,97.81,97.99
644,97.96,Random,0.2,97.81,98.12
645,97.96,Random,0.2,97.7,98.07
646,97.96,Random,0.2,97.74,98.1
647,97.96,Random,0.2,97.65,98.0
648,97.96,Random,0.2,97.89,97.97
649,97.96,Random,0.2,97.84,98.1
650,97.96,Random,0.2,97.77,97.99
651,97.96,Random,0.2,97.74,98.1
652,97.96,Random,0.2,97.76,98.02
653,97.96,Random,0.2,97.5,98.1
654,97.96,Random,0.2,97.63,98.05
655,97.96,Random,0.2,97.5,98.0
656,97.96,Random,0.2,97.77,98.0
657,97.96,Random,0.2,97.61,97.94
658,97.96,Random,0.2,97.65,98.05
659,97.96,Random,0.2,97.74,97.96
660,97.96,Random,0.2,97.48,97.93
661,97.96,Random,0.2,97.82,98.19
