Iteration,Baseline_Accuracy,Method,Prune_Ratio,Accuracy_After_Pruning,Accuracy_After_Finetuning
662,97.96,Random,0.2,97.88,98.03
663,97.96,Random,0.2,97.67,98.09
664,97.96,Random,0.2,97.64,98.01
665,97.96,Random,0.2,97.63,97.97
666,97.96,Random,0.2,97.47,97.94
667,97.96,Random,0.2,97.79,97.96
668,97.96,Random,0.2,97.59,98.04
669,97.96,Random,0.2,97.76,98.14
670,97.96,Random,0.2,97.55,98.04
671,97.96,Random,0.2,97.8,97.97
672,97.96,Random,0.2,97.59,98.06
673,97.96,Random,0.2,97.7,97.96
674,97.96,Random,0.2,97.84,97.99
675,97.96,Random,0.2,97.66,98.12
676,97.96,Random,0.2,97.36,98.02
677,97.96,Random,0.2,97.72,98.15
678,97.96,Random,0.2,97.76,98.08
679,97.96,Random,0.2,97.71,98.06
680,97.96,Random,0.2,97.72,98.06
681,97.96,Random,0.2,97.85,98.01
682,97.96,Random,0.2,97.58,98.03
683,97.96,Random,0.2,97.56,97.87
684,97.96,Random,0.2,97.64,98.21
685,97.96,Random,0.2,97.6,98.02
686,97.96,Random,0.2,97.56,97.96
687,97.96,Random,0.2,97.61,98.08
688,97.96,Random,0.2,97.6,98.12
689,97.96,Random,0.2,97.57,98.06
690,97.96,Random,0.2,97.56,98.07
691,97.96,Random,0.2,97.58,97.97
692,97.96,Random,0.2,97.73,97.85
693,97.96,Random,0.2,97.61,98.03
694,97.96,Random,0.2,97.83,98.03
695,97.96,Random,0.2,97.7,97.94
696,97.96,Random,0.2,97.63,97.84
697,97.96,Random,0.2,97.75,97.99
698,97.96,Random,0.2,97.58,97.83
699,97.96,Random,0.2,97.74,98.05
700,97.96,Random,0.2,97.9,98.08
701,97.96,Random,0.2,97.7,98.09
702,97.96,Random,0.2,97.51,98.0
703,97.96,Random,0.2,97.75,98.18
704,97.96,Random,0.2,97.62,97.93
705,97.96,Random,0.2,97.54,97.99
706,97.96,Random,0.2,97.74,98.02
707,97.96,Random,0.2,97.69,97.82
708,97.96,Random,0.2,97.48,97.98
709,97.96,Random,0.2,97.6,97.95
710,97.96,Random,0.2,97.69,97.92
711,97.96,Random,0.2,97.54,97.82
712,97.96,Random,0.2,97.69,98.11
713,97.96,Random,0.2,97.52,98.02
714,97.96,Random,0.2,97.61,98.0
715,97.96,Random,0.2,97.63,97.87
716,97.96,Random,0.2,97.73,98.06
717,97.96,Random,0.2,97.43,98.15
718,97.96,Random,0.2,97.69,97.91
719,97.96,Random,0.2,97.61,97.94
720,97.96,Random,0.2,97.58,98.15
721,97.96,Random,0.2,97.61,97.86
722,97.96,Random,0.2,97.69,98.07
723,97.96,Random,0.2,97.62,98.01
724,97.96,Random,0.2,97.61,98.14
725,97.96,Random,0.2,97.82,98.08
726,97.96,Random,0.2,97.28,97.98
727,97.96,Random,0.2,97.51,98.01
728,97.96,Random,0.2,97.84,98.01
729,97.96,Random,0.2,97.64,98.02
730,97.96,Random,0.2,97.59,98.0
731,97.96,Random,0.2,97.91,97.93
732,97.96,Random,0.2,97.55,97.89
733,97.96,Random,0.2,97.83,98.11
734,97.96,Random,0.2,97.5,97.91
735,97.96,Random,0.2,97.72,98.16
736,97.96,Random,0.2,97.87,97.99
737,97.96,Random,0.2,97.55,98.07
738,97.96,Random,0.2,97.62,98.01
739,97.96,Random,0.2,97.65,97.98
740,97.96,Random,0.2,97.81,97.91
741,97.96,Random,0.2,97.62,98.05
742,97.96,Random,0.2,97.64,98.05
743,97.96,Random,0.2,97.54,98.05
744,97.96,Random,0.2,97.74,98.01
745,97.96,Random,0.2,97.48,97.97
746,97.96,Random,0.2,97.95,98.07
747,97.96,Random,0.2,97.6,97.96
748,97.96,Random,0.2,97.51,98.08
749,97.96,Random,0.2,97.72,98.06
750,97.96,Random,0.2,97.81,98.11
751,97.96,Random,0.2,97.56,97.94
752,97.96,Random,0.2,97.67,97.95
753,97.96,Random,0.2,97.54,97.99
754,97.96,Random,0.2,97.8,98.04
755,97.96,Random,0.2,97.71,97.95
756,97.96,Random,0.2,97.81,97.88
757,97.96,Random,0.2,97.84,98.01
758,97.96,Random,0.2,97.44,97.82
759,97.96,Random,0.2,97.73,97.95
760,97.96,Random,0.2,97.77,98.11
761,97.96,Random,0.2,97.71,97.88
762,97.96,Random,0.2,97.57,98.02
763,97.96,Random,0.2,97.44,98.04
764,97.96,Random,0.2,97.72,97.93
765,97.96,Random,0.2,97.63,98.02
766,97.96,Random,0.2,97.66,98.01
767,97.96,Random,0.2,97.59,98.09
768,97.96,Random,0.2,97.81,98.11
769,97.96,Random,0.2,97.63,97.94
770,97.96,Random,0.2,97.62,98.04
771,97.96,Random,0.2,97.72,98.03
772,97.96,Random,0.2,97.45,97.96
773,97.96,Random,0.2,97.49,98.11
774,97.96,Random,0.2,97.48,97.87
775,97.96,Random,0.2,97.63,98.04
776,97.96,Random,0.2,97.71,97.91
777,97.96,Random,0.2,97.6,98.05
778,97.96,Random,0.2,97.43,98.06
779,97.96,Random,0.2,97.74,98.16
780,97.96,Random,0.2,97.71,98.06
781,97.96,Random,0.2,97.71,98.01
782,97.96,Random,0.2,97.62,98.11
783,97.96,Random,0.2,97.59,97.99
784,97.96,Random,0.2,97.45,97.93
785,97.96,Random,0.2,97.72,98.05
786,97.96,Random,0.2,97.82,98.17
787,97.96,Random,0.2,97.75,98.03
788,97.96,Random,0.2,97.6,97.95
789,97.96,Random,0.2,97.74,98.07
790,97.96,Random,0.2,97.55,97.89
791,97.96,Random,0.2,97.65,98.01
792,97.96,Random,0.2,97.54,97.96
793,97.96,Random,0.2,97.67,97.98
794,97.96,Random,0.2,97.75,98.01
795,97.96,Random,0.2,97.67,98.05
796,97.96,Random,0.2,97.75,98.06
797,97.96,Random,0.2,97.63,98.09
798,97.96,Random,0.2,97.71,98.05
799,97.96,Random,0.2,97.57,98.05
800,97.96,Random,0.2,97.65,97.96
801,97.96,Random,0.2,97.77,98.24
802,97.96,Random,0.2,97.71,98.04
803,97.96,Random,0.2,97.62,98.09
804,97.96,Random,0.2,97.57,98.04
805,97.96,Random,0.2,97.69,97.98
806,97.96,Random,0.2,97.58,97.94
807,97.96,Random,0.2,97.59,98.12
808,97.96,Random,0.2,97.66,97.84
809,97.96,Random,0.2,97.5,97.92
810,97.96,Random,0.2,97.6,98.12
811,97.96,Random,0.2,97.71,98.13
812,97.96,Random,0.2,97.41,98.06
813,97.96,Random,0.2,97.47,98.16
814,97.96,Random,0.2,97.85,98.01
815,97.96,Random,0.2,97.66,97.92
816,97.96,Random,0.2,97.6,98.03
817,97.96,Random,0.2,97.49,97.96
818,97.96,Random,0.2,97.67,97.89
819,97.96,Random,0.2,97.73,98.08
820,97.96,Random,0.2,97.71,98.13
821,97.96,Random,0.2,97.64,98.12
822,97.96,Random,0.2,97.78,97.91
823,97.96,Random,0.2,97.73,98.0
824,97.96,Random,0.2,97.7,97.97
825,97.96,Random,0.2,97.59,98.01
826,97.96,Random,0.2,97.77,97.93
827,97.96,Random,0.2,97.59,98.09
828,97.96,Random,0.2,97.81,98.15
829,97.96,Random,0.2,97.8,98.04
830,97.96,Random,0.2,97.86,97.93
831,97.96,Random,0.2,97.73,97.98
832,97.96,Random,0.2,97.7,97.97
833,97.96,Random,0.2,97.42,98.09
834,97.96,Random,0.2,97.8,98.0
835,97.96,Random,0.2,97.56,98.02
836,97.96,Random,0.2,97.58,98.03
837,97.96,Random,0.2,97.55,97.99
838,97.96,Random,0.2,97.52,98.07
839,97.96,Random,0.2,97.54,97.94
840,97.96,Random,0.2,97.79,97.91
841,97.96,Random,0.2,97.59,98.02
842,97.96,Random,0.2,97.67,98.09
843,97.96,Random,0.2,97.65,98.01
844,97.96,Random,0.2,97.8,98.08
845,97.96,Random,0.2,97.78,97.95
846,97.96,Random,0.2,97.5,98.12
847,97.96,Random,0.2,97.67,97.89
848,97.96,Random,0.2,97.69,98.01
849,97.96,Random,0.2,97.67,97.96
850,97.96,Random,0.2,97.68,98.0
851,97.96,Random,0.2,97.74,98.06
852,97.96,Random,0.2,97.35,97.82
853,97.96,Random,0.2,97.71,98.07
854,97.96,Random,0.2,97.78,97.99
855,97.96,Random,0.2,97.75,98.16
856,97.96,Random,0.2,97.63,98.05
857,97.96,Random,0.2,97.45,97.97
858,97.96,Random,0.2,97.67,97.97
859,97.96,Random,0.2,97.53,98.02
860,97.96,Random,0.2,97.68,98.01
861,97.96,Random,0.2,97.76,97.93
862,97.96,Random,0.2,97.64,98.03
863,97.96,Random,0.2,97.68,98.04
864,97.96,Random,0.2,97.71,97.97
865,97.96,Random,0.2,97.77,97.99
866,97.96,Random,0.2,97.52,97.88
867,97.96,Random,0.2,97.77,97.95
868,97.96,Random,0.2,97.6,98.08
869,97.96,Random,0.2,97.5,97.98
870,97.96,Random,0.2,97.78,98.02
871,97.96,Random,0.2,97.45,97.78
872,97.96,Random,0.2,97.63,98.05
873,97.96,Random,0.2,97.76,98.07
874,97.96,Random,0.2,97.48,98.0
875,97.96,Random,0.2,97.8,98.03
876,97.96,Random,0.2,97.52,97.95
877,97.96,Random,0.2,97.57,97.91
878,97.96,Random,0.2,97.72,97.87
879,97.96,Random,0.2,97.74,98.11
880,97.96,Random,0.2,97.63,97.97
881,97.96,Random,0.2,97.76,97.97
882,97.96,Random,0.2,97.68,98.04
883,97.96,Random,0.2,97.64,98.08
884,97.96,Random,0.2,97.8,98.11
885,97.96,Random,0.2,97.81,98.08
886,97.96,Random,0.2,97.54,98.01
887,97.96,Random,0.2,97.76,97.95
888,97.96,Random,0.2,97.73,98.02
889,97.96,Random,0.2,97.75,98.0
890,97.96,Random,0.2,97.63,97.96
891,97.96,Random,0.2,97.89,97.83
892,97.96,Random,0.2,97.56,98.1
893,97.96,Random,0.2,97.58,98.02
894,97.96,Random,0.2,97.66,98.08
895,97.96,Random,0.2,97.55,97.9
896,97.96,Random,0.2,97.59,98.02
897,97.96,Random,0.2,97.59,98.0
898,97.96,Random,0.2,97.56,98.14
899,97.96,Random,0.2,97.68,98.19
900,97.96,Random,0.2,97.52,98.03
901,97.96,Random,0.2,97.7,97.96
902,97.96,Random,0.2,97.72,98.06
903,97.96,Random,0.2,97.66,98.0
904,97.96,Random,0.2,97.67,98.02
905,97.96,Random,0.2,97.68,98.06
906,97.96,Random,0.2,97.47,97.75
907,97.96,Random,0.2,97.9,98.02
908,97.96,Random,0.2,97.76,98.12
909,97.96,Random,0.2,97.65,98.01
910,97.96,Random,0.2,97.74,98.05
911,97.96,Random,0.2,97.74,97.99
912,97.96,Random,0.2,97.84,98.06
913,97.96,Random,0.2,97.65,98.14
914,97.96,Random,0.2,97.64,98.03
915,97.96,Random,0.2,97.69,97.98
916,97.96,Random,0.2,97.78,98.13
917,97.96,Random,0.2,97.73,98.15
918,97.96,Random,0.2,97.72,98.01
919,97.96,Random,0.2,97.7,97.95
920,97.96,Random,0.2,97.71,98.03
921,97.96,Random,0.2,97.64,97.92
922,97.96,Random,0.2,97.43,98.02
923,97.96,Random,0.2,97.71,98.08
924,97.96,Random,0.2,97.68,98.03
925,97.96,Random,0.2,97.51,98.14
926,97.96,Random,0.2,97.61,97.94
927,97.96,Random,0.2,97.69,98.05
928,97.96,Random,0.2,97.47,97.95
929,97.96,Random,0.2,97.75,98.27
930,97.96,Random,0.2,97.49,97.92
931,97.96,Random,0.2,97.55,98.12
932,97.96,Random,0.2,97.6,98.14
933,97.96,Random,0.2,97.57,98.03
934,97.96,Random,0.2,97.68,98.0
935,97.96,Random,0.2,97.6,98.12
936,97.96,Random,0.2,97.6,98.02
937,97.96,Random,0.2,97.71,98.02
938,97.96,Random,0.2,97.69,97.92
939,97.96,Random,0.2,97.93,98.15
940,97.96,Random,0.2,97.62,98.06
941,97.96,Random,0.2,97.71,98.1
942,97.96,Random,0.2,97.71,98.0
943,97.96,Random,0.2,97.56,97.78
944,97.96,Random,0.2,97.64,97.96
945,97.96,Random,0.2,97.56,97.99
946,97.96,Random,0.2,97.71,98.11
947,97.96,Random,0.2,97.8,98.09
948,97.96,Random,0.2,97.61,97.93
949,97.96,Random,0.2,97.96,98.03
950,97.96,Random,0.2,97.68,98.03
951,97.96,Random,0.2,97.64,98.08
952,97.96,Random,0.2,97.82,98.06
953,97.96,Random,0.2,97.67,97.86
954,97.96,Random,0.2,97.72,98.08
955,97.96,Random,0.2,97.75,98.13
956,97.96,Random,0.2,97.52,97.97
957,97.96,Random,0.2,97.73,98.13
958,97.96,Random,0.2,97.66,98.17
959,97.96,Random,0.2,97.8,98.19
960,97.96,Random,0.2,97.47,97.99
961,97.96,Random,0.2,97.79,98.0
962,97.96,Random,0.2,97.72,97.93
963,97.96,Random,0.2,97.76,98.14
964,97.96,Random,0.2,97.78,97.91
965,97.96,Random,0.2,97.66,98.08
966,97.96,Random,0.2,97.84,98.02
967,97.96,Random,0.2,97.82,98.01
968,97.96,Random,0.2,97.87,98.08
969,97.96,Random,0.2,97.47,98.11
970,97.96,Random,0.2,97.65,98.05
971,97.96,Random,0.2,97.83,97.92
972,97.96,Random,0.2,97.48,98.01
973,97.96,Random,0.2,97.75,98.11
974,97.96,Random,0.2,97.64,98.1
975,97.96,Random,0.2,97.6,98.0
976,97.96,Random,0.2,97.65,98.04
977,97.96,Random,0.2,97.56,98.1
978,97.96,Random,0.2,97.86,98.0
979,97.96,Random,0.2,97.85,98.17
980,97.96,Random,0.2,97.4,97.89
981,97.96,Random,0.2,97.62,98.16
982,97.96,Random,0.2,97.49,98.14
983,97.96,Random,0.2,97.68,97.99
984,97.96,Random,0.2,97.53,98.11
985,97.96,Random,0.2,97.79,97.97
986,97.96,Random,0.2,97.87,98.13
987,97.96,Random,0.2,97.55,98.11
988,97.96,Random,0.2,97.65,97.97
989,97.96,Random,0.2,97.65,97.96
990,97.96,Random,0.2,97.54,97.99
991,97.96,Random,0.2,97.75,98.03
992,97.96,Random,0.2,97.63,98.02
993,97.96,Random,0.2,97.64,98.13
994,97.96,Random,0.2,97.45,97.95
995,97.96,Random,0.2,97.62,98.18
996,97.96,Random,0.2,97.79,98.0
997,97.96,Random,0.2,97.44,97.82
998,97.96,Random,0.2,97.7,97.9
999,97.96,Random,0.2,97.41,97.95
1000,97.96,Random,0.2,97.43,97.95
