Iteration,Baseline_Accuracy,Method,Prune_Ratio,Accuracy_After_Pruning,Accuracy_After_Finetuning
662,97.9,Random,0.4,97.47,97.81
663,97.9,Random,0.4,97.07,98.04
664,97.9,Random,0.4,97.15,97.88
665,97.9,Random,0.4,96.98,97.85
666,97.9,Random,0.4,96.71,97.82
667,97.9,Random,0.4,97.05,97.86
668,97.9,Random,0.4,96.91,97.92
669,97.9,Random,0.4,97.45,97.88
670,97.9,Random,0.4,96.77,97.65
671,97.9,Random,0.4,97.37,97.82
672,97.9,Random,0.4,97.47,97.83
673,97.9,Random,0.4,96.96,97.83
674,97.9,Random,0.4,97.04,97.82
675,97.9,Random,0.4,97.18,97.91
676,97.9,Random,0.4,97.08,97.98
677,97.9,Random,0.4,97.37,97.73
678,97.9,Random,0.4,97.04,97.83
679,97.9,Random,0.4,97.24,97.82
680,97.9,Random,0.4,97.19,97.75
681,97.9,Random,0.4,97.23,97.92
682,97.9,Random,0.4,97.11,97.75
683,97.9,Random,0.4,96.72,97.82
684,97.9,Random,0.4,96.87,97.77
685,97.9,Random,0.4,97.16,97.92
686,97.9,Random,0.4,96.7,97.93
687,97.9,Random,0.4,97.19,97.84
688,97.9,Random,0.4,97.41,97.77
689,97.9,Random,0.4,96.92,97.86
690,97.9,Random,0.4,97.09,97.67
691,97.9,Random,0.4,97.32,97.77
692,97.9,Random,0.4,97.1,97.89
693,97.9,Random,0.4,97.07,97.82
694,97.9,Random,0.4,97.04,97.9
695,97.9,Random,0.4,96.38,97.96
696,97.9,Random,0.4,97.23,97.74
697,97.9,Random,0.4,97.14,97.87
698,97.9,Random,0.4,97.21,97.98
699,97.9,Random,0.4,97.28,97.87
700,97.9,Random,0.4,96.34,97.83
701,97.9,Random,0.4,96.95,97.9
702,97.9,Random,0.4,97.21,97.91
703,97.9,Random,0.4,97.25,97.93
704,97.9,Random,0.4,96.25,97.78
705,97.9,Random,0.4,97.24,97.93
706,97.9,Random,0.4,96.77,97.79
707,97.9,Random,0.4,96.8,97.77
708,97.9,Random,0.4,96.33,97.91
709,97.9,Random,0.4,96.55,97.9
710,97.9,Random,0.4,97.05,97.63
711,97.9,Random,0.4,96.91,97.94
712,97.9,Random,0.4,97.19,97.7
713,97.9,Random,0.4,96.54,97.73
714,97.9,Random,0.4,97.13,97.73
715,97.9,Random,0.4,97.49,97.77
716,97.9,Random,0.4,96.98,97.88
717,97.9,Random,0.4,97.08,97.99
718,97.9,Random,0.4,96.79,97.97
719,97.9,Random,0.4,97.07,97.88
720,97.9,Random,0.4,97.19,97.9
721,97.9,Random,0.4,97.31,97.72
722,97.9,Random,0.4,97.27,97.86
723,97.9,Random,0.4,97.2,97.91
724,97.9,Random,0.4,96.99,97.85
725,97.9,Random,0.4,97.27,97.73
726,97.9,Random,0.4,97.4,97.84
727,97.9,Random,0.4,96.74,97.84
728,97.9,Random,0.4,97.23,97.8
729,97.9,Random,0.4,97.12,97.8
730,97.9,Random,0.4,97.17,97.83
731,97.9,Random,0.4,97.06,97.56
732,97.9,Random,0.4,97.18,97.86
733,97.9,Random,0.4,97.12,97.87
734,97.9,Random,0.4,97.12,97.89
735,97.9,Random,0.4,96.91,97.76
736,97.9,Random,0.4,97.22,97.76
737,97.9,Random,0.4,96.55,97.9
738,97.9,Random,0.4,97.08,98.03
739,97.9,Random,0.4,96.9,97.73
740,97.9,Random,0.4,97.34,97.81
741,97.9,Random,0.4,97.12,97.9
742,97.9,Random,0.4,97.2,97.85
743,97.9,Random,0.4,96.86,97.81
744,97.9,Random,0.4,97.22,97.83
745,97.9,Random,0.4,97.44,97.84
746,97.9,Random,0.4,96.84,97.81
747,97.9,Random,0.4,97.0,97.77
748,97.9,Random,0.4,97.17,97.87
749,97.9,Random,0.4,97.05,98.03
750,97.9,Random,0.4,97.13,97.95
751,97.9,Random,0.4,97.2,97.92
752,97.9,Random,0.4,97.18,97.86
753,97.9,Random,0.4,97.41,97.73
754,97.9,Random,0.4,97.48,97.83
755,97.9,Random,0.4,97.01,97.95
756,97.9,Random,0.4,97.16,97.85
757,97.9,Random,0.4,97.19,97.89
758,97.9,Random,0.4,97.14,97.64
759,97.9,Random,0.4,97.34,97.8
760,97.9,Random,0.4,97.09,97.87
761,97.9,Random,0.4,97.4,97.78
762,97.9,Random,0.4,97.17,97.79
763,97.9,Random,0.4,97.53,97.79
764,97.9,Random,0.4,97.61,97.75
765,97.9,Random,0.4,96.85,97.96
766,97.9,Random,0.4,97.38,97.94
767,97.9,Random,0.4,97.14,97.89
768,97.9,Random,0.4,97.11,97.99
769,97.9,Random,0.4,96.62,97.87
770,97.9,Random,0.4,97.13,97.76
771,97.9,Random,0.4,96.79,97.76
772,97.9,Random,0.4,97.09,97.99
773,97.9,Random,0.4,97.09,97.82
774,97.9,Random,0.4,96.56,97.91
775,97.9,Random,0.4,97.53,97.73
776,97.9,Random,0.4,97.37,97.93
777,97.9,Random,0.4,97.02,97.93
778,97.9,Random,0.4,97.02,97.95
779,97.9,Random,0.4,97.12,97.86
780,97.9,Random,0.4,96.87,97.75
781,97.9,Random,0.4,96.69,97.68
782,97.9,Random,0.4,96.86,97.81
783,97.9,Random,0.4,97.26,97.88
784,97.9,Random,0.4,97.44,97.69
785,97.9,Random,0.4,97.11,97.89
786,97.9,Random,0.4,97.14,97.88
787,97.9,Random,0.4,97.39,97.81
788,97.9,Random,0.4,97.07,97.92
789,97.9,Random,0.4,97.29,97.89
790,97.9,Random,0.4,97.58,97.96
791,97.9,Random,0.4,97.42,97.9
792,97.9,Random,0.4,96.98,97.81
793,97.9,Random,0.4,96.6,97.74
794,97.9,Random,0.4,97.12,97.98
795,97.9,Random,0.4,96.98,97.82
796,97.9,Random,0.4,97.39,97.85
797,97.9,Random,0.4,97.18,97.95
798,97.9,Random,0.4,97.03,97.83
799,97.9,Random,0.4,96.88,97.99
800,97.9,Random,0.4,96.87,97.74
801,97.9,Random,0.4,96.67,97.86
802,97.9,Random,0.4,96.93,97.88
803,97.9,Random,0.4,96.96,97.8
804,97.9,Random,0.4,97.22,97.82
805,97.9,Random,0.4,97.42,97.92
806,97.9,Random,0.4,96.89,97.81
807,97.9,Random,0.4,97.07,97.93
808,97.9,Random,0.4,97.07,97.86
809,97.9,Random,0.4,97.55,97.85
810,97.9,Random,0.4,97.11,97.84
811,97.9,Random,0.4,97.0,97.87
812,97.9,Random,0.4,97.0,97.65
813,97.9,Random,0.4,97.16,97.67
814,97.9,Random,0.4,97.11,97.77
815,97.9,Random,0.4,97.04,97.84
816,97.9,Random,0.4,96.79,97.86
817,97.9,Random,0.4,96.68,97.78
818,97.9,Random,0.4,97.19,97.91
819,97.9,Random,0.4,97.35,97.88
820,97.9,Random,0.4,97.53,97.81
821,97.9,Random,0.4,97.13,97.91
822,97.9,Random,0.4,96.97,97.89
823,97.9,Random,0.4,97.16,98.02
824,97.9,Random,0.4,97.49,97.77
825,97.9,Random,0.4,97.48,97.94
826,97.9,Random,0.4,96.56,97.87
827,97.9,Random,0.4,96.91,97.73
828,97.9,Random,0.4,97.02,97.85
829,97.9,Random,0.4,96.58,97.73
830,97.9,Random,0.4,97.34,97.89
831,97.9,Random,0.4,96.7,97.79
832,97.9,Random,0.4,96.83,97.81
833,97.9,Random,0.4,96.73,97.73
834,97.9,Random,0.4,96.84,97.65
835,97.9,Random,0.4,96.72,97.92
836,97.9,Random,0.4,96.68,97.75
837,97.9,Random,0.4,96.93,97.99
838,97.9,Random,0.4,96.84,97.89
839,97.9,Random,0.4,96.95,97.8
840,97.9,Random,0.4,97.18,97.87
841,97.9,Random,0.4,96.74,97.88
842,97.9,Random,0.4,96.98,98.06
843,97.9,Random,0.4,96.94,97.99
844,97.9,Random,0.4,97.26,97.92
845,97.9,Random,0.4,97.2,97.77
846,97.9,Random,0.4,97.4,97.65
847,97.9,Random,0.4,97.35,97.74
848,97.9,Random,0.4,96.89,97.86
849,97.9,Random,0.4,97.04,97.59
850,97.9,Random,0.4,96.97,97.85
851,97.9,Random,0.4,96.96,97.87
852,97.9,Random,0.4,97.45,97.89
853,97.9,Random,0.4,97.34,97.86
854,97.9,Random,0.4,97.3,97.91
855,97.9,Random,0.4,96.89,97.73
856,97.9,Random,0.4,97.34,97.72
857,97.9,Random,0.4,97.36,98.07
858,97.9,Random,0.4,97.25,97.68
859,97.9,Random,0.4,96.87,97.86
860,97.9,Random,0.4,97.04,97.85
861,97.9,Random,0.4,96.97,97.74
862,97.9,Random,0.4,97.48,97.8
863,97.9,Random,0.4,97.33,97.77
864,97.9,Random,0.4,97.49,97.72
865,97.9,Random,0.4,97.28,97.78
866,97.9,Random,0.4,97.32,97.92
867,97.9,Random,0.4,97.31,97.88
868,97.9,Random,0.4,96.62,97.77
869,97.9,Random,0.4,96.99,97.9
870,97.9,Random,0.4,97.18,97.8
871,97.9,Random,0.4,97.23,97.71
872,97.9,Random,0.4,96.85,97.8
873,97.9,Random,0.4,97.55,97.71
874,97.9,Random,0.4,97.39,97.95
875,97.9,Random,0.4,97.28,97.73
876,97.9,Random,0.4,97.05,97.82
877,97.9,Random,0.4,97.25,97.73
878,97.9,Random,0.4,97.09,97.83
879,97.9,Random,0.4,96.85,97.77
880,97.9,Random,0.4,97.2,97.89
881,97.9,Random,0.4,97.1,97.81
882,97.9,Random,0.4,97.31,97.93
883,97.9,Random,0.4,97.27,97.92
884,97.9,Random,0.4,97.17,97.76
885,97.9,Random,0.4,97.01,97.73
886,97.9,Random,0.4,97.29,97.62
887,97.9,Random,0.4,97.04,97.71
888,97.9,Random,0.4,96.72,97.68
889,97.9,Random,0.4,97.02,97.92
890,97.9,Random,0.4,96.98,97.82
891,97.9,Random,0.4,97.39,97.73
892,97.9,Random,0.4,97.21,97.87
893,97.9,Random,0.4,97.2,97.95
894,97.9,Random,0.4,96.66,97.87
895,97.9,Random,0.4,97.13,98.01
896,97.9,Random,0.4,96.97,97.8
897,97.9,Random,0.4,96.73,97.87
898,97.9,Random,0.4,96.16,97.92
899,97.9,Random,0.4,97.13,97.86
900,97.9,Random,0.4,97.28,97.79
901,97.9,Random,0.4,97.26,97.88
902,97.9,Random,0.4,96.81,97.96
903,97.9,Random,0.4,97.25,97.86
904,97.9,Random,0.4,97.11,97.83
905,97.9,Random,0.4,96.56,97.89
906,97.9,Random,0.4,97.25,97.95
907,97.9,Random,0.4,97.2,97.88
908,97.9,Random,0.4,97.01,97.9
909,97.9,Random,0.4,97.26,97.76
910,97.9,Random,0.4,97.6,97.73
911,97.9,Random,0.4,97.64,97.94
912,97.9,Random,0.4,97.19,97.88
913,97.9,Random,0.4,97.42,97.86
914,97.9,Random,0.4,97.18,97.85
915,97.9,Random,0.4,97.36,97.74
916,97.9,Random,0.4,97.02,97.98
917,97.9,Random,0.4,96.98,97.92
918,97.9,Random,0.4,96.89,97.9
919,97.9,Random,0.4,97.46,97.99
920,97.9,Random,0.4,97.46,97.91
921,97.9,Random,0.4,97.11,97.8
922,97.9,Random,0.4,96.83,97.87
923,97.9,Random,0.4,97.22,98.0
924,97.9,Random,0.4,96.88,97.89
925,97.9,Random,0.4,97.03,97.56
926,97.9,Random,0.4,96.9,97.82
927,97.9,Random,0.4,97.18,98.02
928,97.9,Random,0.4,97.26,97.69
929,97.9,Random,0.4,97.16,97.83
930,97.9,Random,0.4,97.1,97.86
931,97.9,Random,0.4,97.38,97.69
932,97.9,Random,0.4,97.27,97.89
933,97.9,Random,0.4,97.4,97.74
934,97.9,Random,0.4,97.14,97.86
935,97.9,Random,0.4,97.01,97.87
936,97.9,Random,0.4,97.15,97.81
937,97.9,Random,0.4,97.11,97.9
938,97.9,Random,0.4,97.19,97.73
939,97.9,Random,0.4,97.0,97.9
940,97.9,Random,0.4,96.79,97.73
941,97.9,Random,0.4,97.33,97.78
942,97.9,Random,0.4,97.01,97.79
943,97.9,Random,0.4,97.37,97.71
944,97.9,Random,0.4,97.04,97.92
945,97.9,Random,0.4,97.04,97.95
946,97.9,Random,0.4,97.03,97.87
947,97.9,Random,0.4,97.07,97.75
948,97.9,Random,0.4,97.15,97.91
949,97.9,Random,0.4,96.67,97.86
950,97.9,Random,0.4,97.22,97.83
951,97.9,Random,0.4,96.69,97.77
952,97.9,Random,0.4,97.25,97.87
953,97.9,Random,0.4,97.19,97.84
954,97.9,Random,0.4,97.01,97.94
955,97.9,Random,0.4,97.07,97.82
956,97.9,Random,0.4,97.25,97.82
957,97.9,Random,0.4,97.22,97.83
958,97.9,Random,0.4,97.21,97.89
959,97.9,Random,0.4,97.1,97.83
960,97.9,Random,0.4,97.25,97.78
961,97.9,Random,0.4,97.11,97.93
962,97.9,Random,0.4,96.88,97.91
963,97.9,Random,0.4,97.15,97.89
964,97.9,Random,0.4,96.8,97.87
965,97.9,Random,0.4,97.26,97.81
966,97.9,Random,0.4,97.12,97.96
967,97.9,Random,0.4,97.09,97.8
968,97.9,Random,0.4,97.25,97.82
969,97.9,Random,0.4,96.86,97.85
970,97.9,Random,0.4,97.17,97.73
971,97.9,Random,0.4,96.8,97.81
972,97.9,Random,0.4,97.02,97.82
973,97.9,Random,0.4,97.1,97.88
974,97.9,Random,0.4,97.03,97.82
975,97.9,Random,0.4,97.17,97.93
976,97.9,Random,0.4,96.81,97.69
977,97.9,Random,0.4,97.32,97.79
978,97.9,Random,0.4,97.47,97.76
979,97.9,Random,0.4,97.39,97.99
980,97.9,Random,0.4,96.61,97.85
981,97.9,Random,0.4,97.52,97.8
982,97.9,Random,0.4,96.57,97.71
983,97.9,Random,0.4,97.28,97.93
984,97.9,Random,0.4,96.73,97.72
985,97.9,Random,0.4,97.29,97.64
986,97.9,Random,0.4,97.26,97.71
987,97.9,Random,0.4,97.03,97.7
988,97.9,Random,0.4,97.3,97.82
989,97.9,Random,0.4,97.13,97.76
990,97.9,Random,0.4,97.44,97.74
991,97.9,Random,0.4,97.21,97.79
992,97.9,Random,0.4,96.99,97.86
993,97.9,Random,0.4,97.02,97.67
994,97.9,Random,0.4,97.15,97.83
995,97.9,Random,0.4,96.37,97.86
996,97.9,Random,0.4,97.22,97.79
997,97.9,Random,0.4,96.96,97.68
998,97.9,Random,0.4,97.36,97.78
999,97.9,Random,0.4,97.04,97.63
1000,97.9,Random,0.4,97.39,97.8
