Iteration,Baseline_Accuracy,Method,Prune_Ratio,Accuracy_After_Pruning,Accuracy_After_Finetuning
119,97.9,Random,0.4,96.92,97.82
120,97.9,Random,0.4,96.73,97.75
121,97.9,Random,0.4,97.22,98.0
122,97.9,Random,0.4,97.25,97.82
123,97.9,Random,0.4,97.35,97.87
124,97.9,Random,0.4,97.15,97.76
125,97.9,Random,0.4,97.18,97.73
126,97.9,Random,0.4,96.88,97.88
127,97.9,Random,0.4,96.71,97.94
128,97.9,Random,0.4,97.07,97.84
129,97.9,Random,0.4,97.46,97.85
130,97.9,Random,0.4,97.04,97.82
131,97.9,Random,0.4,97.2,97.65
132,97.9,Random,0.4,97.4,97.81
133,97.9,Random,0.4,96.96,97.95
134,97.9,Random,0.4,97.48,97.82
135,97.9,Random,0.4,97.25,97.97
136,97.9,Random,0.4,97.0,97.72
137,97.9,Random,0.4,97.25,97.9
138,97.9,Random,0.4,97.43,97.74
139,97.9,Random,0.4,97.24,97.94
140,97.9,Random,0.4,96.93,97.91
141,97.9,Random,0.4,96.57,97.67
142,97.9,Random,0.4,97.32,97.87
143,97.9,Random,0.4,97.37,97.85
144,97.9,Random,0.4,96.95,97.93
145,97.9,Random,0.4,96.83,97.76
146,97.9,Random,0.4,97.07,98.04
147,97.9,Random,0.4,97.29,97.86
148,97.9,Random,0.4,97.33,97.77
149,97.9,Random,0.4,97.05,97.88
150,97.9,Random,0.4,97.32,97.81
151,97.9,Random,0.4,97.23,97.79
152,97.9,Random,0.4,96.8,97.58
153,97.9,Random,0.4,97.18,97.91
154,97.9,Random,0.4,96.78,97.72
155,97.9,Random,0.4,97.48,97.79
156,97.9,Random,0.4,96.98,97.85
157,97.9,Random,0.4,96.86,97.78
158,97.9,Random,0.4,96.57,97.9
159,97.9,Random,0.4,96.89,97.88
160,97.9,Random,0.4,96.71,97.78
161,97.9,Random,0.4,96.91,97.82
162,97.9,Random,0.4,97.29,97.81
163,97.9,Random,0.4,96.97,97.8
164,97.9,Random,0.4,97.06,97.91
165,97.9,Random,0.4,97.29,97.91
166,97.9,Random,0.4,97.2,97.75
167,97.9,Random,0.4,96.93,97.64
168,97.9,Random,0.4,97.22,97.92
169,97.9,Random,0.4,96.89,97.82
170,97.9,Random,0.4,97.09,97.97
171,97.9,Random,0.4,97.17,97.71
172,97.9,Random,0.4,97.04,97.62
173,97.9,Random,0.4,97.34,97.94
174,97.9,Random,0.4,97.31,97.77
175,97.9,Random,0.4,96.63,97.75
176,97.9,Random,0.4,97.44,97.9
177,97.9,Random,0.4,97.09,97.78
178,97.9,Random,0.4,97.43,97.86
179,97.9,Random,0.4,96.79,98.01
180,97.9,Random,0.4,97.23,97.86
181,97.9,Random,0.4,97.39,97.64
182,97.9,Random,0.4,97.25,97.91
183,97.9,Random,0.4,97.26,97.88
184,97.9,Random,0.4,97.15,98.01
185,97.9,Random,0.4,97.11,97.71
186,97.9,Random,0.4,97.23,97.94
187,97.9,Random,0.4,96.06,97.83
188,97.9,Random,0.4,97.09,97.93
189,97.9,Random,0.4,97.01,97.75
190,97.9,Random,0.4,97.18,98.03
191,97.9,Random,0.4,97.5,97.84
192,97.9,Random,0.4,97.69,97.93
193,97.9,Random,0.4,97.03,97.78
194,97.9,Random,0.4,96.99,97.82
195,97.9,Random,0.4,97.22,97.91
196,97.9,Random,0.4,97.11,97.7
197,97.9,Random,0.4,97.05,97.83
198,97.9,Random,0.4,97.16,97.79
199,97.9,Random,0.4,97.08,97.71
200,97.9,Random,0.4,97.26,97.9
201,97.9,Random,0.4,96.55,97.83
202,97.9,Random,0.4,97.5,97.92
203,97.9,Random,0.4,97.15,97.91
204,97.9,Random,0.4,96.86,97.87
205,97.9,Random,0.4,97.15,97.91
206,97.9,Random,0.4,97.15,97.93
207,97.9,Random,0.4,96.81,97.85
208,97.9,Random,0.4,97.25,97.79
209,97.9,Random,0.4,97.11,97.72
210,97.9,Random,0.4,96.47,97.81
211,97.9,Random,0.4,97.37,97.82
212,97.9,Random,0.4,96.94,97.84
213,97.9,Random,0.4,97.35,97.75
214,97.9,Random,0.4,97.16,97.71
215,97.9,Random,0.4,97.42,97.91
216,97.9,Random,0.4,97.01,97.84
217,97.9,Random,0.4,97.27,97.92
218,97.9,Random,0.4,97.01,97.95
219,97.9,Random,0.4,97.14,97.77
220,97.9,Random,0.4,96.84,97.77
221,97.9,Random,0.4,97.02,97.85
222,97.9,Random,0.4,97.19,97.86
223,97.9,Random,0.4,97.39,97.97
224,97.9,Random,0.4,97.12,97.9
225,97.9,Random,0.4,97.17,97.88
226,97.9,Random,0.4,97.26,97.94
227,97.9,Random,0.4,97.22,97.85
228,97.9,Random,0.4,97.15,97.9
229,97.9,Random,0.4,96.96,97.89
230,97.9,Random,0.4,97.17,97.88
231,97.9,Random,0.4,97.02,97.85
232,97.9,Random,0.4,97.25,97.7
233,97.9,Random,0.4,97.27,97.8
234,97.9,Random,0.4,97.21,97.77
235,97.9,Random,0.4,97.42,97.79
236,97.9,Random,0.4,97.13,97.8
237,97.9,Random,0.4,96.77,97.79
238,97.9,Random,0.4,96.88,97.81
239,97.9,Random,0.4,97.02,97.79
240,97.9,Random,0.4,96.63,97.86
241,97.9,Random,0.4,97.44,97.88
242,97.9,Random,0.4,97.01,97.73
243,97.9,Random,0.4,97.0,97.73
244,97.9,Random,0.4,97.27,97.91
245,97.9,Random,0.4,96.11,97.71
246,97.9,Random,0.4,97.1,97.92
247,97.9,Random,0.4,96.73,97.9
248,97.9,Random,0.4,96.92,97.7
249,97.9,Random,0.4,96.17,97.79
250,97.9,Random,0.4,97.09,97.94
251,97.9,Random,0.4,97.24,97.86
252,97.9,Random,0.4,97.55,97.97
253,97.9,Random,0.4,97.29,98.01
254,97.9,Random,0.4,97.02,97.89
255,97.9,Random,0.4,97.27,97.96
256,97.9,Random,0.4,97.17,97.69
257,97.9,Random,0.4,97.16,97.81
258,97.9,Random,0.4,96.99,97.82
259,97.9,Random,0.4,96.93,97.79
260,97.9,Random,0.4,97.2,97.98
261,97.9,Random,0.4,97.4,97.81
262,97.9,Random,0.4,97.26,97.91
263,97.9,Random,0.4,97.37,97.88
264,97.9,Random,0.4,97.42,97.96
265,97.9,Random,0.4,97.43,97.66
266,97.9,Random,0.4,96.96,97.72
267,97.9,Random,0.4,97.36,98.0
268,97.9,Random,0.4,97.24,97.83
269,97.9,Random,0.4,96.7,97.97
270,97.9,Random,0.4,97.19,97.8
271,97.9,Random,0.4,96.83,97.81
272,97.9,Random,0.4,97.28,97.71
273,97.9,Random,0.4,97.49,97.9
274,97.9,Random,0.4,96.87,97.68
275,97.9,Random,0.4,97.25,97.88
276,97.9,Random,0.4,97.08,97.76
277,97.9,Random,0.4,96.96,97.87
278,97.9,Random,0.4,97.19,97.88
279,97.9,Random,0.4,97.11,97.93
280,97.9,Random,0.4,97.01,97.93
281,97.9,Random,0.4,97.01,97.81
282,97.9,Random,0.4,97.48,97.79
283,97.9,Random,0.4,97.24,97.9
284,97.9,Random,0.4,96.83,97.75
285,97.9,Random,0.4,97.24,97.88
286,97.9,Random,0.4,97.29,97.92
287,97.9,Random,0.4,97.11,97.76
288,97.9,Random,0.4,96.61,97.87
289,97.9,Random,0.4,97.01,97.95
290,97.9,Random,0.4,96.99,97.88
291,97.9,Random,0.4,97.15,97.76
292,97.9,Random,0.4,97.11,97.99
293,97.9,Random,0.4,97.41,97.8
294,97.9,Random,0.4,97.4,97.91
295,97.9,Random,0.4,97.48,97.62
296,97.9,Random,0.4,97.19,97.91
297,97.9,Random,0.4,97.22,97.74
298,97.9,Random,0.4,97.34,97.85
299,97.9,Random,0.4,97.19,97.83
300,97.9,Random,0.4,97.29,97.78
301,97.9,Random,0.4,97.19,98.01
302,97.9,Random,0.4,96.9,97.73
303,97.9,Random,0.4,96.75,97.67
304,97.9,Random,0.4,97.19,97.8
305,97.9,Random,0.4,97.23,97.83
306,97.9,Random,0.4,97.32,97.95
307,97.9,Random,0.4,97.26,97.75
308,97.9,Random,0.4,97.22,97.74
309,97.9,Random,0.4,97.0,97.65
310,97.9,Random,0.4,97.02,98.0
311,97.9,Random,0.4,96.68,97.77
312,97.9,Random,0.4,97.02,97.79
313,97.9,Random,0.4,97.11,97.89
314,97.9,Random,0.4,97.17,97.9
315,97.9,Random,0.4,97.11,97.79
316,97.9,Random,0.4,97.17,97.86
317,97.9,Random,0.4,96.96,97.91
318,97.9,Random,0.4,97.22,97.86
319,97.9,Random,0.4,96.99,98.03
320,97.9,Random,0.4,97.53,97.83
321,97.9,Random,0.4,97.39,97.8
322,97.9,Random,0.4,97.42,97.93
323,97.9,Random,0.4,97.08,97.87
324,97.9,Random,0.4,97.44,97.97
325,97.9,Random,0.4,97.23,97.87
326,97.9,Random,0.4,97.19,97.97
327,97.9,Random,0.4,97.28,97.81
328,97.9,Random,0.4,97.23,97.9
329,97.9,Random,0.4,96.94,97.86
330,97.9,Random,0.4,97.35,97.92
331,97.9,Random,0.4,97.19,97.8
332,97.9,Random,0.4,97.41,97.81
333,97.9,Random,0.4,97.43,97.7
334,97.9,Random,0.4,96.95,97.83
335,97.9,Random,0.4,97.26,97.73
336,97.9,Random,0.4,97.16,97.81
337,97.9,Random,0.4,97.02,97.77
338,97.9,Random,0.4,96.69,98.0
339,97.9,Random,0.4,97.31,97.92
340,97.9,Random,0.4,97.43,97.88
341,97.9,Random,0.4,96.34,97.82
342,97.9,Random,0.4,97.41,97.76
343,97.9,Random,0.4,96.87,97.81
344,97.9,Random,0.4,96.91,97.98
345,97.9,Random,0.4,97.35,97.85
346,97.9,Random,0.4,97.25,97.97
347,97.9,Random,0.4,97.19,97.73
348,97.9,Random,0.4,97.16,97.97
349,97.9,Random,0.4,97.13,97.66
350,97.9,Random,0.4,97.36,98.11
351,97.9,Random,0.4,97.17,97.93
352,97.9,Random,0.4,96.82,97.8
353,97.9,Random,0.4,97.3,97.89
354,97.9,Random,0.4,96.64,97.59
355,97.9,Random,0.4,97.01,97.94
356,97.9,Random,0.4,97.29,97.7
357,97.9,Random,0.4,97.04,97.82
358,97.9,Random,0.4,97.0,97.78
359,97.9,Random,0.4,96.58,97.78
360,97.9,Random,0.4,96.98,97.75
361,97.9,Random,0.4,97.23,97.79
362,97.9,Random,0.4,96.92,97.81
363,97.9,Random,0.4,97.39,97.8
364,97.9,Random,0.4,96.99,97.94
365,97.9,Random,0.4,97.1,97.76
366,97.9,Random,0.4,97.12,97.98
367,97.9,Random,0.4,97.1,97.74
368,97.9,Random,0.4,97.34,97.8
369,97.9,Random,0.4,97.27,97.79
370,97.9,Random,0.4,96.89,97.72
371,97.9,Random,0.4,97.24,97.81
372,97.9,Random,0.4,97.47,97.7
373,97.9,Random,0.4,96.92,97.83
374,97.9,Random,0.4,97.25,97.58
375,97.9,Random,0.4,97.41,97.87
376,97.9,Random,0.4,97.33,98.03
377,97.9,Random,0.4,97.19,97.63
378,97.9,Random,0.4,97.05,97.74
379,97.9,Random,0.4,97.33,97.86
380,97.9,Random,0.4,97.04,97.89
381,97.9,Random,0.4,97.36,98.0
382,97.9,Random,0.4,97.06,97.8
383,97.9,Random,0.4,97.4,97.79
384,97.9,Random,0.4,97.65,97.87
385,97.9,Random,0.4,96.8,97.76
386,97.9,Random,0.4,97.25,97.96
387,97.9,Random,0.4,97.51,97.93
388,97.9,Random,0.4,97.22,97.79
389,97.9,Random,0.4,96.99,97.92
390,97.9,Random,0.4,97.18,97.84
391,97.9,Random,0.4,96.88,97.96
392,97.9,Random,0.4,96.81,97.72
393,97.9,Random,0.4,97.03,97.72
394,97.9,Random,0.4,96.97,97.74
395,97.9,Random,0.4,97.17,97.71
396,97.9,Random,0.4,96.92,97.76
397,97.9,Random,0.4,97.02,97.95
398,97.9,Random,0.4,97.48,97.9
399,97.9,Random,0.4,97.18,97.88
400,97.9,Random,0.4,97.07,97.86
401,97.9,Random,0.4,97.05,97.88
402,97.9,Random,0.4,97.36,97.97
403,97.9,Random,0.4,97.05,97.86
404,97.9,Random,0.4,96.87,97.86
405,97.9,Random,0.4,97.17,97.97
406,97.9,Random,0.4,97.06,97.75
407,97.9,Random,0.4,97.04,97.77
408,97.9,Random,0.4,97.11,97.85
409,97.9,Random,0.4,97.29,97.93
410,97.9,Random,0.4,97.24,97.9
411,97.9,Random,0.4,97.29,97.84
412,97.9,Random,0.4,96.94,97.87
413,97.9,Random,0.4,97.31,97.99
414,97.9,Random,0.4,97.11,97.83
415,97.9,Random,0.4,96.87,97.9
416,97.9,Random,0.4,97.11,97.87
417,97.9,Random,0.4,96.91,97.97
418,97.9,Random,0.4,96.47,97.81
419,97.9,Random,0.4,97.33,97.75
420,97.9,Random,0.4,97.16,98.06
421,97.9,Random,0.4,97.12,97.85
422,97.9,Random,0.4,97.27,97.89
423,97.9,Random,0.4,97.27,97.8
424,97.9,Random,0.4,97.26,98.01
425,97.9,Random,0.4,97.38,97.61
426,97.9,Random,0.4,96.98,97.58
427,97.9,Random,0.4,96.9,98.02
428,97.9,Random,0.4,97.09,97.8
429,97.9,Random,0.4,97.21,97.8
430,97.9,Random,0.4,96.39,97.85
431,97.9,Random,0.4,97.22,97.88
432,97.9,Random,0.4,97.02,97.8
433,97.9,Random,0.4,97.3,97.86
434,97.9,Random,0.4,97.07,97.91
435,97.9,Random,0.4,97.31,97.72
436,97.9,Random,0.4,97.24,97.81
437,97.9,Random,0.4,96.81,97.89
438,97.9,Random,0.4,97.21,97.97
439,97.9,Random,0.4,96.92,97.97
440,97.9,Random,0.4,96.96,97.81
441,97.9,Random,0.4,97.33,97.82
442,97.9,Random,0.4,97.09,97.77
443,97.9,Random,0.4,97.27,97.94
444,97.9,Random,0.4,97.27,97.86
445,97.9,Random,0.4,96.92,97.93
446,97.9,Random,0.4,97.49,97.96
447,97.9,Random,0.4,96.82,97.77
448,97.9,Random,0.4,96.98,97.92
449,97.9,Random,0.4,97.48,97.88
450,97.9,Random,0.4,97.11,97.96
451,97.9,Random,0.4,96.16,97.88
452,97.9,Random,0.4,96.85,97.71
453,97.9,Random,0.4,97.01,97.85
454,97.9,Random,0.4,97.09,97.85
455,97.9,Random,0.4,97.41,97.86
456,97.9,Random,0.4,97.29,97.9
457,97.9,Random,0.4,97.27,97.92
458,97.9,Random,0.4,97.21,97.86
459,97.9,Random,0.4,97.35,97.83
460,97.9,Random,0.4,97.08,97.81
461,97.9,Random,0.4,97.32,97.93
462,97.9,Random,0.4,96.94,98.03
463,97.9,Random,0.4,97.06,97.85
464,97.9,Random,0.4,97.16,97.83
465,97.9,Random,0.4,97.23,97.71
466,97.9,Random,0.4,97.07,97.68
467,97.9,Random,0.4,97.09,97.85
468,97.9,Random,0.4,97.01,97.81
469,97.9,Random,0.4,96.89,97.93
470,97.9,Random,0.4,97.28,97.87
471,97.9,Random,0.4,97.46,97.82
472,97.9,Random,0.4,97.17,97.81
473,97.9,Random,0.4,96.94,97.93
474,97.9,Random,0.4,97.04,97.72
475,97.9,Random,0.4,97.04,97.97
476,97.9,Random,0.4,97.15,97.76
477,97.9,Random,0.4,97.07,97.55
478,97.9,Random,0.4,97.25,97.86
479,97.9,Random,0.4,97.14,97.87
480,97.9,Random,0.4,97.23,97.89
481,97.9,Random,0.4,97.06,97.97
482,97.9,Random,0.4,96.89,97.69
483,97.9,Random,0.4,97.37,97.79
484,97.9,Random,0.4,96.93,97.92
485,97.9,Random,0.4,96.99,97.8
486,97.9,Random,0.4,97.13,97.64
487,97.9,Random,0.4,97.26,97.79
488,97.9,Random,0.4,97.33,97.94
489,97.9,Random,0.4,97.52,97.94
490,97.9,Random,0.4,96.89,97.79
491,97.9,Random,0.4,97.23,97.91
492,97.9,Random,0.4,96.97,98.0
493,97.9,Random,0.4,96.99,97.84
494,97.9,Random,0.4,97.06,98.02
495,97.9,Random,0.4,97.56,97.96
496,97.9,Random,0.4,96.81,97.87
497,97.9,Random,0.4,97.19,97.59
498,97.9,Random,0.4,97.0,97.73
499,97.9,Random,0.4,96.93,98.02
500,97.9,Random,0.4,97.3,97.89
501,97.9,Random,0.4,97.29,97.85
502,97.9,Random,0.4,96.74,97.74
503,97.9,Random,0.4,96.87,97.97
504,97.9,Random,0.4,97.29,97.88
505,97.9,Random,0.4,97.16,97.9
506,97.9,Random,0.4,97.03,97.99
507,97.9,Random,0.4,97.25,97.78
508,97.9,Random,0.4,97.2,97.86
509,97.9,Random,0.4,97.2,97.86
510,97.9,Random,0.4,97.21,97.68
511,97.9,Random,0.4,96.75,97.91
512,97.9,Random,0.4,97.08,97.77
513,97.9,Random,0.4,97.5,97.85
514,97.9,Random,0.4,97.19,97.91
515,97.9,Random,0.4,97.27,97.94
516,97.9,Random,0.4,96.69,97.69
517,97.9,Random,0.4,97.37,97.92
518,97.9,Random,0.4,96.86,97.84
519,97.9,Random,0.4,97.04,97.88
520,97.9,Random,0.4,96.31,97.72
521,97.9,Random,0.4,97.04,97.69
522,97.9,Random,0.4,96.79,97.88
523,97.9,Random,0.4,97.18,97.79
524,97.9,Random,0.4,97.42,97.87
525,97.9,Random,0.4,97.37,97.77
526,97.9,Random,0.4,97.01,97.89
527,97.9,Random,0.4,97.22,97.88
528,97.9,Random,0.4,97.1,97.97
529,97.9,Random,0.4,97.43,97.88
530,97.9,Random,0.4,97.14,97.85
531,97.9,Random,0.4,97.21,97.81
532,97.9,Random,0.4,96.72,97.83
533,97.9,Random,0.4,97.07,97.85
534,97.9,Random,0.4,97.22,97.8
535,97.9,Random,0.4,96.88,97.87
536,97.9,Random,0.4,97.34,97.9
537,97.9,Random,0.4,97.2,97.95
538,97.9,Random,0.4,97.2,97.9
539,97.9,Random,0.4,97.11,97.85
540,97.9,Random,0.4,97.0,97.82
541,97.9,Random,0.4,97.2,97.86
542,97.9,Random,0.4,97.14,97.81
543,97.9,Random,0.4,96.59,98.09
544,97.9,Random,0.4,97.09,97.64
545,97.9,Random,0.4,97.26,97.8
546,97.9,Random,0.4,96.83,97.82
547,97.9,Random,0.4,97.24,97.74
548,97.9,Random,0.4,96.94,97.96
549,97.9,Random,0.4,97.39,97.93
550,97.9,Random,0.4,97.17,97.98
551,97.9,Random,0.4,96.99,97.74
552,97.9,Random,0.4,97.25,97.9
553,97.9,Random,0.4,97.58,97.88
554,97.9,Random,0.4,97.16,97.81
555,97.9,Random,0.4,97.17,97.91
556,97.9,Random,0.4,97.29,97.92
557,97.9,Random,0.4,97.53,97.75
558,97.9,Random,0.4,96.75,97.73
559,97.9,Random,0.4,97.05,97.9
560,97.9,Random,0.4,97.0,97.68
561,97.9,Random,0.4,97.05,97.79
562,97.9,Random,0.4,97.23,97.91
563,97.9,Random,0.4,97.19,97.78
564,97.9,Random,0.4,97.2,97.87
565,97.9,Random,0.4,96.99,97.88
566,97.9,Random,0.4,97.03,97.76
567,97.9,Random,0.4,97.54,97.96
568,97.9,Random,0.4,96.89,97.76
569,97.9,Random,0.4,97.11,97.84
570,97.9,Random,0.4,97.25,97.86
571,97.9,Random,0.4,97.08,97.8
572,97.9,Random,0.4,97.25,97.76
573,97.9,Random,0.4,97.45,97.68
574,97.9,Random,0.4,97.22,97.84
575,97.9,Random,0.4,97.29,97.85
576,97.9,Random,0.4,97.09,97.83
577,97.9,Random,0.4,96.71,97.92
578,97.9,Random,0.4,97.36,97.98
579,97.9,Random,0.4,97.36,97.79
580,97.9,Random,0.4,97.0,97.95
581,97.9,Random,0.4,96.84,97.91
582,97.9,Random,0.4,97.53,97.79
583,97.9,Random,0.4,97.3,97.68
584,97.9,Random,0.4,97.21,97.88
585,97.9,Random,0.4,97.29,97.86
586,97.9,Random,0.4,97.11,97.68
587,97.9,Random,0.4,97.04,97.87
588,97.9,Random,0.4,97.36,97.83
589,97.9,Random,0.4,97.15,97.88
590,97.9,Random,0.4,97.2,97.86
591,97.9,Random,0.4,97.37,97.81
592,97.9,Random,0.4,97.42,97.92
593,97.9,Random,0.4,96.92,97.81
594,97.9,Random,0.4,97.13,97.91
595,97.9,Random,0.4,97.21,97.85
596,97.9,Random,0.4,97.31,97.82
597,97.9,Random,0.4,97.15,97.89
598,97.9,Random,0.4,97.27,97.95
599,97.9,Random,0.4,97.24,98.0
600,97.9,Random,0.4,97.16,97.82
601,97.9,Random,0.4,96.97,97.89
602,97.9,Random,0.4,97.3,97.92
603,97.9,Random,0.4,97.36,97.94
604,97.9,Random,0.4,97.1,97.84
605,97.9,Random,0.4,96.97,97.8
606,97.9,Random,0.4,97.21,97.89
607,97.9,Random,0.4,97.53,97.81
608,97.9,Random,0.4,97.42,98.04
609,97.9,Random,0.4,97.25,97.91
610,97.9,Random,0.4,96.99,97.82
611,97.9,Random,0.4,97.4,97.9
612,97.9,Random,0.4,97.4,97.84
613,97.9,Random,0.4,97.17,97.88
614,97.9,Random,0.4,97.23,97.73
615,97.9,Random,0.4,97.11,97.81
616,97.9,Random,0.4,97.21,97.85
617,97.9,Random,0.4,96.61,97.79
618,97.9,Random,0.4,97.07,97.78
619,97.9,Random,0.4,97.28,97.86
620,97.9,Random,0.4,97.57,97.81
621,97.9,Random,0.4,96.83,97.92
622,97.9,Random,0.4,97.24,97.84
623,97.9,Random,0.4,96.54,97.54
624,97.9,Random,0.4,97.23,97.85
625,97.9,Random,0.4,97.08,97.73
626,97.9,Random,0.4,96.84,97.76
627,97.9,Random,0.4,97.34,97.93
628,97.9,Random,0.4,96.83,97.9
629,97.9,Random,0.4,96.73,97.79
630,97.9,Random,0.4,97.14,97.84
631,97.9,Random,0.4,97.02,97.86
632,97.9,Random,0.4,97.05,98.09
633,97.9,Random,0.4,97.49,97.72
634,97.9,Random,0.4,97.38,97.91
635,97.9,Random,0.4,96.76,97.85
636,97.9,Random,0.4,97.4,97.64
637,97.9,Random,0.4,97.48,97.77
638,97.9,Random,0.4,97.25,97.9
639,97.9,Random,0.4,96.87,97.69
640,97.9,Random,0.4,97.32,97.82
641,97.9,Random,0.4,97.04,97.87
642,97.9,Random,0.4,96.86,97.88
643,97.9,Random,0.4,96.93,97.98
644,97.9,Random,0.4,97.07,97.87
645,97.9,Random,0.4,97.33,97.76
646,97.9,Random,0.4,96.97,97.82
647,97.9,Random,0.4,97.38,97.81
648,97.9,Random,0.4,97.28,97.75
649,97.9,Random,0.4,97.05,97.69
650,97.9,Random,0.4,97.04,97.85
651,97.9,Random,0.4,97.01,97.85
652,97.9,Random,0.4,97.53,97.83
653,97.9,Random,0.4,96.97,97.84
654,97.9,Random,0.4,96.8,97.8
655,97.9,Random,0.4,96.89,97.86
656,97.9,Random,0.4,97.41,97.94
657,97.9,Random,0.4,97.09,97.79
658,97.9,Random,0.4,97.25,97.81
659,97.9,Random,0.4,97.29,97.76
660,97.9,Random,0.4,97.27,97.83
661,97.9,Random,0.4,97.07,97.73
