Iteration,Baseline_Accuracy,Method,Prune_Ratio,Accuracy_After_Pruning,Accuracy_After_Finetuning
651,97.96,Random,0.3,97.56,98.14
652,97.96,Random,0.3,97.2,97.92
653,97.96,Random,0.3,97.47,97.97
654,97.96,Random,0.3,97.36,97.85
655,97.96,Random,0.3,97.44,98.02
656,97.96,Random,0.3,97.56,97.99
657,97.96,Random,0.3,97.15,97.96
658,97.96,Random,0.3,97.54,97.88
659,97.96,Random,0.3,97.4,97.96
660,97.96,Random,0.3,97.58,97.93
661,97.96,Random,0.3,97.66,97.97
662,97.96,Random,0.3,97.25,97.85
663,97.96,Random,0.3,97.45,97.91
664,97.96,Random,0.3,97.47,98.01
665,97.96,Random,0.3,97.54,97.98
666,97.96,Random,0.3,97.19,97.78
667,97.96,Random,0.3,97.54,98.06
668,97.96,Random,0.3,97.38,98.05
669,97.96,Random,0.3,97.76,98.0
670,97.96,Random,0.3,97.49,97.89
671,97.96,Random,0.3,97.36,97.97
672,97.96,Random,0.3,97.65,97.98
673,97.96,Random,0.3,97.69,97.97
674,97.96,Random,0.3,97.33,97.76
675,97.96,Random,0.3,97.55,97.97
676,97.96,Random,0.3,97.53,97.91
677,97.96,Random,0.3,97.34,97.83
678,97.96,Random,0.3,97.62,97.99
679,97.96,Random,0.3,97.56,97.86
680,97.96,Random,0.3,97.47,97.93
681,97.96,Random,0.3,97.59,97.78
682,97.96,Random,0.3,97.55,97.97
683,97.96,Random,0.3,97.04,97.98
684,97.96,Random,0.3,97.45,98.19
685,97.96,Random,0.3,97.51,98.05
686,97.96,Random,0.3,97.58,97.97
687,97.96,Random,0.3,97.44,97.9
688,97.96,Random,0.3,97.32,98.01
689,97.96,Random,0.3,97.3,97.88
690,97.96,Random,0.3,97.18,98.06
691,97.96,Random,0.3,97.56,97.85
692,97.96,Random,0.3,97.38,97.87
693,97.96,Random,0.3,97.43,97.78
694,97.96,Random,0.3,97.67,98.03
695,97.96,Random,0.3,97.58,97.94
696,97.96,Random,0.3,97.55,98.08
697,97.96,Random,0.3,97.73,98.08
698,97.96,Random,0.3,97.44,98.07
699,97.96,Random,0.3,97.4,97.88
700,97.96,Random,0.3,97.65,98.12
701,97.96,Random,0.3,97.37,97.73
702,97.96,Random,0.3,97.36,97.85
703,97.96,Random,0.3,97.5,98.03
704,97.96,Random,0.3,97.47,97.85
705,97.96,Random,0.3,97.39,98.09
706,97.96,Random,0.3,97.41,97.81
707,97.96,Random,0.3,97.23,97.82
708,97.96,Random,0.3,97.63,97.93
709,97.96,Random,0.3,97.57,97.94
710,97.96,Random,0.3,97.73,97.87
711,97.96,Random,0.3,97.47,98.05
712,97.96,Random,0.3,97.75,97.96
713,97.96,Random,0.3,97.57,97.97
714,97.96,Random,0.3,97.76,98.03
715,97.96,Random,0.3,97.61,97.88
716,97.96,Random,0.3,97.48,98.01
717,97.96,Random,0.3,97.39,98.12
718,97.96,Random,0.3,97.53,97.95
719,97.96,Random,0.3,97.55,97.93
720,97.96,Random,0.3,97.5,97.96
721,97.96,Random,0.3,97.77,97.96
722,97.96,Random,0.3,97.57,97.93
723,97.96,Random,0.3,97.64,97.89
724,97.96,Random,0.3,97.54,97.99
725,97.96,Random,0.3,97.55,97.91
726,97.96,Random,0.3,97.26,98.03
727,97.96,Random,0.3,97.38,97.83
728,97.96,Random,0.3,97.38,97.91
729,97.96,Random,0.3,97.35,97.85
730,97.96,Random,0.3,97.67,97.96
731,97.96,Random,0.3,97.59,98.0
732,97.96,Random,0.3,97.49,97.92
733,97.96,Random,0.3,97.53,97.92
734,97.96,Random,0.3,97.61,98.0
735,97.96,Random,0.3,97.6,98.06
736,97.96,Random,0.3,97.46,98.03
737,97.96,Random,0.3,97.34,98.0
738,97.96,Random,0.3,97.49,97.89
739,97.96,Random,0.3,97.57,97.9
740,97.96,Random,0.3,97.67,97.96
741,97.96,Random,0.3,97.51,98.09
742,97.96,Random,0.3,97.49,97.85
743,97.96,Random,0.3,97.56,97.93
744,97.96,Random,0.3,97.53,98.07
745,97.96,Random,0.3,97.52,98.0
746,97.96,Random,0.3,97.15,97.97
747,97.96,Random,0.3,97.46,98.02
748,97.96,Random,0.3,97.47,97.85
749,97.96,Random,0.3,97.52,97.96
750,97.96,Random,0.3,97.31,97.9
751,97.96,Random,0.3,97.52,98.14
752,97.96,Random,0.3,97.29,98.09
753,97.96,Random,0.3,97.48,97.96
754,97.96,Random,0.3,97.64,97.84
755,97.96,Random,0.3,97.46,97.87
756,97.96,Random,0.3,97.59,97.97
757,97.96,Random,0.3,97.4,97.94
758,97.96,Random,0.3,97.54,97.91
759,97.96,Random,0.3,97.55,97.93
760,97.96,Random,0.3,97.42,97.97
761,97.96,Random,0.3,97.4,98.05
762,97.96,Random,0.3,97.59,97.82
763,97.96,Random,0.3,97.61,97.96
764,97.96,Random,0.3,97.59,97.93
765,97.96,Random,0.3,97.35,97.81
766,97.96,Random,0.3,97.19,97.94
767,97.96,Random,0.3,97.57,97.72
768,97.96,Random,0.3,97.46,97.98
769,97.96,Random,0.3,97.55,98.02
770,97.96,Random,0.3,97.55,97.81
771,97.96,Random,0.3,97.58,97.93
772,97.96,Random,0.3,97.45,97.98
773,97.96,Random,0.3,97.4,97.94
774,97.96,Random,0.3,97.52,97.94
775,97.96,Random,0.3,97.62,98.04
776,97.96,Random,0.3,97.65,97.85
777,97.96,Random,0.3,97.5,98.01
778,97.96,Random,0.3,97.17,97.89
779,97.96,Random,0.3,97.34,97.79
780,97.96,Random,0.3,97.06,98.02
781,97.96,Random,0.3,97.51,98.15
782,97.96,Random,0.3,97.54,97.99
783,97.96,Random,0.3,97.43,97.93
784,97.96,Random,0.3,97.36,98.07
785,97.96,Random,0.3,97.45,97.75
786,97.96,Random,0.3,97.03,97.82
787,97.96,Random,0.3,97.7,98.08
788,97.96,Random,0.3,97.3,97.91
789,97.96,Random,0.3,97.49,98.0
790,97.96,Random,0.3,97.57,97.96
791,97.96,Random,0.3,97.31,97.99
792,97.96,Random,0.3,97.14,97.75
793,97.96,Random,0.3,97.32,98.06
794,97.96,Random,0.3,97.42,98.06
795,97.96,Random,0.3,97.63,97.98
796,97.96,Random,0.3,97.2,97.96
797,97.96,Random,0.3,97.37,97.99
798,97.96,Random,0.3,97.25,98.02
799,97.96,Random,0.3,97.2,97.94
800,97.96,Random,0.3,97.52,98.05
801,97.96,Random,0.3,97.4,98.07
802,97.96,Random,0.3,97.47,97.89
803,97.96,Random,0.3,97.36,97.98
804,97.96,Random,0.3,97.64,98.02
805,97.96,Random,0.3,97.69,97.84
806,97.96,Random,0.3,97.36,98.02
807,97.96,Random,0.3,97.65,97.96
808,97.96,Random,0.3,97.35,98.09
809,97.96,Random,0.3,97.27,97.93
810,97.96,Random,0.3,97.44,97.98
811,97.96,Random,0.3,97.53,98.02
812,97.96,Random,0.3,97.58,97.96
813,97.96,Random,0.3,97.22,98.06
814,97.96,Random,0.3,97.42,98.02
815,97.96,Random,0.3,97.53,98.02
816,97.96,Random,0.3,97.22,98.16
817,97.96,Random,0.3,97.55,97.92
818,97.96,Random,0.3,97.18,97.93
819,97.96,Random,0.3,97.73,97.9
820,97.96,Random,0.3,97.45,97.91
821,97.96,Random,0.3,97.53,97.87
822,97.96,Random,0.3,97.42,97.91
823,97.96,Random,0.3,97.61,97.79
824,97.96,Random,0.3,97.44,97.97
825,97.96,Random,0.3,97.53,97.97
826,97.96,Random,0.3,97.61,97.88
827,97.96,Random,0.3,97.46,97.93
828,97.96,Random,0.3,97.2,97.93
829,97.96,Random,0.3,97.57,97.89
830,97.96,Random,0.3,97.52,97.98
831,97.96,Random,0.3,97.39,97.92
832,97.96,Random,0.3,97.21,97.84
833,97.96,Random,0.3,97.49,97.98
834,97.96,Random,0.3,97.35,97.96
835,97.96,Random,0.3,97.58,97.9
836,97.96,Random,0.3,97.48,97.98
837,97.96,Random,0.3,97.23,97.97
838,97.96,Random,0.3,97.61,97.94
839,97.96,Random,0.3,97.54,97.92
840,97.96,Random,0.3,97.31,97.83
841,97.96,Random,0.3,97.2,97.91
842,97.96,Random,0.3,97.39,97.86
843,97.96,Random,0.3,97.45,97.9
844,97.96,Random,0.3,97.48,98.02
845,97.96,Random,0.3,97.53,97.97
846,97.96,Random,0.3,97.4,97.94
847,97.96,Random,0.3,97.55,98.07
848,97.96,Random,0.3,97.74,98.01
849,97.96,Random,0.3,97.59,98.07
850,97.96,Random,0.3,97.43,97.9
851,97.96,Random,0.3,97.55,98.01
852,97.96,Random,0.3,97.57,97.97
853,97.96,Random,0.3,97.25,97.76
854,97.96,Random,0.3,97.4,98.04
855,97.96,Random,0.3,97.64,97.92
856,97.96,Random,0.3,97.27,97.91
857,97.96,Random,0.3,97.53,98.13
858,97.96,Random,0.3,97.34,97.73
859,97.96,Random,0.3,97.4,97.77
860,97.96,Random,0.3,97.7,97.88
861,97.96,Random,0.3,97.58,97.9
862,97.96,Random,0.3,97.54,98.12
863,97.96,Random,0.3,97.7,98.02
864,97.96,Random,0.3,97.57,97.95
865,97.96,Random,0.3,97.66,98.07
866,97.96,Random,0.3,97.5,97.94
867,97.96,Random,0.3,97.62,98.02
868,97.96,Random,0.3,97.51,97.85
869,97.96,Random,0.3,97.51,98.02
870,97.96,Random,0.3,97.45,98.0
871,97.96,Random,0.3,97.31,97.89
872,97.96,Random,0.3,97.4,98.04
873,97.96,Random,0.3,97.35,97.93
874,97.96,Random,0.3,97.37,97.95
875,97.96,Random,0.3,97.34,98.11
876,97.96,Random,0.3,97.22,98.08
877,97.96,Random,0.3,97.66,97.97
878,97.96,Random,0.3,97.33,97.99
879,97.96,Random,0.3,97.56,97.81
880,97.96,Random,0.3,97.44,97.99
881,97.96,Random,0.3,97.53,97.87
882,97.96,Random,0.3,97.5,97.96
883,97.96,Random,0.3,97.69,97.99
884,97.96,Random,0.3,97.18,97.9
885,97.96,Random,0.3,97.46,97.91
886,97.96,Random,0.3,97.49,97.94
887,97.96,Random,0.3,97.45,97.95
888,97.96,Random,0.3,97.54,98.03
889,97.96,Random,0.3,97.5,98.09
890,97.96,Random,0.3,97.49,98.0
891,97.96,Random,0.3,97.49,97.83
892,97.96,Random,0.3,97.47,98.04
893,97.96,Random,0.3,97.6,97.85
894,97.96,Random,0.3,97.53,98.0
895,97.96,Random,0.3,97.4,97.95
896,97.96,Random,0.3,97.59,97.83
897,97.96,Random,0.3,97.4,97.77
898,97.96,Random,0.3,97.37,97.91
899,97.96,Random,0.3,97.54,97.92
900,97.96,Random,0.3,97.51,97.93
901,97.96,Random,0.3,97.63,98.06
902,97.96,Random,0.3,97.01,98.05
903,97.96,Random,0.3,97.35,97.93
904,97.96,Random,0.3,97.43,97.91
905,97.96,Random,0.3,97.27,97.92
906,97.96,Random,0.3,97.49,97.9
907,97.96,Random,0.3,97.71,97.91
908,97.96,Random,0.3,97.32,97.93
909,97.96,Random,0.3,97.69,97.94
910,97.96,Random,0.3,97.21,97.98
911,97.96,Random,0.3,97.27,97.94
912,97.96,Random,0.3,97.64,97.77
913,97.96,Random,0.3,97.59,98.09
914,97.96,Random,0.3,97.59,98.01
915,97.96,Random,0.3,97.67,97.88
916,97.96,Random,0.3,97.18,97.72
917,97.96,Random,0.3,97.54,97.89
918,97.96,Random,0.3,97.48,97.93
919,97.96,Random,0.3,97.45,97.8
920,97.96,Random,0.3,97.49,97.83
921,97.96,Random,0.3,97.3,98.0
922,97.96,Random,0.3,97.47,97.83
923,97.96,Random,0.3,97.41,97.92
924,97.96,Random,0.3,97.61,97.77
925,97.96,Random,0.3,97.32,97.83
926,97.96,Random,0.3,97.63,97.97
927,97.96,Random,0.3,97.73,97.99
928,97.96,Random,0.3,97.36,97.93
929,97.96,Random,0.3,97.22,97.97
930,97.96,Random,0.3,97.57,97.96
931,97.96,Random,0.3,97.39,97.84
932,97.96,Random,0.3,97.57,98.01
933,97.96,Random,0.3,97.57,97.9
934,97.96,Random,0.3,97.62,98.0
935,97.96,Random,0.3,97.54,98.06
936,97.96,Random,0.3,97.44,97.8
937,97.96,Random,0.3,97.74,97.99
938,97.96,Random,0.3,97.5,98.02
939,97.96,Random,0.3,97.53,98.11
940,97.96,Random,0.3,97.49,97.96
941,97.96,Random,0.3,97.39,97.97
942,97.96,Random,0.3,97.45,97.91
943,97.96,Random,0.3,97.11,97.85
944,97.96,Random,0.3,97.55,97.96
945,97.96,Random,0.3,97.21,98.08
946,97.96,Random,0.3,97.38,97.83
947,97.96,Random,0.3,97.55,97.88
948,97.96,Random,0.3,97.5,97.91
949,97.96,Random,0.3,97.37,98.1
950,97.96,Random,0.3,97.5,98.06
951,97.96,Random,0.3,96.89,97.92
952,97.96,Random,0.3,97.64,97.81
953,97.96,Random,0.3,97.63,97.99
954,97.96,Random,0.3,97.55,97.87
955,97.96,Random,0.3,97.44,97.82
956,97.96,Random,0.3,97.57,97.99
957,97.96,Random,0.3,97.44,98.09
958,97.96,Random,0.3,97.53,98.08
959,97.96,Random,0.3,97.65,97.94
960,97.96,Random,0.3,97.52,98.11
961,97.96,Random,0.3,97.45,97.81
962,97.96,Random,0.3,97.45,98.01
963,97.96,Random,0.3,97.22,98.0
964,97.96,Random,0.3,97.49,97.82
965,97.96,Random,0.3,97.42,97.93
966,97.96,Random,0.3,97.41,97.99
967,97.96,Random,0.3,97.29,98.05
968,97.96,Random,0.3,97.46,97.82
969,97.96,Random,0.3,97.52,97.88
970,97.96,Random,0.3,97.5,97.91
971,97.96,Random,0.3,97.47,97.95
972,97.96,Random,0.3,97.55,97.84
973,97.96,Random,0.3,97.39,98.03
974,97.96,Random,0.3,97.02,97.89
975,97.96,Random,0.3,97.22,97.81
976,97.96,Random,0.3,97.56,97.98
977,97.96,Random,0.3,97.13,97.91
978,97.96,Random,0.3,97.51,97.94
979,97.96,Random,0.3,97.64,97.95
980,97.96,Random,0.3,97.12,97.89
981,97.96,Random,0.3,97.56,98.05
982,97.96,Random,0.3,97.28,97.86
983,97.96,Random,0.3,97.5,97.86
984,97.96,Random,0.3,97.34,97.88
985,97.96,Random,0.3,97.47,97.92
986,97.96,Random,0.3,97.55,97.93
987,97.96,Random,0.3,97.4,97.83
988,97.96,Random,0.3,97.5,98.01
989,97.96,Random,0.3,97.41,97.96
990,97.96,Random,0.3,97.5,97.97
991,97.96,Random,0.3,97.26,97.89
992,97.96,Random,0.3,97.48,97.98
993,97.96,Random,0.3,97.37,98.08
994,97.96,Random,0.3,97.42,97.81
995,97.96,Random,0.3,97.64,97.87
996,97.96,Random,0.3,97.54,97.93
997,97.96,Random,0.3,97.48,97.91
998,97.96,Random,0.3,97.54,97.95
999,97.96,Random,0.3,97.62,97.93
1000,97.96,Random,0.3,97.33,97.85
