Iteration,Method,Prune_Ratio,Baseline_Candidate_Acc,Accuracy_After_Finetuning,Training_Time_sec,Compression_Rate,Params,Baseline_Accuracy,Baseline_FLOPs
589,Random,0.4,87.15,89.0,40.38775658607483,1.6731472728020058,121645.0,88.71,203264.0
36,Random,0.4,87.1,88.89,41.64928150177002,1.6731472728020058,121645.0,88.71,203264.0
297,Random,0.4,87.1,88.97,42.23051476478577,1.6731472728020058,121645.0,88.71,203264.0
280,Random,0.4,87.1,88.96,43.53307127952576,1.6731472728020058,121645.0,88.71,203264.0
199,Random,0.4,87.05,89.1,42.38577914237976,1.6731472728020058,121645.0,88.71,203264.0
962,Random,0.4,87.05,88.73,43.96276330947876,1.6731472728020058,121645.0,88.71,203264.0
57,Random,0.4,87.05,88.6,45.24501419067383,1.6731472728020058,121645.0,88.71,203264.0
386,Random,0.4,87.05,88.58,41.356847047805786,1.6731472728020058,121645.0,88.71,203264.0
920,Random,0.4,87.0,88.93,41.53262448310852,1.6731472728020058,121645.0,88.71,203264.0
965,Random,0.4,87.0,89.06,42.75139403343201,1.6731472728020058,121645.0,88.71,203264.0
546,Random,0.4,87.0,88.56,43.198511362075806,1.6731472728020058,121645.0,88.71,203264.0
187,Random,0.4,86.95,88.38,43.002504110336304,1.6731472728020058,121645.0,88.71,203264.0
991,Random,0.4,86.95,88.99,43.25265455245972,1.6731472728020058,121645.0,88.71,203264.0
19,Random,0.4,86.95,88.64,45.83126187324524,1.6731472728020058,121645.0,88.71,203264.0
490,Random,0.4,86.95,88.88,41.1001501083374,1.6731472728020058,121645.0,88.71,203264.0
538,Random,0.4,86.95,88.64,41.00091886520386,1.6731472728020058,121645.0,88.71,203264.0
558,Random,0.4,86.95,88.68,41.9926176071167,1.6731472728020058,121645.0,88.71,203264.0
792,Random,0.4,86.95,89.23,42.92497491836548,1.6731472728020058,121645.0,88.71,203264.0
827,Random,0.4,86.95,88.79,42.94119644165039,1.6731472728020058,121645.0,88.71,203264.0
712,Random,0.4,86.95,89.14,43.171990156173706,1.6731472728020058,121645.0,88.71,203264.0
896,Random,0.4,86.9,88.2,44.22265100479126,1.6731472728020058,121645.0,88.71,203264.0
915,Random,0.4,86.9,88.56,41.016257762908936,1.6731472728020058,121645.0,88.71,203264.0
378,Random,0.4,86.9,88.58,41.67038822174072,1.6731472728020058,121645.0,88.71,203264.0
385,Random,0.4,86.9,88.6,40.854560136795044,1.6731472728020058,121645.0,88.71,203264.0
421,Random,0.4,86.9,88.64,43.187012672424316,1.6731472728020058,121645.0,88.71,203264.0
483,Random,0.4,86.9,88.85,43.180657625198364,1.6731472728020058,121645.0,88.71,203264.0
740,Random,0.4,86.9,88.81,44.67785835266113,1.6731472728020058,121645.0,88.71,203264.0
796,Random,0.4,86.9,88.53,44.23817753791809,1.6731472728020058,121645.0,88.71,203264.0
583,Random,0.4,86.9,88.87,40.83796954154968,1.6731472728020058,121645.0,88.71,203264.0
182,Random,0.4,86.85,88.32,40.637386322021484,1.6731472728020058,121645.0,88.71,203264.0
860,Random,0.4,86.85,88.75,40.41714596748352,1.6731472728020058,121645.0,88.71,203264.0
441,Random,0.4,86.85,88.99,41.449992418289185,1.6731472728020058,121645.0,88.71,203264.0
729,Random,0.4,86.85,88.63,44.12504863739014,1.6731472728020058,121645.0,88.71,203264.0
800,Random,0.4,86.85,88.67,44.51461696624756,1.6731472728020058,121645.0,88.71,203264.0
640,Random,0.4,86.85,88.59,43.09899592399597,1.6731472728020058,121645.0,88.71,203264.0
681,Random,0.4,86.85,88.9,40.359954833984375,1.6731472728020058,121645.0,88.71,203264.0
151,Random,0.4,86.8,88.92,40.63370227813721,1.6731472728020058,121645.0,88.71,203264.0
172,Random,0.4,86.8,88.58,41.06812071800232,1.6731472728020058,121645.0,88.71,203264.0
980,Random,0.4,86.8,88.51,40.54727482795715,1.6731472728020058,121645.0,88.71,203264.0
50,Random,0.4,86.8,88.43,43.3927800655365,1.6731472728020058,121645.0,88.71,203264.0
52,Random,0.4,86.8,88.07,44.64595103263855,1.6731472728020058,121645.0,88.71,203264.0
322,Random,0.4,86.8,88.68,42.863569259643555,1.6731472728020058,121645.0,88.71,203264.0
387,Random,0.4,86.8,88.46,40.58188605308533,1.6731472728020058,121645.0,88.71,203264.0
769,Random,0.4,86.8,88.9,40.78638529777527,1.6731472728020058,121645.0,88.71,203264.0
580,Random,0.4,86.8,88.68,40.51868939399719,1.6731472728020058,121645.0,88.71,203264.0
609,Random,0.4,86.8,88.6,40.71974444389343,1.6731472728020058,121645.0,88.71,203264.0
711,Random,0.4,86.8,88.85,42.53909993171692,1.6731472728020058,121645.0,88.71,203264.0
229,Random,0.4,86.75,88.82,42.62643265724182,1.6731472728020058,121645.0,88.71,203264.0
166,Random,0.4,86.75,88.36,45.334150314331055,1.6731472728020058,121645.0,88.71,203264.0
905,Random,0.4,86.75,88.89,40.62103819847107,1.6731472728020058,121645.0,88.71,203264.0
913,Random,0.4,86.75,88.98,41.44589138031006,1.6731472728020058,121645.0,88.71,203264.0
914,Random,0.4,86.75,88.75,41.46470904350281,1.6731472728020058,121645.0,88.71,203264.0
24,Random,0.4,86.75,88.41,41.011637687683105,1.6731472728020058,121645.0,88.71,203264.0
401,Random,0.4,86.75,88.22,42.54969382286072,1.6731472728020058,121645.0,88.71,203264.0
419,Random,0.4,86.75,88.58,42.660786628723145,1.6731472728020058,121645.0,88.71,203264.0
551,Random,0.4,86.75,88.91,44.710938453674316,1.6731472728020058,121645.0,88.71,203264.0
821,Random,0.4,86.75,88.84,40.57044553756714,1.6731472728020058,121645.0,88.71,203264.0
706,Random,0.4,86.75,88.24,41.24397420883179,1.6731472728020058,121645.0,88.71,203264.0
152,Random,0.4,86.7,88.61,40.954081773757935,1.6731472728020058,121645.0,88.71,203264.0
215,Random,0.4,86.7,88.67,41.161816120147705,1.6731472728020058,121645.0,88.71,203264.0
223,Random,0.4,86.7,88.76,42.8770067691803,1.6731472728020058,121645.0,88.71,203264.0
976,Random,0.4,86.7,88.8,42.794808864593506,1.6731472728020058,121645.0,88.71,203264.0
549,Random,0.4,86.7,88.94,40.42686176300049,1.6731472728020058,121645.0,88.71,203264.0
392,Random,0.4,86.7,88.8,45.22385096549988,1.6731472728020058,121645.0,88.71,203264.0
602,Random,0.4,86.7,88.83,41.10173583030701,1.6731472728020058,121645.0,88.71,203264.0
615,Random,0.4,86.7,88.12,40.78537201881409,1.6731472728020058,121645.0,88.71,203264.0
630,Random,0.4,86.7,88.7,41.38594603538513,1.6731472728020058,121645.0,88.71,203264.0
226,Random,0.4,86.65,88.83,43.693684101104736,1.6731472728020058,121645.0,88.71,203264.0
261,Random,0.4,86.65,88.79,42.61523652076721,1.6731472728020058,121645.0,88.71,203264.0
273,Random,0.4,86.65,88.69,40.82470893859863,1.6731472728020058,121645.0,88.71,203264.0
929,Random,0.4,86.65,88.12,40.520211935043335,1.6731472728020058,121645.0,88.71,203264.0
973,Random,0.4,86.65,88.29,40.20690679550171,1.6731472728020058,121645.0,88.71,203264.0
901,Random,0.4,86.65,88.81,46.517756938934326,1.6731472728020058,121645.0,88.71,203264.0
138,Random,0.4,86.65,88.48,41.141194343566895,1.6731472728020058,121645.0,88.71,203264.0
304,Random,0.4,86.65,89.18,41.604867696762085,1.6731472728020058,121645.0,88.71,203264.0
352,Random,0.4,86.65,88.82,41.560558557510376,1.6731472728020058,121645.0,88.71,203264.0
340,Random,0.4,86.65,88.56,42.45620799064636,1.6731472728020058,121645.0,88.71,203264.0
755,Random,0.4,86.65,88.22,40.00186848640442,1.6731472728020058,121645.0,88.71,203264.0
495,Random,0.4,86.65,88.41,41.1491219997406,1.6731472728020058,121645.0,88.71,203264.0
180,Random,0.4,86.6,88.68,40.08797097206116,1.6731472728020058,121645.0,88.71,203264.0
818,Random,0.4,86.65,89.19,45.62996792793274,1.6731472728020058,121645.0,88.71,203264.0
926,Random,0.4,86.6,88.05,41.98131322860718,1.6731472728020058,121645.0,88.71,203264.0
934,Random,0.4,86.6,88.72,41.36198139190674,1.6731472728020058,121645.0,88.71,203264.0
35,Random,0.4,86.6,88.99,42.650065660476685,1.6731472728020058,121645.0,88.71,203264.0
93,Random,0.4,86.6,88.61,40.75150179862976,1.6731472728020058,121645.0,88.71,203264.0
288,Random,0.4,86.6,89.12,41.30004048347473,1.6731472728020058,121645.0,88.71,203264.0
299,Random,0.4,86.6,89.05,41.440892934799194,1.6731472728020058,121645.0,88.71,203264.0
333,Random,0.4,86.6,88.82,45.214545488357544,1.6731472728020058,121645.0,88.71,203264.0
341,Random,0.4,86.6,88.63,42.71425223350525,1.6731472728020058,121645.0,88.71,203264.0
444,Random,0.4,86.6,88.89,41.47745609283447,1.6731472728020058,121645.0,88.71,203264.0
475,Random,0.4,86.6,88.37,42.70940041542053,1.6731472728020058,121645.0,88.71,203264.0
529,Random,0.4,86.6,88.47,41.065030097961426,1.6731472728020058,121645.0,88.71,203264.0
540,Random,0.4,86.6,88.72,41.38853335380554,1.6731472728020058,121645.0,88.71,203264.0
754,Random,0.4,86.6,88.71,41.199392557144165,1.6731472728020058,121645.0,88.71,203264.0
790,Random,0.4,86.6,88.92,44.507864236831665,1.6731472728020058,121645.0,88.71,203264.0
616,Random,0.4,86.6,88.49,42.248579263687134,1.6731472728020058,121645.0,88.71,203264.0
249,Random,0.4,86.55,88.38,41.238770961761475,1.6731472728020058,121645.0,88.71,203264.0
921,Random,0.4,86.55,88.55,42.941312313079834,1.6731472728020058,121645.0,88.71,203264.0
968,Random,0.4,86.55,89.01,41.47546863555908,1.6731472728020058,121645.0,88.71,203264.0
120,Random,0.4,86.55,88.34,41.1565887928009,1.6731472728020058,121645.0,88.71,203264.0
327,Random,0.4,86.55,88.86,40.897971630096436,1.6731472728020058,121645.0,88.71,203264.0
439,Random,0.4,86.55,88.45,44.30823612213135,1.6731472728020058,121645.0,88.71,203264.0
447,Random,0.4,86.55,88.68,44.42823028564453,1.6731472728020058,121645.0,88.71,203264.0
496,Random,0.4,86.55,88.15,41.617098808288574,1.6731472728020058,121645.0,88.71,203264.0
559,Random,0.4,86.55,88.88,43.441009759902954,1.6731472728020058,121645.0,88.71,203264.0
799,Random,0.4,86.55,88.83,40.808122634887695,1.6731472728020058,121645.0,88.71,203264.0
824,Random,0.4,86.55,88.53,41.00917649269104,1.6731472728020058,121645.0,88.71,203264.0
576,Random,0.4,86.55,88.84,41.40111422538757,1.6731472728020058,121645.0,88.71,203264.0
643,Random,0.4,86.55,88.37,44.29406428337097,1.6731472728020058,121645.0,88.71,203264.0
150,Random,0.4,86.5,88.91,44.82809257507324,1.6731472728020058,121645.0,88.71,203264.0
911,Random,0.4,86.5,89.03,40.897430658340454,1.6731472728020058,121645.0,88.71,203264.0
20,Random,0.4,86.5,88.81,42.69487643241882,1.6731472728020058,121645.0,88.71,203264.0
102,Random,0.4,86.5,88.78,40.785730838775635,1.6731472728020058,121645.0,88.71,203264.0
81,Random,0.4,86.5,88.57,41.4708092212677,1.6731472728020058,121645.0,88.71,203264.0
112,Random,0.4,86.5,88.64,41.07892417907715,1.6731472728020058,121645.0,88.71,203264.0
128,Random,0.4,86.5,89.02,45.23628258705139,1.6731472728020058,121645.0,88.71,203264.0
355,Random,0.4,86.5,87.95,40.80624318122864,1.6731472728020058,121645.0,88.71,203264.0
141,Random,0.4,86.5,88.33,43.968353033065796,1.6731472728020058,121645.0,88.71,203264.0
500,Random,0.4,86.5,88.88,41.262606382369995,1.6731472728020058,121645.0,88.71,203264.0
741,Random,0.4,86.5,88.19,41.68678092956543,1.6731472728020058,121645.0,88.71,203264.0
478,Random,0.4,86.5,88.14,42.654250383377075,1.6731472728020058,121645.0,88.71,203264.0
742,Random,0.4,86.5,89.03,40.877479791641235,1.6731472728020058,121645.0,88.71,203264.0
813,Random,0.4,86.5,88.6,45.3872447013855,1.6731472728020058,121645.0,88.71,203264.0
815,Random,0.4,86.5,88.29,41.42324733734131,1.6731472728020058,121645.0,88.71,203264.0
8,Random,0.4,86.45,88.35,43.965209007263184,1.6731472728020058,121645.0,88.71,203264.0
54,Random,0.4,86.45,89.1,41.085407733917236,1.6731472728020058,121645.0,88.71,203264.0
108,Random,0.4,86.45,88.77,41.16486978530884,1.6731472728020058,121645.0,88.71,203264.0
114,Random,0.4,86.45,88.16,42.79956245422363,1.6731472728020058,121645.0,88.71,203264.0
129,Random,0.4,86.45,88.42,40.450363874435425,1.6731472728020058,121645.0,88.71,203264.0
305,Random,0.4,86.45,88.75,40.74413180351257,1.6731472728020058,121645.0,88.71,203264.0
291,Random,0.4,86.45,88.64,45.67547678947449,1.6731472728020058,121645.0,88.71,203264.0
448,Random,0.4,86.45,89.03,43.7117874622345,1.6731472728020058,121645.0,88.71,203264.0
178,Random,0.4,86.4,88.35,41.16366648674011,1.6731472728020058,121645.0,88.71,203264.0
696,Random,0.4,86.45,88.75,41.374711751937866,1.6731472728020058,121645.0,88.71,203264.0
940,Random,0.4,86.4,88.61,41.16180396080017,1.6731472728020058,121645.0,88.71,203264.0
200,Random,0.4,86.4,88.86,43.01967763900757,1.6731472728020058,121645.0,88.71,203264.0
947,Random,0.4,86.4,88.61,40.74060416221619,1.6731472728020058,121645.0,88.71,203264.0
134,Random,0.4,86.4,88.93,45.865063190460205,1.6731472728020058,121645.0,88.71,203264.0
295,Random,0.4,86.4,88.76,42.58086705207825,1.6731472728020058,121645.0,88.71,203264.0
381,Random,0.4,86.4,88.77,40.656527519226074,1.6731472728020058,121645.0,88.71,203264.0
484,Random,0.4,86.4,88.72,41.20703172683716,1.6731472728020058,121645.0,88.71,203264.0
518,Random,0.4,86.4,88.42,40.51103496551514,1.6731472728020058,121645.0,88.71,203264.0
784,Random,0.4,86.4,89.26,44.83270716667175,1.6731472728020058,121645.0,88.71,203264.0
830,Random,0.4,86.4,88.6,42.19227719306946,1.6731472728020058,121645.0,88.71,203264.0
637,Random,0.4,86.4,89.05,43.20756936073303,1.6731472728020058,121645.0,88.71,203264.0
658,Random,0.4,86.4,88.35,43.7923903465271,1.6731472728020058,121645.0,88.71,203264.0
588,Random,0.4,86.4,88.97,48.636072635650635,1.6731472728020058,121645.0,88.71,203264.0
674,Random,0.4,86.4,88.83,44.616276264190674,1.6731472728020058,121645.0,88.71,203264.0
606,Random,0.4,86.4,87.92,50.38096499443054,1.6731472728020058,121645.0,88.71,203264.0
171,Random,0.4,86.35,88.66,44.86657190322876,1.6731472728020058,121645.0,88.71,203264.0
154,Random,0.4,86.35,88.9,71.3735716342926,1.6731472728020058,121645.0,88.71,203264.0
908,Random,0.4,86.35,88.6,45.29151964187622,1.6731472728020058,121645.0,88.71,203264.0
870,Random,0.4,86.35,88.53,45.929935693740845,1.6731472728020058,121645.0,88.71,203264.0
298,Random,0.4,86.35,88.81,43.98464012145996,1.6731472728020058,121645.0,88.71,203264.0
115,Random,0.4,86.35,88.86,50.028785705566406,1.6731472728020058,121645.0,88.71,203264.0
326,Random,0.4,86.35,88.32,47.29510164260864,1.6731472728020058,121645.0,88.71,203264.0
832,Random,0.4,86.35,88.11,41.215003967285156,1.6731472728020058,121645.0,88.71,203264.0
845,Random,0.4,86.35,88.63,43.1602623462677,1.6731472728020058,121645.0,88.71,203264.0
582,Random,0.4,86.35,88.98,41.07754039764404,1.6731472728020058,121645.0,88.71,203264.0
189,Random,0.4,86.3,88.81,41.36686134338379,1.6731472728020058,121645.0,88.71,203264.0
214,Random,0.4,86.3,88.53,41.305678367614746,1.6731472728020058,121645.0,88.71,203264.0
220,Random,0.4,86.3,88.81,42.28874444961548,1.6731472728020058,121645.0,88.71,203264.0
216,Random,0.4,86.3,88.1,47.4329092502594,1.6731472728020058,121645.0,88.71,203264.0
886,Random,0.4,86.3,88.49,40.9454140663147,1.6731472728020058,121645.0,88.71,203264.0
898,Random,0.4,86.3,88.27,42.795955181121826,1.6731472728020058,121645.0,88.71,203264.0
951,Random,0.4,86.3,88.98,41.00734782218933,1.6731472728020058,121645.0,88.71,203264.0
958,Random,0.4,86.3,88.49,40.85331177711487,1.6731472728020058,121645.0,88.71,203264.0
38,Random,0.4,86.3,88.8,41.04420828819275,1.6731472728020058,121645.0,88.71,203264.0
428,Random,0.4,86.3,88.82,43.674861669540405,1.6731472728020058,121645.0,88.71,203264.0
508,Random,0.4,86.3,87.47,43.98619246482849,1.6731472728020058,121645.0,88.71,203264.0
526,Random,0.4,86.3,89.02,40.76673769950867,1.6731472728020058,121645.0,88.71,203264.0
542,Random,0.4,86.3,89.02,42.9854896068573,1.6731472728020058,121645.0,88.71,203264.0
782,Random,0.4,86.3,88.4,40.71135663986206,1.6731472728020058,121645.0,88.71,203264.0
722,Random,0.4,86.3,88.41,41.30642652511597,1.6731472728020058,121645.0,88.71,203264.0
838,Random,0.4,86.3,88.76,40.82881283760071,1.6731472728020058,121645.0,88.71,203264.0
715,Random,0.4,86.3,88.32,42.61422061920166,1.6731472728020058,121645.0,88.71,203264.0
145,Random,0.4,86.25,88.38,43.2874972820282,1.6731472728020058,121645.0,88.71,203264.0
148,Random,0.4,86.25,88.68,40.84734535217285,1.6731472728020058,121645.0,88.71,203264.0
149,Random,0.4,86.25,88.93,42.40129089355469,1.6731472728020058,121645.0,88.71,203264.0
191,Random,0.4,86.25,87.86,40.802674293518066,1.6731472728020058,121645.0,88.71,203264.0
257,Random,0.4,86.25,88.85,41.769723892211914,1.6731472728020058,121645.0,88.71,203264.0
260,Random,0.4,86.25,88.33,41.18473196029663,1.6731472728020058,121645.0,88.71,203264.0
869,Random,0.4,86.25,88.03,43.703845739364624,1.6731472728020058,121645.0,88.71,203264.0
873,Random,0.4,86.25,88.75,44.46462440490723,1.6731472728020058,121645.0,88.71,203264.0
891,Random,0.4,86.25,88.4,41.197670221328735,1.6731472728020058,121645.0,88.71,203264.0
907,Random,0.4,86.25,88.94,40.590370655059814,1.6731472728020058,121645.0,88.71,203264.0
904,Random,0.4,86.25,88.42,42.768171310424805,1.6731472728020058,121645.0,88.71,203264.0
140,Random,0.4,86.25,88.63,41.72870349884033,1.6731472728020058,121645.0,88.71,203264.0
315,Random,0.4,86.25,88.28,41.36773943901062,1.6731472728020058,121645.0,88.71,203264.0
364,Random,0.4,86.25,88.76,42.93541216850281,1.6731472728020058,121645.0,88.71,203264.0
823,Random,0.4,86.25,88.94,43.45799279212952,1.6731472728020058,121645.0,88.71,203264.0
846,Random,0.4,86.25,88.56,41.37563514709473,1.6731472728020058,121645.0,88.71,203264.0
620,Random,0.4,86.25,88.57,40.102466344833374,1.6731472728020058,121645.0,88.71,203264.0
625,Random,0.4,86.25,88.56,40.90226626396179,1.6731472728020058,121645.0,88.71,203264.0
665,Random,0.4,86.25,89.15,40.771968841552734,1.6731472728020058,121645.0,88.71,203264.0
622,Random,0.4,86.25,88.69,43.15198993682861,1.6731472728020058,121645.0,88.71,203264.0
666,Random,0.4,86.25,88.06,42.34766459465027,1.6731472728020058,121645.0,88.71,203264.0
219,Random,0.4,86.2,88.01,43.766762256622314,1.6731472728020058,121645.0,88.71,203264.0
247,Random,0.4,86.2,88.56,41.56226444244385,1.6731472728020058,121645.0,88.71,203264.0
13,Random,0.4,86.2,89.09,40.729403495788574,1.6731472728020058,121645.0,88.71,203264.0
126,Random,0.4,86.2,88.91,41.28721022605896,1.6731472728020058,121645.0,88.71,203264.0
143,Random,0.4,86.2,88.66,41.15955901145935,1.6731472728020058,121645.0,88.71,203264.0
287,Random,0.4,86.2,88.92,42.449490785598755,1.6731472728020058,121645.0,88.71,203264.0
292,Random,0.4,86.2,88.76,42.921438217163086,1.6731472728020058,121645.0,88.71,203264.0
436,Random,0.4,86.2,88.96,41.16273260116577,1.6731472728020058,121645.0,88.71,203264.0
369,Random,0.4,86.2,89.07,46.52806258201599,1.6731472728020058,121645.0,88.71,203264.0
489,Random,0.4,86.2,89.09,40.855188608169556,1.6731472728020058,121645.0,88.71,203264.0
507,Random,0.4,86.2,88.53,41.26076936721802,1.6731472728020058,121645.0,88.71,203264.0
520,Random,0.4,86.2,88.99,40.99267101287842,1.6731472728020058,121645.0,88.71,203264.0
717,Random,0.4,86.2,88.46,42.464606285095215,1.6731472728020058,121645.0,88.71,203264.0
775,Random,0.4,86.2,88.85,42.1796977519989,1.6731472728020058,121645.0,88.71,203264.0
621,Random,0.4,86.2,88.81,41.50924324989319,1.6731472728020058,121645.0,88.71,203264.0
713,Random,0.4,86.2,88.0,46.797616720199585,1.6731472728020058,121645.0,88.71,203264.0
211,Random,0.4,86.15,88.79,40.67823076248169,1.6731472728020058,121645.0,88.71,203264.0
234,Random,0.4,86.15,88.78,41.614667654037476,1.6731472728020058,121645.0,88.71,203264.0
894,Random,0.4,86.15,88.93,41.22291374206543,1.6731472728020058,121645.0,88.71,203264.0
918,Random,0.4,86.15,88.84,42.59293508529663,1.6731472728020058,121645.0,88.71,203264.0
48,Random,0.4,86.15,88.33,42.21182322502136,1.6731472728020058,121645.0,88.71,203264.0
123,Random,0.4,86.15,88.25,41.70745873451233,1.6731472728020058,121645.0,88.71,203264.0
321,Random,0.4,86.15,88.72,40.98786997795105,1.6731472728020058,121645.0,88.71,203264.0
313,Random,0.4,86.15,88.67,45.15689444541931,1.6731472728020058,121645.0,88.71,203264.0
405,Random,0.4,86.15,88.25,41.196054220199585,1.6731472728020058,121645.0,88.71,203264.0
420,Random,0.4,86.15,88.8,41.342726707458496,1.6731472728020058,121645.0,88.71,203264.0
486,Random,0.4,86.15,88.57,42.672847509384155,1.6731472728020058,121645.0,88.71,203264.0
773,Random,0.4,86.15,88.45,42.12271595001221,1.6731472728020058,121645.0,88.71,203264.0
847,Random,0.4,86.15,89.12,40.5880241394043,1.6731472728020058,121645.0,88.71,203264.0
574,Random,0.4,86.15,88.83,40.99423909187317,1.6731472728020058,121645.0,88.71,203264.0
179,Random,0.4,86.1,89.03,41.19756817817688,1.6731472728020058,121645.0,88.71,203264.0
695,Random,0.4,86.15,89.47,44.964850425720215,1.6731472728020058,121645.0,88.71,203264.0
243,Random,0.4,86.1,88.11,41.14798927307129,1.6731472728020058,121645.0,88.71,203264.0
963,Random,0.4,86.1,89.1,42.59984803199768,1.6731472728020058,121645.0,88.71,203264.0
999,Random,0.4,86.1,88.74,41.96675491333008,1.6731472728020058,121645.0,88.71,203264.0
80,Random,0.4,86.1,88.45,41.27234959602356,1.6731472728020058,121645.0,88.71,203264.0
303,Random,0.4,86.1,88.26,41.22305250167847,1.6731472728020058,121645.0,88.71,203264.0
758,Random,0.4,86.1,88.81,41.23287582397461,1.6731472728020058,121645.0,88.71,203264.0
470,Random,0.4,86.1,89.05,42.174845457077026,1.6731472728020058,121645.0,88.71,203264.0
743,Random,0.4,86.1,88.69,44.31889986991882,1.6731472728020058,121645.0,88.71,203264.0
816,Random,0.4,86.1,88.35,42.54445457458496,1.6731472728020058,121645.0,88.71,203264.0
611,Random,0.4,86.1,88.99,42.32191610336304,1.6731472728020058,121645.0,88.71,203264.0
635,Random,0.4,86.1,88.57,41.622374057769775,1.6731472728020058,121645.0,88.71,203264.0
161,Random,0.4,86.05,89.09,41.02666878700256,1.6731472728020058,121645.0,88.71,203264.0
217,Random,0.4,86.05,88.66,41.272231578826904,1.6731472728020058,121645.0,88.71,203264.0
235,Random,0.4,86.05,88.5,41.28403067588806,1.6731472728020058,121645.0,88.71,203264.0
251,Random,0.4,86.05,89.16,45.56864094734192,1.6731472728020058,121645.0,88.71,203264.0
270,Random,0.4,86.05,88.64,42.78489089012146,1.6731472728020058,121645.0,88.71,203264.0
932,Random,0.4,86.05,88.78,42.6312358379364,1.6731472728020058,121645.0,88.71,203264.0
970,Random,0.4,86.05,88.5,40.96461272239685,1.6731472728020058,121645.0,88.71,203264.0
988,Random,0.4,86.05,89.04,41.12679123878479,1.6731472728020058,121645.0,88.71,203264.0
33,Random,0.4,86.05,88.69,40.76999115943909,1.6731472728020058,121645.0,88.71,203264.0
331,Random,0.4,86.05,88.91,41.291752338409424,1.6731472728020058,121645.0,88.71,203264.0
440,Random,0.4,86.05,88.95,42.566834688186646,1.6731472728020058,121645.0,88.71,203264.0
426,Random,0.4,86.05,88.91,45.9074923992157,1.6731472728020058,121645.0,88.71,203264.0
467,Random,0.4,86.05,88.97,42.261956214904785,1.6731472728020058,121645.0,88.71,203264.0
557,Random,0.4,86.05,88.72,41.219303369522095,1.6731472728020058,121645.0,88.71,203264.0
771,Random,0.4,86.05,89.09,40.84511590003967,1.6731472728020058,121645.0,88.71,203264.0
798,Random,0.4,86.05,88.98,40.9410445690155,1.6731472728020058,121645.0,88.71,203264.0
842,Random,0.4,86.05,88.61,42.108848094940186,1.6731472728020058,121645.0,88.71,203264.0
575,Random,0.4,86.05,89.04,42.42734146118164,1.6731472728020058,121645.0,88.71,203264.0
165,Random,0.4,86.0,88.64,43.054927349090576,1.6731472728020058,121645.0,88.71,203264.0
272,Random,0.4,86.0,88.94,41.713857889175415,1.6731472728020058,121645.0,88.71,203264.0
889,Random,0.4,86.0,88.61,41.51656532287598,1.6731472728020058,121645.0,88.71,203264.0
899,Random,0.4,86.0,88.79,41.10095143318176,1.6731472728020058,121645.0,88.71,203264.0
983,Random,0.4,86.0,88.5,41.08319139480591,1.6731472728020058,121645.0,88.71,203264.0
12,Random,0.4,86.0,88.53,40.82464933395386,1.6731472728020058,121645.0,88.71,203264.0
44,Random,0.4,86.0,88.75,42.685513973236084,1.6731472728020058,121645.0,88.71,203264.0
75,Random,0.4,86.0,88.48,44.20796751976013,1.6731472728020058,121645.0,88.71,203264.0
373,Random,0.4,86.0,88.47,41.89094257354736,1.6731472728020058,121645.0,88.71,203264.0
