Iteration,Method,Prune_Ratio,Baseline_Candidate_Acc,Accuracy_After_Finetuning,Training_Time_sec,Compression_Rate,Params,Baseline_Accuracy,Baseline_FLOPs
612,Random,0.2,88.65,88.91,38.7393364906311,1.2548862445280227,162190.0,88.46,203264.0
401,Random,0.2,88.65,88.47,39.214927673339844,1.2548862445280227,162190.0,88.46,203264.0
622,Random,0.2,88.65,88.51,39.257203102111816,1.2548862445280227,162190.0,88.46,203264.0
997,Random,0.2,88.65,88.71,39.40934085845947,1.2548862445280227,162190.0,88.46,203264.0
468,Random,0.2,88.65,88.99,39.49485659599304,1.2548862445280227,162190.0,88.46,203264.0
681,Random,0.2,88.65,88.86,39.545852184295654,1.2548862445280227,162190.0,88.46,203264.0
279,Random,0.2,88.6,88.57,40.410425424575806,1.2548862445280227,162190.0,88.46,203264.0
327,Random,0.2,88.6,88.95,39.05190086364746,1.2548862445280227,162190.0,88.46,203264.0
578,Random,0.2,88.6,88.89,38.92693018913269,1.2548862445280227,162190.0,88.46,203264.0
329,Random,0.2,88.55,89.07,39.081918239593506,1.2548862445280227,162190.0,88.46,203264.0
90,Random,0.2,88.6,88.91,39.09218072891235,1.2548862445280227,162190.0,88.46,203264.0
947,Random,0.2,88.55,88.98,39.39774680137634,1.2548862445280227,162190.0,88.46,203264.0
884,Random,0.2,88.55,88.73,39.061054944992065,1.2548862445280227,162190.0,88.46,203264.0
503,Random,0.2,88.55,88.75,39.714717864990234,1.2548862445280227,162190.0,88.46,203264.0
382,Random,0.2,88.55,88.76,39.83964729309082,1.2548862445280227,162190.0,88.46,203264.0
491,Random,0.2,88.55,88.43,38.90493631362915,1.2548862445280227,162190.0,88.46,203264.0
453,Random,0.2,88.55,88.69,39.033796548843384,1.2548862445280227,162190.0,88.46,203264.0
848,Random,0.2,88.55,88.66,39.079978704452515,1.2548862445280227,162190.0,88.46,203264.0
275,Random,0.2,88.5,88.46,39.27801585197449,1.2548862445280227,162190.0,88.46,203264.0
309,Random,0.2,88.5,88.68,39.46151089668274,1.2548862445280227,162190.0,88.46,203264.0
951,Random,0.2,88.5,88.47,39.264530181884766,1.2548862445280227,162190.0,88.46,203264.0
143,Random,0.2,88.5,88.59,39.4974148273468,1.2548862445280227,162190.0,88.46,203264.0
163,Random,0.2,88.5,88.87,39.517958641052246,1.2548862445280227,162190.0,88.46,203264.0
23,Random,0.2,88.5,88.96,39.12190103530884,1.2548862445280227,162190.0,88.46,203264.0
40,Random,0.2,88.5,88.81,39.999812602996826,1.2548862445280227,162190.0,88.46,203264.0
709,Random,0.2,88.5,88.89,39.200905561447144,1.2548862445280227,162190.0,88.46,203264.0
383,Random,0.2,88.5,89.07,39.76515078544617,1.2548862445280227,162190.0,88.46,203264.0
413,Random,0.2,88.5,88.65,39.57196664810181,1.2548862445280227,162190.0,88.46,203264.0
823,Random,0.2,88.5,88.44,39.25826811790466,1.2548862445280227,162190.0,88.46,203264.0
760,Random,0.2,88.5,88.59,40.31143760681152,1.2548862445280227,162190.0,88.46,203264.0
869,Random,0.2,88.5,88.71,39.152769565582275,1.2548862445280227,162190.0,88.46,203264.0
294,Random,0.2,88.45,88.58,38.938690423965454,1.2548862445280227,162190.0,88.46,203264.0
312,Random,0.2,88.45,88.79,38.92731547355652,1.2548862445280227,162190.0,88.46,203264.0
585,Random,0.2,88.45,89.2,39.287625312805176,1.2548862445280227,162190.0,88.46,203264.0
948,Random,0.2,88.45,88.59,38.96540403366089,1.2548862445280227,162190.0,88.46,203264.0
952,Random,0.2,88.45,88.98,39.652703523635864,1.2548862445280227,162190.0,88.46,203264.0
144,Random,0.2,88.45,88.24,39.601304054260254,1.2548862445280227,162190.0,88.46,203264.0
181,Random,0.2,88.45,89.1,40.59913730621338,1.2548862445280227,162190.0,88.46,203264.0
210,Random,0.2,88.45,88.17,39.02578806877136,1.2548862445280227,162190.0,88.46,203264.0
239,Random,0.2,88.45,89.05,38.65954351425171,1.2548862445280227,162190.0,88.46,203264.0
66,Random,0.2,88.45,88.12,38.856231689453125,1.2548862445280227,162190.0,88.46,203264.0
728,Random,0.2,88.45,88.84,38.63884401321411,1.2548862445280227,162190.0,88.46,203264.0
739,Random,0.2,88.45,88.95,38.591460943222046,1.2548862445280227,162190.0,88.46,203264.0
391,Random,0.2,88.45,88.88,39.01327848434448,1.2548862445280227,162190.0,88.46,203264.0
385,Random,0.2,88.45,89.13,39.687756061553955,1.2548862445280227,162190.0,88.46,203264.0
782,Random,0.2,88.45,88.91,39.18409991264343,1.2548862445280227,162190.0,88.46,203264.0
496,Random,0.2,88.45,88.88,40.709308385849,1.2548862445280227,162190.0,88.46,203264.0
852,Random,0.2,88.45,88.08,39.09117245674133,1.2548862445280227,162190.0,88.46,203264.0
314,Random,0.2,88.4,88.94,39.14473843574524,1.2548862445280227,162190.0,88.46,203264.0
957,Random,0.2,88.4,88.81,39.06004452705383,1.2548862445280227,162190.0,88.46,203264.0
996,Random,0.2,88.4,88.81,38.875866413116455,1.2548862445280227,162190.0,88.46,203264.0
208,Random,0.2,88.4,88.54,38.89040446281433,1.2548862445280227,162190.0,88.46,203264.0
105,Random,0.2,88.4,89.27,39.64072132110596,1.2548862445280227,162190.0,88.46,203264.0
658,Random,0.2,88.4,88.5,38.90465307235718,1.2548862445280227,162190.0,88.46,203264.0
679,Random,0.2,88.4,88.98,41.06958079338074,1.2548862445280227,162190.0,88.46,203264.0
712,Random,0.2,88.4,88.5,38.94391894340515,1.2548862445280227,162190.0,88.46,203264.0
725,Random,0.2,88.4,88.44,39.28430128097534,1.2548862445280227,162190.0,88.46,203264.0
477,Random,0.2,88.4,89.01,39.19859790802002,1.2548862445280227,162190.0,88.46,203264.0
847,Random,0.2,88.4,88.84,39.1033251285553,1.2548862445280227,162190.0,88.46,203264.0
296,Random,0.2,88.35,88.94,39.866966247558594,1.2548862445280227,162190.0,88.46,203264.0
317,Random,0.2,88.35,88.71,40.58695435523987,1.2548862445280227,162190.0,88.46,203264.0
319,Random,0.2,88.35,88.67,39.12949872016907,1.2548862445280227,162190.0,88.46,203264.0
323,Random,0.2,88.35,88.89,40.394365072250366,1.2548862445280227,162190.0,88.46,203264.0
882,Random,0.2,88.35,88.64,38.888540506362915,1.2548862445280227,162190.0,88.46,203264.0
150,Random,0.2,88.35,88.62,39.19466185569763,1.2548862445280227,162190.0,88.46,203264.0
13,Random,0.2,88.35,88.83,39.07933974266052,1.2548862445280227,162190.0,88.46,203264.0
64,Random,0.2,88.35,88.4,39.12961935997009,1.2548862445280227,162190.0,88.46,203264.0
635,Random,0.2,88.35,88.78,39.202759981155396,1.2548862445280227,162190.0,88.46,203264.0
489,Random,0.2,88.35,88.9,38.841835021972656,1.2548862445280227,162190.0,88.46,203264.0
430,Random,0.2,88.35,88.42,39.834049224853516,1.2548862445280227,162190.0,88.46,203264.0
775,Random,0.2,88.35,88.59,40.50317454338074,1.2548862445280227,162190.0,88.46,203264.0
820,Random,0.2,88.35,88.79,39.03328490257263,1.2548862445280227,162190.0,88.46,203264.0
273,Random,0.2,88.3,88.43,39.16822695732117,1.2548862445280227,162190.0,88.46,203264.0
821,Random,0.2,88.35,88.53,39.81977462768555,1.2548862445280227,162190.0,88.46,203264.0
310,Random,0.2,88.3,88.54,38.92320275306702,1.2548862445280227,162190.0,88.46,203264.0
371,Random,0.2,88.3,89.04,39.647767305374146,1.2548862445280227,162190.0,88.46,203264.0
588,Random,0.2,88.3,89.21,39.12874960899353,1.2548862445280227,162190.0,88.46,203264.0
597,Random,0.2,88.3,88.71,40.224544048309326,1.2548862445280227,162190.0,88.46,203264.0
877,Random,0.2,88.3,88.38,40.4536337852478,1.2548862445280227,162190.0,88.46,203264.0
901,Random,0.2,88.3,88.71,38.91181969642639,1.2548862445280227,162190.0,88.46,203264.0
998,Random,0.2,88.3,88.86,39.05776357650757,1.2548862445280227,162190.0,88.46,203264.0
963,Random,0.2,88.3,88.85,39.06906747817993,1.2548862445280227,162190.0,88.46,203264.0
215,Random,0.2,88.3,88.93,38.94827175140381,1.2548862445280227,162190.0,88.46,203264.0
42,Random,0.2,88.3,88.48,38.72695446014404,1.2548862445280227,162190.0,88.46,203264.0
61,Random,0.2,88.3,88.78,38.76979660987854,1.2548862445280227,162190.0,88.46,203264.0
94,Random,0.2,88.3,88.05,40.516130447387695,1.2548862445280227,162190.0,88.46,203264.0
98,Random,0.2,88.3,88.38,40.41330027580261,1.2548862445280227,162190.0,88.46,203264.0
646,Random,0.2,88.3,89.13,38.85286903381348,1.2548862445280227,162190.0,88.46,203264.0
438,Random,0.2,88.3,88.79,38.88498640060425,1.2548862445280227,162190.0,88.46,203264.0
386,Random,0.2,88.3,88.54,39.39920997619629,1.2548862445280227,162190.0,88.46,203264.0
404,Random,0.2,88.3,88.92,39.16457796096802,1.2548862445280227,162190.0,88.46,203264.0
835,Random,0.2,88.3,88.9,39.14107418060303,1.2548862445280227,162190.0,88.46,203264.0
277,Random,0.2,88.25,88.46,39.20987391471863,1.2548862445280227,162190.0,88.46,203264.0
611,Random,0.2,88.25,89.02,40.64626908302307,1.2548862445280227,162190.0,88.46,203264.0
889,Random,0.2,88.25,88.52,40.06504440307617,1.2548862445280227,162190.0,88.46,203264.0
956,Random,0.2,88.25,88.67,38.82653188705444,1.2548862445280227,162190.0,88.46,203264.0
129,Random,0.2,88.25,88.49,38.92861270904541,1.2548862445280227,162190.0,88.46,203264.0
145,Random,0.2,88.25,88.43,39.10432839393616,1.2548862445280227,162190.0,88.46,203264.0
175,Random,0.2,88.25,88.8,39.11021566390991,1.2548862445280227,162190.0,88.46,203264.0
190,Random,0.2,88.25,88.99,39.326783418655396,1.2548862445280227,162190.0,88.46,203264.0
195,Random,0.2,88.25,88.88,39.23495268821716,1.2548862445280227,162190.0,88.46,203264.0
204,Random,0.2,88.25,88.66,40.747968673706055,1.2548862445280227,162190.0,88.46,203264.0
213,Random,0.2,88.25,89.12,40.55795335769653,1.2548862445280227,162190.0,88.46,203264.0
217,Random,0.2,88.25,88.99,38.863434076309204,1.2548862445280227,162190.0,88.46,203264.0
228,Random,0.2,88.25,88.45,39.00726318359375,1.2548862445280227,162190.0,88.46,203264.0
439,Random,0.2,88.25,88.94,39.05259156227112,1.2548862445280227,162190.0,88.46,203264.0
416,Random,0.2,88.25,88.6,39.240702867507935,1.2548862445280227,162190.0,88.46,203264.0
369,Random,0.2,88.2,88.8,39.313180923461914,1.2548862445280227,162190.0,88.46,203264.0
533,Random,0.2,88.2,88.65,39.17933130264282,1.2548862445280227,162190.0,88.46,203264.0
555,Random,0.2,88.2,88.74,39.41910362243652,1.2548862445280227,162190.0,88.46,203264.0
582,Random,0.2,88.2,88.78,40.61559700965881,1.2548862445280227,162190.0,88.46,203264.0
945,Random,0.2,88.2,89.05,38.99792718887329,1.2548862445280227,162190.0,88.46,203264.0
973,Random,0.2,88.2,88.76,39.23981523513794,1.2548862445280227,162190.0,88.46,203264.0
990,Random,0.2,88.2,88.88,39.31890368461609,1.2548862445280227,162190.0,88.46,203264.0
128,Random,0.2,88.2,88.43,40.5143141746521,1.2548862445280227,162190.0,88.46,203264.0
139,Random,0.2,88.2,88.84,39.54838585853577,1.2548862445280227,162190.0,88.46,203264.0
161,Random,0.2,88.2,88.35,39.528459310531616,1.2548862445280227,162190.0,88.46,203264.0
225,Random,0.2,88.2,88.94,40.45216345787048,1.2548862445280227,162190.0,88.46,203264.0
246,Random,0.2,88.2,88.8,40.60285043716431,1.2548862445280227,162190.0,88.46,203264.0
2,Random,0.2,88.2,88.39,38.85993218421936,1.2548862445280227,162190.0,88.46,203264.0
46,Random,0.2,88.2,88.29,38.92655611038208,1.2548862445280227,162190.0,88.46,203264.0
718,Random,0.2,88.2,88.48,39.295774936676025,1.2548862445280227,162190.0,88.46,203264.0
729,Random,0.2,88.2,89.0,39.38414907455444,1.2548862445280227,162190.0,88.46,203264.0
450,Random,0.2,88.2,88.99,39.43110513687134,1.2548862445280227,162190.0,88.46,203264.0
456,Random,0.2,88.2,88.66,39.13931226730347,1.2548862445280227,162190.0,88.46,203264.0
457,Random,0.2,88.2,89.02,41.29424834251404,1.2548862445280227,162190.0,88.46,203264.0
465,Random,0.2,88.2,88.6,40.80500769615173,1.2548862445280227,162190.0,88.46,203264.0
486,Random,0.2,88.2,88.64,39.040592670440674,1.2548862445280227,162190.0,88.46,203264.0
756,Random,0.2,88.2,88.23,39.64941930770874,1.2548862445280227,162190.0,88.46,203264.0
824,Random,0.2,88.2,88.29,39.90491843223572,1.2548862445280227,162190.0,88.46,203264.0
845,Random,0.2,88.2,88.62,40.41939353942871,1.2548862445280227,162190.0,88.46,203264.0
856,Random,0.2,88.2,88.81,39.77330565452576,1.2548862445280227,162190.0,88.46,203264.0
260,Random,0.2,88.15,88.79,39.55067420005798,1.2548862445280227,162190.0,88.46,203264.0
307,Random,0.2,88.15,89.0,41.39263701438904,1.2548862445280227,162190.0,88.46,203264.0
356,Random,0.2,88.15,88.75,40.685267210006714,1.2548862445280227,162190.0,88.46,203264.0
506,Random,0.2,88.15,89.02,39.21606659889221,1.2548862445280227,162190.0,88.46,203264.0
890,Random,0.2,88.15,88.84,39.71152377128601,1.2548862445280227,162190.0,88.46,203264.0
906,Random,0.2,88.15,89.05,39.905487060546875,1.2548862445280227,162190.0,88.46,203264.0
913,Random,0.2,88.15,88.89,39.811604022979736,1.2548862445280227,162190.0,88.46,203264.0
168,Random,0.2,88.15,88.77,39.467368602752686,1.2548862445280227,162190.0,88.46,203264.0
950,Random,0.2,88.15,88.47,40.14918756484985,1.2548862445280227,162190.0,88.46,203264.0
182,Random,0.2,88.15,89.25,41.13310480117798,1.2548862445280227,162190.0,88.46,203264.0
196,Random,0.2,88.15,89.35,40.87855935096741,1.2548862445280227,162190.0,88.46,203264.0
236,Random,0.2,88.15,88.79,39.247952938079834,1.2548862445280227,162190.0,88.46,203264.0
31,Random,0.2,88.15,88.5,39.523066997528076,1.2548862445280227,162190.0,88.46,203264.0
57,Random,0.2,88.15,88.94,39.561628341674805,1.2548862445280227,162190.0,88.46,203264.0
84,Random,0.2,88.15,88.36,39.76273536682129,1.2548862445280227,162190.0,88.46,203264.0
120,Random,0.2,88.15,89.12,39.76510238647461,1.2548862445280227,162190.0,88.46,203264.0
88,Random,0.2,88.15,89.13,39.56976366043091,1.2548862445280227,162190.0,88.46,203264.0
641,Random,0.2,88.15,88.86,39.49510622024536,1.2548862445280227,162190.0,88.46,203264.0
684,Random,0.2,88.15,89.13,40.36848282814026,1.2548862445280227,162190.0,88.46,203264.0
689,Random,0.2,88.15,89.2,38.931642055511475,1.2548862445280227,162190.0,88.46,203264.0
696,Random,0.2,88.15,88.97,39.01330637931824,1.2548862445280227,162190.0,88.46,203264.0
381,Random,0.2,88.15,88.12,38.98646259307861,1.2548862445280227,162190.0,88.46,203264.0
442,Random,0.2,88.15,88.88,39.13109636306763,1.2548862445280227,162190.0,88.46,203264.0
470,Random,0.2,88.15,88.65,39.052775382995605,1.2548862445280227,162190.0,88.46,203264.0
461,Random,0.2,88.15,89.25,39.23400163650513,1.2548862445280227,162190.0,88.46,203264.0
480,Random,0.2,88.15,88.97,39.59560942649841,1.2548862445280227,162190.0,88.46,203264.0
490,Random,0.2,88.15,88.71,38.92039728164673,1.2548862445280227,162190.0,88.46,203264.0
780,Random,0.2,88.15,88.35,38.84567475318909,1.2548862445280227,162190.0,88.46,203264.0
874,Random,0.2,88.15,88.42,39.12542700767517,1.2548862445280227,162190.0,88.46,203264.0
274,Random,0.2,88.1,88.95,39.0526442527771,1.2548862445280227,162190.0,88.46,203264.0
372,Random,0.2,88.1,88.69,39.18198871612549,1.2548862445280227,162190.0,88.46,203264.0
574,Random,0.2,88.1,88.12,39.189401626586914,1.2548862445280227,162190.0,88.46,203264.0
561,Random,0.2,88.1,88.65,39.28753900527954,1.2548862445280227,162190.0,88.46,203264.0
886,Random,0.2,88.1,88.98,39.4753794670105,1.2548862445280227,162190.0,88.46,203264.0
937,Random,0.2,88.1,89.34,39.16451621055603,1.2548862445280227,162190.0,88.46,203264.0
969,Random,0.2,88.1,88.48,38.95445942878723,1.2548862445280227,162190.0,88.46,203264.0
154,Random,0.2,88.1,89.14,38.932697772979736,1.2548862445280227,162190.0,88.46,203264.0
8,Random,0.2,88.1,88.34,38.92970037460327,1.2548862445280227,162190.0,88.46,203264.0
82,Random,0.2,88.1,88.54,38.982646465301514,1.2548862445280227,162190.0,88.46,203264.0
644,Random,0.2,88.1,88.36,39.02314829826355,1.2548862445280227,162190.0,88.46,203264.0
633,Random,0.2,88.1,88.47,39.133565187454224,1.2548862445280227,162190.0,88.46,203264.0
652,Random,0.2,88.1,88.5,39.13482308387756,1.2548862445280227,162190.0,88.46,203264.0
378,Random,0.2,88.1,88.83,39.2223014831543,1.2548862445280227,162190.0,88.46,203264.0
405,Random,0.2,88.1,88.62,38.955703020095825,1.2548862445280227,162190.0,88.46,203264.0
448,Random,0.2,88.1,88.85,39.0023307800293,1.2548862445280227,162190.0,88.46,203264.0
866,Random,0.2,88.1,88.6,39.1095495223999,1.2548862445280227,162190.0,88.46,203264.0
298,Random,0.2,88.05,88.83,39.186471462249756,1.2548862445280227,162190.0,88.46,203264.0
544,Random,0.2,88.05,89.07,39.25683808326721,1.2548862445280227,162190.0,88.46,203264.0
352,Random,0.2,88.05,88.77,39.566017866134644,1.2548862445280227,162190.0,88.46,203264.0
547,Random,0.2,88.05,89.21,41.158430337905884,1.2548862445280227,162190.0,88.46,203264.0
575,Random,0.2,88.05,88.99,39.81357192993164,1.2548862445280227,162190.0,88.46,203264.0
919,Random,0.2,88.05,88.71,38.74609112739563,1.2548862445280227,162190.0,88.46,203264.0
929,Random,0.2,88.05,89.03,39.42630314826965,1.2548862445280227,162190.0,88.46,203264.0
933,Random,0.2,88.05,88.75,39.22730231285095,1.2548862445280227,162190.0,88.46,203264.0
935,Random,0.2,88.05,88.86,39.5002920627594,1.2548862445280227,162190.0,88.46,203264.0
961,Random,0.2,88.05,88.77,39.59633922576904,1.2548862445280227,162190.0,88.46,203264.0
147,Random,0.2,88.05,88.59,39.54990768432617,1.2548862445280227,162190.0,88.46,203264.0
151,Random,0.2,88.05,88.87,41.0669584274292,1.2548862445280227,162190.0,88.46,203264.0
156,Random,0.2,88.05,89.07,40.34011197090149,1.2548862445280227,162190.0,88.46,203264.0
194,Random,0.2,88.05,88.63,38.648947954177856,1.2548862445280227,162190.0,88.46,203264.0
53,Random,0.2,88.05,88.7,39.804548025131226,1.2548862445280227,162190.0,88.46,203264.0
672,Random,0.2,88.05,88.96,39.32665252685547,1.2548862445280227,162190.0,88.46,203264.0
722,Random,0.2,88.05,88.68,40.725451946258545,1.2548862445280227,162190.0,88.46,203264.0
436,Random,0.2,88.05,88.41,39.52178406715393,1.2548862445280227,162190.0,88.46,203264.0
426,Random,0.2,88.05,88.27,40.94160032272339,1.2548862445280227,162190.0,88.46,203264.0
479,Random,0.2,88.05,88.49,40.77243423461914,1.2548862445280227,162190.0,88.46,203264.0
767,Random,0.2,88.05,88.67,39.86077642440796,1.2548862445280227,162190.0,88.46,203264.0
529,Random,0.2,88.0,88.13,38.88001990318298,1.2548862445280227,162190.0,88.46,203264.0
559,Random,0.2,88.0,89.33,39.26633596420288,1.2548862445280227,162190.0,88.46,203264.0
531,Random,0.2,88.0,88.82,39.56948971748352,1.2548862445280227,162190.0,88.46,203264.0
592,Random,0.2,88.0,89.09,39.937541007995605,1.2548862445280227,162190.0,88.46,203264.0
605,Random,0.2,88.0,88.73,39.57098460197449,1.2548862445280227,162190.0,88.46,203264.0
616,Random,0.2,88.0,88.63,39.524880170822144,1.2548862445280227,162190.0,88.46,203264.0
876,Random,0.2,88.0,88.87,39.53924059867859,1.2548862445280227,162190.0,88.46,203264.0
900,Random,0.2,88.0,89.1,39.231868267059326,1.2548862445280227,162190.0,88.46,203264.0
905,Random,0.2,88.0,88.39,38.88762044906616,1.2548862445280227,162190.0,88.46,203264.0
912,Random,0.2,88.0,88.26,39.172210693359375,1.2548862445280227,162190.0,88.46,203264.0
915,Random,0.2,88.0,89.03,39.288713216781616,1.2548862445280227,162190.0,88.46,203264.0
921,Random,0.2,88.0,89.08,39.70176982879639,1.2548862445280227,162190.0,88.46,203264.0
934,Random,0.2,88.0,88.88,39.23992323875427,1.2548862445280227,162190.0,88.46,203264.0
968,Random,0.2,88.0,88.12,39.97995591163635,1.2548862445280227,162190.0,88.46,203264.0
140,Random,0.2,88.0,88.28,39.262388944625854,1.2548862445280227,162190.0,88.46,203264.0
975,Random,0.2,88.0,88.7,39.53472542762756,1.2548862445280227,162190.0,88.46,203264.0
170,Random,0.2,88.0,88.78,38.982452392578125,1.2548862445280227,162190.0,88.46,203264.0
177,Random,0.2,88.0,89.08,39.33824133872986,1.2548862445280227,162190.0,88.46,203264.0
188,Random,0.2,88.0,88.54,39.38551473617554,1.2548862445280227,162190.0,88.46,203264.0
237,Random,0.2,88.0,89.08,39.51100564002991,1.2548862445280227,162190.0,88.46,203264.0
27,Random,0.2,88.0,88.37,39.24485492706299,1.2548862445280227,162190.0,88.46,203264.0
54,Random,0.2,88.0,88.05,39.74365305900574,1.2548862445280227,162190.0,88.46,203264.0
59,Random,0.2,88.0,88.82,39.572678089141846,1.2548862445280227,162190.0,88.46,203264.0
60,Random,0.2,88.0,88.83,39.395556688308716,1.2548862445280227,162190.0,88.46,203264.0
118,Random,0.2,88.0,88.78,38.831568002700806,1.2548862445280227,162190.0,88.46,203264.0
626,Random,0.2,88.0,88.83,38.78103828430176,1.2548862445280227,162190.0,88.46,203264.0
673,Random,0.2,88.0,89.03,38.77390646934509,1.2548862445280227,162190.0,88.46,203264.0
692,Random,0.2,88.0,88.41,39.30093574523926,1.2548862445280227,162190.0,88.46,203264.0
704,Random,0.2,88.0,88.4,39.171695947647095,1.2548862445280227,162190.0,88.46,203264.0
380,Random,0.2,88.0,87.61,39.475706815719604,1.2548862445280227,162190.0,88.46,203264.0
420,Random,0.2,88.0,89.09,39.42346549034119,1.2548862445280227,162190.0,88.46,203264.0
435,Random,0.2,88.0,89.21,39.359691858291626,1.2548862445280227,162190.0,88.46,203264.0
445,Random,0.2,88.0,88.47,38.799428939819336,1.2548862445280227,162190.0,88.46,203264.0
459,Random,0.2,88.0,88.87,39.17327570915222,1.2548862445280227,162190.0,88.46,203264.0
755,Random,0.2,88.0,89.09,39.328466176986694,1.2548862445280227,162190.0,88.46,203264.0
803,Random,0.2,88.0,88.55,39.28748536109924,1.2548862445280227,162190.0,88.46,203264.0
807,Random,0.2,88.0,88.5,39.118072509765625,1.2548862445280227,162190.0,88.46,203264.0
336,Random,0.2,87.95,89.0,39.26235556602478,1.2548862445280227,162190.0,88.46,203264.0
339,Random,0.2,87.95,88.68,39.33389067649841,1.2548862445280227,162190.0,88.46,203264.0
341,Random,0.2,87.95,88.57,39.791446924209595,1.2548862445280227,162190.0,88.46,203264.0
526,Random,0.2,87.95,88.82,38.99318790435791,1.2548862445280227,162190.0,88.46,203264.0
573,Random,0.2,87.95,88.77,38.977349519729614,1.2548862445280227,162190.0,88.46,203264.0
576,Random,0.2,87.95,88.75,39.232791900634766,1.2548862445280227,162190.0,88.46,203264.0
923,Random,0.2,87.95,88.8,39.05276131629944,1.2548862445280227,162190.0,88.46,203264.0
581,Random,0.2,87.95,88.77,39.44026780128479,1.2548862445280227,162190.0,88.46,203264.0
955,Random,0.2,87.95,88.62,39.725725173950195,1.2548862445280227,162190.0,88.46,203264.0
141,Random,0.2,87.95,88.8,39.21075367927551,1.2548862445280227,162190.0,88.46,203264.0
165,Random,0.2,87.95,88.84,40.4012713432312,1.2548862445280227,162190.0,88.46,203264.0
176,Random,0.2,87.95,88.69,38.784403800964355,1.2548862445280227,162190.0,88.46,203264.0
67,Random,0.2,87.95,88.83,39.037336111068726,1.2548862445280227,162190.0,88.46,203264.0
80,Random,0.2,87.95,89.04,39.125072956085205,1.2548862445280227,162190.0,88.46,203264.0
83,Random,0.2,87.95,88.56,39.229050397872925,1.2548862445280227,162190.0,88.46,203264.0
629,Random,0.2,87.95,88.9,39.307045459747314,1.2548862445280227,162190.0,88.46,203264.0
639,Random,0.2,87.95,89.09,39.423601150512695,1.2548862445280227,162190.0,88.46,203264.0
666,Random,0.2,87.95,88.87,39.44465208053589,1.2548862445280227,162190.0,88.46,203264.0
700,Random,0.2,87.95,88.59,38.897122383117676,1.2548862445280227,162190.0,88.46,203264.0
688,Random,0.2,87.95,89.2,40.63583993911743,1.2548862445280227,162190.0,88.46,203264.0
734,Random,0.2,87.95,88.36,39.23789739608765,1.2548862445280227,162190.0,88.46,203264.0
429,Random,0.2,87.95,88.45,39.658013343811035,1.2548862445280227,162190.0,88.46,203264.0
481,Random,0.2,87.95,88.65,39.22709894180298,1.2548862445280227,162190.0,88.46,203264.0
778,Random,0.2,87.95,88.84,40.51994848251343,1.2548862445280227,162190.0,88.46,203264.0
783,Random,0.2,87.95,88.5,39.34955406188965,1.2548862445280227,162190.0,88.46,203264.0
792,Random,0.2,87.95,88.81,40.00425457954407,1.2548862445280227,162190.0,88.46,203264.0
805,Random,0.2,87.95,88.3,39.05773425102234,1.2548862445280227,162190.0,88.46,203264.0
