Iteration,Method,Prune_Ratio,Baseline_Candidate_Acc,Accuracy_After_Finetuning,Training_Time_sec,Compression_Rate,Params,Baseline_Accuracy,Baseline_FLOPs
452,Random,0.2,88.1,88.16,65.78346586227417,1.2548862445280227,162190.0,88.71,203264.0
477,Random,0.2,88.1,88.98,64.46683430671692,1.2548862445280227,162190.0,88.71,203264.0
486,Random,0.2,88.1,88.88,72.22620582580566,1.2548862445280227,162190.0,88.71,203264.0
317,Random,0.2,88.1,88.71,68.41530346870422,1.2548862445280227,162190.0,88.71,203264.0
569,Random,0.2,88.1,87.91,70.82544898986816,1.2548862445280227,162190.0,88.71,203264.0
358,Random,0.2,88.1,88.9,70.20535588264465,1.2548862445280227,162190.0,88.71,203264.0
590,Random,0.2,88.1,88.58,66.64210653305054,1.2548862445280227,162190.0,88.71,203264.0
642,Random,0.2,88.1,88.49,65.3946943283081,1.2548862445280227,162190.0,88.71,203264.0
639,Random,0.2,88.1,87.89,72.71668744087219,1.2548862445280227,162190.0,88.71,203264.0
652,Random,0.2,88.1,88.3,67.9747097492218,1.2548862445280227,162190.0,88.71,203264.0
664,Random,0.2,88.1,88.87,67.94803476333618,1.2548862445280227,162190.0,88.71,203264.0
875,Random,0.2,88.1,88.73,67.00009560585022,1.2548862445280227,162190.0,88.71,203264.0
882,Random,0.2,88.1,88.83,65.02978372573853,1.2548862445280227,162190.0,88.71,203264.0
863,Random,0.2,88.1,88.67,69.92294025421143,1.2548862445280227,162190.0,88.71,203264.0
910,Random,0.2,88.1,88.51,62.65968370437622,1.2548862445280227,162190.0,88.71,203264.0
883,Random,0.2,88.1,89.05,74.86622500419617,1.2548862445280227,162190.0,88.71,203264.0
930,Random,0.2,88.1,88.88,66.53789591789246,1.2548862445280227,162190.0,88.71,203264.0
954,Random,0.2,88.1,88.63,63.4566376209259,1.2548862445280227,162190.0,88.71,203264.0
944,Random,0.2,88.1,89.24,67.59234976768494,1.2548862445280227,162190.0,88.71,203264.0
172,Random,0.2,88.1,88.81,68.1714038848877,1.2548862445280227,162190.0,88.71,203264.0
196,Random,0.2,88.1,88.88,69.70219874382019,1.2548862445280227,162190.0,88.71,203264.0
81,Random,0.2,88.1,89.1,62.21066427230835,1.2548862445280227,162190.0,88.71,203264.0
127,Random,0.2,88.1,89.05,65.58383107185364,1.2548862445280227,162190.0,88.71,203264.0
748,Random,0.2,88.1,88.6,60.358506202697754,1.2548862445280227,162190.0,88.71,203264.0
755,Random,0.2,88.1,87.6,60.385886430740356,1.2548862445280227,162190.0,88.71,203264.0
773,Random,0.2,88.1,88.63,64.32981514930725,1.2548862445280227,162190.0,88.71,203264.0
820,Random,0.2,88.1,88.97,65.6118791103363,1.2548862445280227,162190.0,88.71,203264.0
797,Random,0.2,88.1,88.82,66.7225604057312,1.2548862445280227,162190.0,88.71,203264.0
826,Random,0.2,88.1,89.2,60.717923641204834,1.2548862445280227,162190.0,88.71,203264.0
433,Random,0.2,88.05,89.4,63.725327491760254,1.2548862445280227,162190.0,88.71,203264.0
522,Random,0.2,88.05,89.1,57.08569598197937,1.2548862445280227,162190.0,88.71,203264.0
524,Random,0.2,88.05,88.69,59.235750675201416,1.2548862445280227,162190.0,88.71,203264.0
531,Random,0.2,88.05,88.94,66.72859239578247,1.2548862445280227,162190.0,88.71,203264.0
292,Random,0.2,88.05,88.56,66.03066754341125,1.2548862445280227,162190.0,88.71,203264.0
545,Random,0.2,88.05,88.62,66.79111361503601,1.2548862445280227,162190.0,88.71,203264.0
307,Random,0.2,88.05,89.09,60.66568565368652,1.2548862445280227,162190.0,88.71,203264.0
397,Random,0.2,88.05,88.26,63.5751850605011,1.2548862445280227,162190.0,88.71,203264.0
428,Random,0.2,88.05,89.06,65.79472208023071,1.2548862445280227,162190.0,88.71,203264.0
607,Random,0.2,88.05,89.14,68.29859972000122,1.2548862445280227,162190.0,88.71,203264.0
655,Random,0.2,88.05,87.83,64.49998354911804,1.2548862445280227,162190.0,88.71,203264.0
940,Random,0.2,88.05,88.82,63.810699701309204,1.2548862445280227,162190.0,88.71,203264.0
949,Random,0.2,88.05,89.25,65.43849754333496,1.2548862445280227,162190.0,88.71,203264.0
956,Random,0.2,88.05,88.32,69.79753017425537,1.2548862445280227,162190.0,88.71,203264.0
148,Random,0.2,88.05,89.14,67.0656201839447,1.2548862445280227,162190.0,88.71,203264.0
191,Random,0.2,88.05,88.41,65.7739028930664,1.2548862445280227,162190.0,88.71,203264.0
198,Random,0.2,88.05,88.22,64.868661403656,1.2548862445280227,162190.0,88.71,203264.0
203,Random,0.2,88.05,87.99,65.58395338058472,1.2548862445280227,162190.0,88.71,203264.0
261,Random,0.2,88.05,89.16,64.7821831703186,1.2548862445280227,162190.0,88.71,203264.0
284,Random,0.2,88.05,88.59,71.5927221775055,1.2548862445280227,162190.0,88.71,203264.0
3,Random,0.2,88.05,89.26,73.38911628723145,1.2548862445280227,162190.0,88.71,203264.0
21,Random,0.2,88.05,88.95,69.52855253219604,1.2548862445280227,162190.0,88.71,203264.0
106,Random,0.2,88.05,88.49,69.84587526321411,1.2548862445280227,162190.0,88.71,203264.0
123,Random,0.2,88.05,88.59,72.96408152580261,1.2548862445280227,162190.0,88.71,203264.0
135,Random,0.2,88.05,88.69,71.79835724830627,1.2548862445280227,162190.0,88.71,203264.0
726,Random,0.2,88.05,88.47,72.90734910964966,1.2548862445280227,162190.0,88.71,203264.0
735,Random,0.2,88.05,88.92,73.46139287948608,1.2548862445280227,162190.0,88.71,203264.0
761,Random,0.2,88.05,88.9,76.75914812088013,1.2548862445280227,162190.0,88.71,203264.0
781,Random,0.2,88.05,88.75,66.43687081336975,1.2548862445280227,162190.0,88.71,203264.0
778,Random,0.2,88.05,88.51,78.38232231140137,1.2548862445280227,162190.0,88.71,203264.0
784,Random,0.2,88.05,88.81,68.0419807434082,1.2548862445280227,162190.0,88.71,203264.0
802,Random,0.2,88.05,88.93,70.68835663795471,1.2548862445280227,162190.0,88.71,203264.0
840,Random,0.2,88.05,88.61,71.8555314540863,1.2548862445280227,162190.0,88.71,203264.0
844,Random,0.2,88.05,89.21,69.82878565788269,1.2548862445280227,162190.0,88.71,203264.0
855,Random,0.2,88.05,88.6,69.06818580627441,1.2548862445280227,162190.0,88.71,203264.0
444,Random,0.2,88.0,88.92,62.82288861274719,1.2548862445280227,162190.0,88.71,203264.0
464,Random,0.2,88.0,88.18,69.96410942077637,1.2548862445280227,162190.0,88.71,203264.0
567,Random,0.2,88.0,89.04,60.128183364868164,1.2548862445280227,162190.0,88.71,203264.0
293,Random,0.2,88.0,88.12,71.2795820236206,1.2548862445280227,162190.0,88.71,203264.0
343,Random,0.2,88.0,88.81,71.9734857082367,1.2548862445280227,162190.0,88.71,203264.0
347,Random,0.2,88.0,88.75,74.9099178314209,1.2548862445280227,162190.0,88.71,203264.0
350,Random,0.2,88.0,88.99,72.39077401161194,1.2548862445280227,162190.0,88.71,203264.0
365,Random,0.2,88.0,88.93,69.80678391456604,1.2548862445280227,162190.0,88.71,203264.0
416,Random,0.2,88.0,88.58,71.78197765350342,1.2548862445280227,162190.0,88.71,203264.0
392,Random,0.2,88.0,88.92,80.15818238258362,1.2548862445280227,162190.0,88.71,203264.0
582,Random,0.2,88.0,88.74,71.07197618484497,1.2548862445280227,162190.0,88.71,203264.0
594,Random,0.2,88.0,88.58,71.47099781036377,1.2548862445280227,162190.0,88.71,203264.0
595,Random,0.2,88.0,88.88,73.6346230506897,1.2548862445280227,162190.0,88.71,203264.0
601,Random,0.2,88.0,88.95,79.81501960754395,1.2548862445280227,162190.0,88.71,203264.0
598,Random,0.2,88.0,88.28,79.99590635299683,1.2548862445280227,162190.0,88.71,203264.0
696,Random,0.2,88.0,88.77,79.09370064735413,1.2548862445280227,162190.0,88.71,203264.0
620,Random,0.2,88.0,88.83,83.16869831085205,1.2548862445280227,162190.0,88.71,203264.0
871,Random,0.2,88.0,88.95,71.96063733100891,1.2548862445280227,162190.0,88.71,203264.0
902,Random,0.2,88.0,88.66,71.28691053390503,1.2548862445280227,162190.0,88.71,203264.0
929,Random,0.2,88.0,89.23,73.11166620254517,1.2548862445280227,162190.0,88.71,203264.0
170,Random,0.2,88.0,89.07,78.3530797958374,1.2548862445280227,162190.0,88.71,203264.0
987,Random,0.2,88.0,88.93,85.08196806907654,1.2548862445280227,162190.0,88.71,203264.0
195,Random,0.2,88.0,89.24,78.29786014556885,1.2548862445280227,162190.0,88.71,203264.0
257,Random,0.2,88.0,89.04,75.27708888053894,1.2548862445280227,162190.0,88.71,203264.0
53,Random,0.2,88.0,88.93,73.16147303581238,1.2548862445280227,162190.0,88.71,203264.0
59,Random,0.2,88.0,88.87,72.67347288131714,1.2548862445280227,162190.0,88.71,203264.0
116,Random,0.2,88.0,88.6,73.27403283119202,1.2548862445280227,162190.0,88.71,203264.0
129,Random,0.2,88.0,88.98,77.52055716514587,1.2548862445280227,162190.0,88.71,203264.0
734,Random,0.2,88.0,88.4,79.05973052978516,1.2548862445280227,162190.0,88.71,203264.0
764,Random,0.2,88.0,88.87,73.39932942390442,1.2548862445280227,162190.0,88.71,203264.0
763,Random,0.2,88.0,88.46,76.96454977989197,1.2548862445280227,162190.0,88.71,203264.0
772,Random,0.2,88.0,88.42,78.9724109172821,1.2548862445280227,162190.0,88.71,203264.0
779,Random,0.2,88.0,88.75,76.62605452537537,1.2548862445280227,162190.0,88.71,203264.0
786,Random,0.2,88.0,88.73,72.11112833023071,1.2548862445280227,162190.0,88.71,203264.0
832,Random,0.2,88.0,88.89,81.21259021759033,1.2548862445280227,162190.0,88.71,203264.0
834,Random,0.2,88.0,89.21,82.71748304367065,1.2548862445280227,162190.0,88.71,203264.0
463,Random,0.2,87.95,88.7,78.99222183227539,1.2548862445280227,162190.0,88.71,203264.0
501,Random,0.2,87.95,88.91,80.55215191841125,1.2548862445280227,162190.0,88.71,203264.0
534,Random,0.2,87.95,88.95,74.04715704917908,1.2548862445280227,162190.0,88.71,203264.0
541,Random,0.2,87.95,88.41,73.52695155143738,1.2548862445280227,162190.0,88.71,203264.0
550,Random,0.2,87.95,88.11,76.33255672454834,1.2548862445280227,162190.0,88.71,203264.0
554,Random,0.2,87.95,88.39,78.14544796943665,1.2548862445280227,162190.0,88.71,203264.0
564,Random,0.2,87.95,88.9,71.31283903121948,1.2548862445280227,162190.0,88.71,203264.0
295,Random,0.2,87.95,88.75,72.3746829032898,1.2548862445280227,162190.0,88.71,203264.0
341,Random,0.2,87.95,89.18,75.54838109016418,1.2548862445280227,162190.0,88.71,203264.0
316,Random,0.2,87.95,88.47,80.98301792144775,1.2548862445280227,162190.0,88.71,203264.0
351,Random,0.2,87.95,88.67,73.35305666923523,1.2548862445280227,162190.0,88.71,203264.0
366,Random,0.2,87.95,89.4,71.53297638893127,1.2548862445280227,162190.0,88.71,203264.0
381,Random,0.2,87.95,88.56,70.28543066978455,1.2548862445280227,162190.0,88.71,203264.0
367,Random,0.2,87.95,88.84,77.28906631469727,1.2548862445280227,162190.0,88.71,203264.0
401,Random,0.2,87.95,88.57,70.5066192150116,1.2548862445280227,162190.0,88.71,203264.0
622,Random,0.2,87.95,88.85,66.2317442893982,1.2548862445280227,162190.0,88.71,203264.0
711,Random,0.2,87.95,88.99,66.69822669029236,1.2548862445280227,162190.0,88.71,203264.0
624,Random,0.2,87.95,88.99,69.29573202133179,1.2548862445280227,162190.0,88.71,203264.0
938,Random,0.2,87.95,88.89,69.09624886512756,1.2548862445280227,162190.0,88.71,203264.0
947,Random,0.2,87.95,88.39,69.74997043609619,1.2548862445280227,162190.0,88.71,203264.0
970,Random,0.2,87.95,88.77,69.31343269348145,1.2548862445280227,162190.0,88.71,203264.0
963,Random,0.2,87.95,88.75,75.29126572608948,1.2548862445280227,162190.0,88.71,203264.0
145,Random,0.2,87.95,88.87,78.21258282661438,1.2548862445280227,162190.0,88.71,203264.0
174,Random,0.2,87.95,88.26,76.8942973613739,1.2548862445280227,162190.0,88.71,203264.0
181,Random,0.2,87.95,88.9,83.78127336502075,1.2548862445280227,162190.0,88.71,203264.0
253,Random,0.2,87.95,88.56,75.65225052833557,1.2548862445280227,162190.0,88.71,203264.0
265,Random,0.2,87.95,89.1,87.96675109863281,1.2548862445280227,162190.0,88.71,203264.0
12,Random,0.2,87.95,88.35,82.85695147514343,1.2548862445280227,162190.0,88.71,203264.0
54,Random,0.2,87.95,88.7,71.32355213165283,1.2548862445280227,162190.0,88.71,203264.0
52,Random,0.2,87.95,89.09,74.66519975662231,1.2548862445280227,162190.0,88.71,203264.0
36,Random,0.2,87.95,88.74,85.43542218208313,1.2548862445280227,162190.0,88.71,203264.0
96,Random,0.2,87.95,88.77,83.18627333641052,1.2548862445280227,162190.0,88.71,203264.0
125,Random,0.2,87.95,88.78,79.23266267776489,1.2548862445280227,162190.0,88.71,203264.0
143,Random,0.2,87.95,89.08,80.52786040306091,1.2548862445280227,162190.0,88.71,203264.0
443,Random,0.2,87.9,88.55,75.51780223846436,1.2548862445280227,162190.0,88.71,203264.0
469,Random,0.2,87.9,88.81,77.23108458518982,1.2548862445280227,162190.0,88.71,203264.0
131,Random,0.2,87.95,88.89,84.28216934204102,1.2548862445280227,162190.0,88.71,203264.0
483,Random,0.2,87.9,88.34,76.35207939147949,1.2548862445280227,162190.0,88.71,203264.0
514,Random,0.2,87.9,89.1,74.0408124923706,1.2548862445280227,162190.0,88.71,203264.0
490,Random,0.2,87.9,88.77,79.6476354598999,1.2548862445280227,162190.0,88.71,203264.0
528,Random,0.2,87.9,88.7,65.783771276474,1.2548862445280227,162190.0,88.71,203264.0
560,Random,0.2,87.9,88.91,71.37397193908691,1.2548862445280227,162190.0,88.71,203264.0
571,Random,0.2,87.9,88.81,71.11591482162476,1.2548862445280227,162190.0,88.71,203264.0
565,Random,0.2,87.9,88.53,71.8833281993866,1.2548862445280227,162190.0,88.71,203264.0
336,Random,0.2,87.9,89.02,70.87423968315125,1.2548862445280227,162190.0,88.71,203264.0
384,Random,0.2,87.9,88.76,71.547856092453,1.2548862445280227,162190.0,88.71,203264.0
409,Random,0.2,87.9,88.17,71.39390015602112,1.2548862445280227,162190.0,88.71,203264.0
576,Random,0.2,87.9,88.54,74.59705328941345,1.2548862445280227,162190.0,88.71,203264.0
678,Random,0.2,87.9,89.03,72.55210995674133,1.2548862445280227,162190.0,88.71,203264.0
697,Random,0.2,87.9,88.75,73.13681077957153,1.2548862445280227,162190.0,88.71,203264.0
694,Random,0.2,87.9,89.08,75.18705630302429,1.2548862445280227,162190.0,88.71,203264.0
698,Random,0.2,87.9,88.89,76.13371920585632,1.2548862445280227,162190.0,88.71,203264.0
895,Random,0.2,87.9,89.2,69.99703049659729,1.2548862445280227,162190.0,88.71,203264.0
931,Random,0.2,87.9,88.42,69.43266248703003,1.2548862445280227,162190.0,88.71,203264.0
964,Random,0.2,87.9,88.49,73.28909039497375,1.2548862445280227,162190.0,88.71,203264.0
144,Random,0.2,87.9,88.57,74.21974015235901,1.2548862445280227,162190.0,88.71,203264.0
165,Random,0.2,87.9,89.23,70.43133783340454,1.2548862445280227,162190.0,88.71,203264.0
158,Random,0.2,87.9,88.54,73.7662103176117,1.2548862445280227,162190.0,88.71,203264.0
193,Random,0.2,87.9,88.65,73.33253526687622,1.2548862445280227,162190.0,88.71,203264.0
254,Random,0.2,87.9,89.22,69.16609048843384,1.2548862445280227,162190.0,88.71,203264.0
220,Random,0.2,87.9,88.91,75.1325626373291,1.2548862445280227,162190.0,88.71,203264.0
258,Random,0.2,87.9,88.58,75.04560613632202,1.2548862445280227,162190.0,88.71,203264.0
264,Random,0.2,87.9,88.72,71.84344792366028,1.2548862445280227,162190.0,88.71,203264.0
721,Random,0.2,87.9,89.09,72.80141925811768,1.2548862445280227,162190.0,88.71,203264.0
729,Random,0.2,87.9,89.01,73.91504526138306,1.2548862445280227,162190.0,88.71,203264.0
741,Random,0.2,87.9,88.29,75.15354895591736,1.2548862445280227,162190.0,88.71,203264.0
777,Random,0.2,87.9,88.74,73.81187462806702,1.2548862445280227,162190.0,88.71,203264.0
750,Random,0.2,87.9,89.05,78.12969493865967,1.2548862445280227,162190.0,88.71,203264.0
787,Random,0.2,87.9,88.95,74.79692959785461,1.2548862445280227,162190.0,88.71,203264.0
455,Random,0.2,87.85,88.8,72.58279943466187,1.2548862445280227,162190.0,88.71,203264.0
547,Random,0.2,87.85,88.73,70.49736762046814,1.2548862445280227,162190.0,88.71,203264.0
811,Random,0.2,87.9,89.24,75.98343586921692,1.2548862445280227,162190.0,88.71,203264.0
380,Random,0.2,87.85,89.19,75.95250749588013,1.2548862445280227,162190.0,88.71,203264.0
636,Random,0.2,87.85,88.16,70.28552865982056,1.2548862445280227,162190.0,88.71,203264.0
399,Random,0.2,87.85,88.81,72.50066637992859,1.2548862445280227,162190.0,88.71,203264.0
688,Random,0.2,87.85,88.77,70.51572322845459,1.2548862445280227,162190.0,88.71,203264.0
670,Random,0.2,87.85,88.57,74.45816946029663,1.2548862445280227,162190.0,88.71,203264.0
643,Random,0.2,87.85,88.86,79.23978662490845,1.2548862445280227,162190.0,88.71,203264.0
656,Random,0.2,87.85,88.98,77.07972455024719,1.2548862445280227,162190.0,88.71,203264.0
878,Random,0.2,87.85,88.86,63.38344120979309,1.2548862445280227,162190.0,88.71,203264.0
703,Random,0.2,87.85,88.49,66.84323406219482,1.2548862445280227,162190.0,88.71,203264.0
692,Random,0.2,87.85,88.37,76.14508938789368,1.2548862445280227,162190.0,88.71,203264.0
890,Random,0.2,87.85,88.35,59.35367035865784,1.2548862445280227,162190.0,88.71,203264.0
936,Random,0.2,87.85,87.89,66.05161881446838,1.2548862445280227,162190.0,88.71,203264.0
995,Random,0.2,87.85,88.64,66.714191198349,1.2548862445280227,162190.0,88.71,203264.0
942,Random,0.2,87.85,88.86,73.73408651351929,1.2548862445280227,162190.0,88.71,203264.0
982,Random,0.2,87.85,88.95,73.43027114868164,1.2548862445280227,162190.0,88.71,203264.0
218,Random,0.2,87.85,89.25,75.19222259521484,1.2548862445280227,162190.0,88.71,203264.0
223,Random,0.2,87.85,89.05,73.68419027328491,1.2548862445280227,162190.0,88.71,203264.0
25,Random,0.2,87.85,88.66,54.42019295692444,1.2548862445280227,162190.0,88.71,203264.0
68,Random,0.2,87.85,89.23,50.32741451263428,1.2548862445280227,162190.0,88.71,203264.0
76,Random,0.2,87.85,88.69,49.42000603675842,1.2548862445280227,162190.0,88.71,203264.0
102,Random,0.2,87.85,88.93,67.7379195690155,1.2548862445280227,162190.0,88.71,203264.0
104,Random,0.2,87.85,88.88,67.63105773925781,1.2548862445280227,162190.0,88.71,203264.0
122,Random,0.2,87.85,88.68,72.54699444770813,1.2548862445280227,162190.0,88.71,203264.0
746,Random,0.2,87.85,88.86,46.78145170211792,1.2548862445280227,162190.0,88.71,203264.0
739,Random,0.2,87.85,88.69,74.72420334815979,1.2548862445280227,162190.0,88.71,203264.0
749,Random,0.2,87.85,88.81,47.93123936653137,1.2548862445280227,162190.0,88.71,203264.0
808,Random,0.2,87.85,88.79,49.871681451797485,1.2548862445280227,162190.0,88.71,203264.0
453,Random,0.2,87.8,88.32,69.02685403823853,1.2548862445280227,162190.0,88.71,203264.0
471,Random,0.2,87.8,88.86,69.8271222114563,1.2548862445280227,162190.0,88.71,203264.0
493,Random,0.2,87.8,89.06,55.621583700180054,1.2548862445280227,162190.0,88.71,203264.0
511,Random,0.2,87.8,88.86,59.24667263031006,1.2548862445280227,162190.0,88.71,203264.0
475,Random,0.2,87.8,88.96,74.7173068523407,1.2548862445280227,162190.0,88.71,203264.0
287,Random,0.2,87.8,88.82,62.94458222389221,1.2548862445280227,162190.0,88.71,203264.0
505,Random,0.2,87.8,88.66,71.3549427986145,1.2548862445280227,162190.0,88.71,203264.0
616,Random,0.2,87.8,89.28,53.63686537742615,1.2548862445280227,162190.0,88.71,203264.0
344,Random,0.2,87.8,89.15,65.61140060424805,1.2548862445280227,162190.0,88.71,203264.0
356,Random,0.2,87.8,88.7,68.2891058921814,1.2548862445280227,162190.0,88.71,203264.0
621,Random,0.2,87.8,88.33,62.44126629829407,1.2548862445280227,162190.0,88.71,203264.0
679,Random,0.2,87.8,88.55,61.86891961097717,1.2548862445280227,162190.0,88.71,203264.0
646,Random,0.2,87.8,88.69,68.53923511505127,1.2548862445280227,162190.0,88.71,203264.0
860,Random,0.2,87.8,89.03,69.6999740600586,1.2548862445280227,162190.0,88.71,203264.0
866,Random,0.2,87.8,89.12,66.0828628540039,1.2548862445280227,162190.0,88.71,203264.0
880,Random,0.2,87.8,88.76,60.30377793312073,1.2548862445280227,162190.0,88.71,203264.0
877,Random,0.2,87.8,88.87,64.8997483253479,1.2548862445280227,162190.0,88.71,203264.0
885,Random,0.2,87.8,88.93,64.99037909507751,1.2548862445280227,162190.0,88.71,203264.0
912,Random,0.2,87.8,88.69,56.77480697631836,1.2548862445280227,162190.0,88.71,203264.0
926,Random,0.2,87.8,88.71,59.25861430168152,1.2548862445280227,162190.0,88.71,203264.0
939,Random,0.2,87.8,88.78,71.7304208278656,1.2548862445280227,162190.0,88.71,203264.0
994,Random,0.2,87.8,88.72,48.74820137023926,1.2548862445280227,162190.0,88.71,203264.0
192,Random,0.2,87.8,88.85,44.89141082763672,1.2548862445280227,162190.0,88.71,203264.0
243,Random,0.2,87.8,88.93,46.326711654663086,1.2548862445280227,162190.0,88.71,203264.0
171,Random,0.2,87.8,89.0,67.1261248588562,1.2548862445280227,162190.0,88.71,203264.0
176,Random,0.2,87.8,88.52,75.60686707496643,1.2548862445280227,162190.0,88.71,203264.0
269,Random,0.2,87.8,89.28,70.51517033576965,1.2548862445280227,162190.0,88.71,203264.0
31,Random,0.2,87.8,89.2,48.56658625602722,1.2548862445280227,162190.0,88.71,203264.0
35,Random,0.2,87.8,88.94,47.71792674064636,1.2548862445280227,162190.0,88.71,203264.0
29,Random,0.2,87.8,88.84,72.84094381332397,1.2548862445280227,162190.0,88.71,203264.0
42,Random,0.2,87.8,88.96,46.916099548339844,1.2548862445280227,162190.0,88.71,203264.0
133,Random,0.2,87.8,88.95,45.79727506637573,1.2548862445280227,162190.0,88.71,203264.0
44,Random,0.2,87.8,88.35,70.99618601799011,1.2548862445280227,162190.0,88.71,203264.0
732,Random,0.2,87.8,88.76,45.79060697555542,1.2548862445280227,162190.0,88.71,203264.0
79,Random,0.2,87.8,88.27,75.63098001480103,1.2548862445280227,162190.0,88.71,203264.0
806,Random,0.2,87.8,88.67,45.694512367248535,1.2548862445280227,162190.0,88.71,203264.0
108,Random,0.2,87.8,88.39,68.29142785072327,1.2548862445280227,162190.0,88.71,203264.0
791,Random,0.2,87.8,88.83,69.82171869277954,1.2548862445280227,162190.0,88.71,203264.0
812,Random,0.2,87.8,89.04,47.06963539123535,1.2548862445280227,162190.0,88.71,203264.0
829,Random,0.2,87.8,88.79,49.28828024864197,1.2548862445280227,162190.0,88.71,203264.0
816,Random,0.2,87.8,88.8,71.55035877227783,1.2548862445280227,162190.0,88.71,203264.0
852,Random,0.2,87.8,88.59,57.68549704551697,1.2548862445280227,162190.0,88.71,203264.0
854,Random,0.2,87.8,88.45,62.66624450683594,1.2548862445280227,162190.0,88.71,203264.0
842,Random,0.2,87.8,88.96,72.86452865600586,1.2548862445280227,162190.0,88.71,203264.0
449,Random,0.2,87.75,88.76,63.26398730278015,1.2548862445280227,162190.0,88.71,203264.0
431,Random,0.2,87.75,88.41,70.63984513282776,1.2548862445280227,162190.0,88.71,203264.0
472,Random,0.2,87.75,88.96,68.51913952827454,1.2548862445280227,162190.0,88.71,203264.0
473,Random,0.2,87.75,88.68,71.48426055908203,1.2548862445280227,162190.0,88.71,203264.0
503,Random,0.2,87.75,88.65,73.09776282310486,1.2548862445280227,162190.0,88.71,203264.0
507,Random,0.2,87.75,88.89,68.6923611164093,1.2548862445280227,162190.0,88.71,203264.0
543,Random,0.2,87.75,89.49,72.6290135383606,1.2548862445280227,162190.0,88.71,203264.0
425,Random,0.2,87.75,88.65,59.86929154396057,1.2548862445280227,162190.0,88.71,203264.0
573,Random,0.2,87.75,88.59,75.27922630310059,1.2548862445280227,162190.0,88.71,203264.0
592,Random,0.2,87.75,88.63,58.65378403663635,1.2548862445280227,162190.0,88.71,203264.0
894,Random,0.2,87.75,88.77,60.63717842102051,1.2548862445280227,162190.0,88.71,203264.0
710,Random,0.2,87.75,88.55,72.2471969127655,1.2548862445280227,162190.0,88.71,203264.0
903,Random,0.2,87.75,88.79,67.15925645828247,1.2548862445280227,162190.0,88.71,203264.0
962,Random,0.2,87.75,89.15,61.647727966308594,1.2548862445280227,162190.0,88.71,203264.0
915,Random,0.2,87.75,88.96,72.5845685005188,1.2548862445280227,162190.0,88.71,203264.0
973,Random,0.2,87.75,88.49,71.96566653251648,1.2548862445280227,162190.0,88.71,203264.0
989,Random,0.2,87.75,88.64,69.47988200187683,1.2548862445280227,162190.0,88.71,203264.0
166,Random,0.2,87.75,89.3,63.55640268325806,1.2548862445280227,162190.0,88.71,203264.0
205,Random,0.2,87.75,88.46,58.01411557197571,1.2548862445280227,162190.0,88.71,203264.0
179,Random,0.2,87.75,88.33,68.9521415233612,1.2548862445280227,162190.0,88.71,203264.0
222,Random,0.2,87.75,89.08,56.38337182998657,1.2548862445280227,162190.0,88.71,203264.0
234,Random,0.2,87.75,88.83,69.51701998710632,1.2548862445280227,162190.0,88.71,203264.0
5,Random,0.2,87.75,88.08,45.61819887161255,1.2548862445280227,162190.0,88.71,203264.0
64,Random,0.2,87.75,88.35,47.419206619262695,1.2548862445280227,162190.0,88.71,203264.0
86,Random,0.2,87.75,89.02,54.26765847206116,1.2548862445280227,162190.0,88.71,203264.0
126,Random,0.2,87.75,89.04,47.836665630340576,1.2548862445280227,162190.0,88.71,203264.0
2,Random,0.2,87.75,88.32,76.95013284683228,1.2548862445280227,162190.0,88.71,203264.0
733,Random,0.2,87.75,88.75,45.90475249290466,1.2548862445280227,162190.0,88.71,203264.0
110,Random,0.2,87.75,88.67,75.9440336227417,1.2548862445280227,162190.0,88.71,203264.0
738,Random,0.2,87.75,89.32,47.78470206260681,1.2548862445280227,162190.0,88.71,203264.0
759,Random,0.2,87.75,88.94,45.8714656829834,1.2548862445280227,162190.0,88.71,203264.0
132,Random,0.2,87.75,88.91,74.32600402832031,1.2548862445280227,162190.0,88.71,203264.0
776,Random,0.2,87.75,88.58,52.76975178718567,1.2548862445280227,162190.0,88.71,203264.0
782,Random,0.2,87.75,88.61,73.570809841156,1.2548862445280227,162190.0,88.71,203264.0
807,Random,0.2,87.75,88.97,57.9228732585907,1.2548862445280227,162190.0,88.71,203264.0
849,Random,0.2,87.75,88.26,62.2937171459198,1.2548862445280227,162190.0,88.71,203264.0
572,Random,0.2,87.7,89.24,53.544602155685425,1.2548862445280227,162190.0,88.71,203264.0
439,Random,0.2,87.7,89.21,69.13543438911438,1.2548862445280227,162190.0,88.71,203264.0
513,Random,0.2,87.7,88.81,68.54033875465393,1.2548862445280227,162190.0,88.71,203264.0
353,Random,0.2,87.7,89.15,60.84538221359253,1.2548862445280227,162190.0,88.71,203264.0
355,Random,0.2,87.7,88.57,43.22076487541199,1.2548862445280227,162190.0,88.71,203264.0
369,Random,0.2,87.7,88.23,43.54463601112366,1.2548862445280227,162190.0,88.71,203264.0
575,Random,0.2,87.7,88.93,43.48716163635254,1.2548862445280227,162190.0,88.71,203264.0
361,Random,0.2,87.7,88.99,67.4371702671051,1.2548862445280227,162190.0,88.71,203264.0
662,Random,0.2,87.7,88.84,43.943586111068726,1.2548862445280227,162190.0,88.71,203264.0
612,Random,0.2,87.7,88.3,46.390079975128174,1.2548862445280227,162190.0,88.71,203264.0
